s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
53,54,16912,287.83,49.948,0.019657,0.30572,xscan,0.057924,0.038238,0.046421,0.035463,0.048986,0.077824,0.11635,0,0.8167,,0.85328,0.82763,0.66,powerlaw,7.6788,0.17366,20.46,1.3725e-05,0.29149,85.522,0.0049691,0.3839,2.7678,0.00023256,0.00035166,0.062024,powerlaw,16.681,powerlaw,26.949,0.37917,0.54041,0.056162,0.00012358,4.4128e-06,1.4366e-06,6.4793e-07
54,55,18624,276.77,57.164,0.01177,0.29218,xscan,0.047363,0.034982,0.036236,0.063963,0.088724,0.12014,0.16229,0.65151,0.43206,0.87376,1.1309,0.81826,0.93533,exponential,2.131,0.22953,14.908,0.00020856,0.57987,184.88,0.026754,0.49481,2.9896,0.00027971,0.0030589,0.052892,exponential,17.171,powerlaw,15.304,0.48601,0.43377,0.063738,0.00014587,3.9386e-06,1.167e-06,4.9232e-07
55,56,20635,265.27,59.64,0.010819,0.10472,xscan,0.045035,0,0.00589,0.021485,0.020651,0.022583,0.034441,,,1.0981,0.8652,1.1853,0.56356,powerlaw,1.616,0.053912,20.126,0.0046039,0.074321,48.226,0.18723,0.358,2.716,2.7375e-05,0.34714,0.054175,powerlaw,17.445,powerlaw,25.634,0.29589,0.46312,0.073343,1.472e-05,5.5944e-07,1.8599e-07,8.5145e-08
56,57,20746,253.92,53.358,0.0084982,0.12097,xscan,0.043071,0.025239,0,0.014011,0.021467,0.024455,0.035488,8.1988,,0,0.94477,0.97751,0.40626,powerlaw,4.6076,0.056599,20.205,0.03631,0.074707,42.54,0.0041206,0.29469,2.5894,3.9872e-05,0.00020856,0.046483,exponential,11.093,powerlaw,28.679,0.17373,0.55319,0.077937,2.2069e-05,9.7689e-07,3.4188e-07,1.6232e-07
57,58,20402,248.65,56.002,0.0095382,0.20525,xscan,0.041451,0.022014,0.016456,0.023454,0.035388,0.057727,0.078171,0,,0.64798,0.81349,0.78779,0.54493,powerlaw,4.4116,0.12624,24.066,0.0041206,0.43483,500,0.14199,0.53657,3.0731,4.8734e-05,0.0029501,0.04546,powerlaw,22.876,powerlaw,27.718,0.51727,0.60282,0.07796,2.4152e-05,5.9713e-07,1.7176e-07,7.0952e-08
58,59,11610,241.83,56.148,0.020804,0.43531,xscan,0.045957,0.032349,0.06043,0.087916,0.14056,0.20363,0.22727,,1.2514,0.35341,0.59208,0.73214,0.89397,exponential,2.1706,0.34399,12.804,3.7871e-05,0.63118,81.674,0.078138,0.4669,2.9338,0.00078923,0.35351,0.021232,powerlaw,17.363,gaussian,12.594,0.50918,0.4608,0.046099,0.00039116,1.0563e-05,3.1297e-06,1.3204e-06
59,60,16774,239.12,56.431,0.024686,0.38581,xscan,0.052809,0.024619,0.038366,0.046506,0.060069,0.11273,0.15005,0,0.82652,0.83054,0.62813,0.42139,0.49308,powerlaw,9.2906,0.23144,21.906,0.00012586,0.80471,500,0.022075,0.55332,3.1066,0.00015707,0.28439,0.058257,powerlaw,18.443,powerlaw,25.095,0.41147,0.64508,0.066172,7.7248e-05,1.8344e-06,5.2053e-07,2.1296e-07
60,61,19574,240.91,62.294,0.019347,0.33529,xscan,0.055436,0,0.031087,0.027981,0.036308,0.070007,0.11604,,0.92967,0.93224,0.48395,0.37129,0.35668,powerlaw,19.228,0.19525,33.652,0.0030589,0.55271,500,0.00094541,0.65763,3.3153,3.9111e-05,0.025769,0.062458,powerlaw,24.312,powerlaw,36.702,0.3669,0.77279,0.077366,1.834e-05,3.3877e-07,8.8332e-08,3.4034e-08
61,62,21615,233.41,75.471,0.019073,0.17769,xscan,0.047798,0,0.024261,0.01242,0.024711,0.030314,0.054192,0.27759,0.36133,0,0.62976,0.44094,0.41972,powerlaw,2.3254,0.093318,32.105,0.00020856,0.291,500,0.0034147,0.54134,3.0827,2.0669e-05,0.026754,0.057521,powerlaw,28.981,powerlaw,33.476,0.52537,0.52239,0.087991,1.0221e-05,2.4981e-07,7.1579e-08,2.9488e-08
62,63,15267,223.02,87.156,0.03391,0.38184,xscan,0.051131,0.037276,0.036431,0.033821,0.04203,0.080871,0.13577,0,0.71572,,0.3692,0.31063,0.32945,powerlaw,3.2519,0.21203,28.635,0.00020856,0.66031,500,8.3864e-06,0.55923,3.1185,0.00010042,8.3864e-06,0.059414,powerlaw,22.363,gaussian,34.486,0.42176,0.757,0.065708,4.9253e-05,1.1531e-06,3.2563e-07,1.3277e-07
63,64,12236,182.76,94.625,0.049502,0.37381,xscan,0.031211,0.043383,0.047706,0.047188,0.062751,0.1027,0.16617,0.69406,0.42787,1.9687,0.56296,0.56535,0.59054,powerlaw,0.77001,0.23637,21.787,0.00052732,0.85392,500,0.0070146,0.48064,2.9613,0.00024812,0.0072997,0.061785,exponential,15.377,gaussian,27.213,0.38473,0.65287,0.063032,0.00012615,3.5685e-06,1.0741e-06,4.582e-07
64,65,9061,228.32,95.685,0.039326,0.48656,xscan,0,0.059745,0.069916,0.11004,0.16808,0.23683,0.19999,,0.35168,0.72126,1.0125,0.79677,0.85526,exponential,7.2622,0.36894,11.47,0.0070146,0.52866,40.729,0.12821,0.42829,2.8566,0.0011482,0.4552,0.044093,gaussian,13.79,exponential,11.894,0.45571,0.42562,0.037887,0.00055004,1.4859e-05,4.4027e-06,1.8574e-06
65,66,14241,234.04,80.719,0.044808,0.4189,xscan,0.040648,0.027764,0.047942,0.063257,0.094832,0.13811,0.19756,1.133,0,1.273,0.69809,0.82323,0.66795,exponential,0.13466,0.27607,17.696,0.00060557,1.0668,500,0.020834,0.5016,3.0032,0.00035169,0.12821,0.06368,exponential,16.383,powerlaw,20.305,0.47556,0.5589,0.057799,0.00018254,4.9287e-06,1.4604e-06,6.1609e-07
66,67,12269,228.85,110.56,0.043269,0.44438,xscan,0.056696,0,0.098902,0.12817,0.17138,0.20503,0.20199,0,1.2612,0.80787,0.94034,1.1082,0.57121,exponential,6.4098,0.35079,8.9261,0.00054565,0.45053,24.259,0.024538,0.38336,2.7667,0.0014224,0.0020609,0.026013,exponential,8.484,exponential,9.5144,0.39416,0.41109,0.051186,0.00066998,1.8116e-05,5.3681e-06,2.2647e-06
67,68,11720,224.99,116.03,0.039825,0.42595,xscan,0,0.041648,0.10859,0.13302,0.19256,0.21031,0.15493,0,0.74951,0.67402,0.70777,0.9527,1.6316,exponential,29.468,0.3483,7.2808,2.4855e-05,0.40941,14.64,0.0072997,0.36217,2.7243,0.0016644,0.0021401,4.0243e-06,exponential,10.144,exponential,7.0434,0.40426,0.34459,0.049793,0.00091422,2.4784e-05,7.3449e-06,3.0989e-06
68,69,11691,214.55,97.388,0.057114,0.42384,xscan,0,0.076992,0.090283,0.12671,0.17155,0.19893,0.1372,0.64935,0.70622,0.57061,0.65525,1.0397,1.1015,exponential,46.596,0.31766,6.6596,2.2672e-05,0.37238,12.968,0.88515,0.37469,2.7494,0.0013796,0.0029241,4.8943e-06,exponential,10.517,exponential,6.7921,0.4064,0.34949,0.051507,0.00085282,2.3144e-05,6.8596e-06,2.8942e-06
69,70,18972,272.41,56.892,0.059972,0.27666,xscan,0.058175,0.054917,0.056829,0.033,0.030739,0.047819,0.087027,0,1.5433,0,0.89799,0,0.51154,powerlaw,8.6089,0.10389,2.5922,0.00085274,0.14798,22.367,0.00085274,0.15788,2.3158,0.00037355,0.0011281,0.044819,gaussian,78.912,powerlaw,13.518,0.99,0.31799,0.066975,0.00022009,1.3544e-05,5.296e-06,2.7203e-06
70,71,19516,276.51,33.537,0.029723,0.3568,xscan,0.05402,0.035766,0.029616,0.028024,0.049298,0.068656,0.12214,0.83985,0.54473,0.44708,0.7751,0.17465,0.39212,powerlaw,11.367,0.20232,31.598,0.0029501,0.59748,500,4.4699e-05,0.61626,3.2325,5.91e-05,0.0029501,0.064482,powerlaw,23.841,powerlaw,31.846,0.42593,0.65429,0.068158,2.8241e-05,5.7633e-07,1.554e-07,6.1317e-08
71,72,18769,250.6,51.097,0.019128,0.34009,xscan,0.049725,0.030862,0.024849,0.030075,0.042289,0.065234,0.11045,0.73465,1.0562,0.93833,0.68248,0.15248,0.28903,powerlaw,2.5077,0.17081,26.428,0.00094541,0.55855,500,0.0092876,0.54589,3.0918,7.6956e-05,0.0008243,0.052683,powerlaw,7.8659,powerlaw,30.085,0.17844,0.66104,0.071146,3.7976e-05,9.1807e-07,2.6208e-07,1.0768e-07
72,73,19915,243.15,44.232,0.023171,0.24023,xscan,0.037343,0.015233,0.032292,0.023195,0.026338,0.041518,0.075177,,0.6434,1.7182,0.56517,0.60138,0.45467,powerlaw,4.7715,0.11692,25.436,0.00020231,0.20247,109.58,0.03631,0.30372,2.6074,0.00012723,0.00022882,0.039463,powerlaw,30.809,powerlaw,34.106,0.35621,0.6429,0.076873,7.0132e-05,3.0377e-06,1.0553e-06,4.9845e-07
73,74,20873,245.65,42.22,0.0038042,0.11231,xscan,0.047169,0.0078332,0.016218,0.019896,0.018861,0.022732,0.031213,1.5708,0,1.0713,1.5551,0.63028,0.37888,powerlaw,7.203,0.04997,14.64,0.0058056,0.059535,21.948,0.037878,0.22701,2.454,4.9007e-05,0.57447,0.050205,powerlaw,6.976,powerlaw,24.024,0.070457,0.39482,0.080702,2.7976e-05,1.4576e-06,5.389e-07,2.6602e-07
74,75,21202,246.37,42.118,0.013217,0.26993,xscan,0.049267,0,0.026112,0.014484,0.024778,0.04687,0.08073,0.41109,0.90018,0,0.73389,0.37411,0.32389,powerlaw,14.539,0.15227,39.691,0.00022882,0.39933,500,0.0092876,0.66305,3.3261,1.8915e-05,0.0029501,0.056727,powerlaw,24.427,powerlaw,47.834,0.30921,0.78226,0.080928,8.8476e-06,1.6132e-07,4.1878e-08,1.6085e-08
75,76,21509,263.34,28.619,0.016445,0.19986,xscan,0.051008,0.017543,0.023188,0.019229,0.028488,0.038849,0.06799,0,1.3117,0.80757,0.64148,0.54073,0.26141,powerlaw,0.87002,0.1125,29.68,0.00020856,0.36265,500,0.0029501,0.50653,3.0131,3.9217e-05,0.0029501,0.057828,powerlaw,12.023,powerlaw,32.073,0.22418,0.60419,0.077297,1.9704e-05,5.237e-07,1.5435e-07,6.4873e-08
76,77,21275,262.99,31.805,0.015392,0.30762,xscan,0.055607,0.018359,0.023733,0.0239,0.029962,0.051701,0.096153,,1.0452,0.53037,0.59506,0.18313,0.38365,powerlaw,18.756,0.17088,38.518,0.00020231,0.45546,500,0.026754,0.67008,3.3402,2.3573e-05,0.029966,0.063776,powerlaw,28.013,powerlaw,42.108,0.30737,0.7627,0.076184,1.0991e-05,1.9704e-07,5.0861e-08,1.9457e-08
77,78,21500,257.47,36.271,0.013126,0.28919,xscan,0.05154,0.027422,0.022768,0.021494,0.031507,0.045585,0.087564,,1.7065,0.8227,0.68436,0,0.38261,powerlaw,1.8939,0.15169,34.95,0.00035166,0.43809,500,1.4324e-05,0.56139,3.1228,4.2459e-05,0.00049407,0.057349,powerlaw,5.8587,powerlaw,46.673,0.11766,0.79924,0.078782,2.0805e-05,4.8454e-07,1.366e-07,5.5626e-08
78,79,21248,244.91,42.283,0.0098547,0.15744,xscan,0.046863,0.029166,0.0075164,0.025414,0.034194,0.047054,0.064267,0,,1.1899,0.27515,0.9516,0.45184,powerlaw,0.75324,0.097601,18.748,0.0034147,0.17275,91.755,0.44038,0.43063,2.8613,6.2591e-05,0.45735,0.050203,powerlaw,19.954,exponential,18.438,0.41886,0.46975,0.08263,3.2557e-05,1.0389e-06,3.2562e-07,1.4296e-07
79,80,21280,245.55,42.543,0.0073314,0.12087,xscan,0.056814,0,0.01662,0.017478,0.020995,0.024684,0.031781,,1.152,,0.76031,1.052,0.46907,powerlaw,3.45,0.052161,11.446,0.0030589,0.061039,16.669,0.0030589,0.16314,2.3263,7.2437e-05,0.45735,0.05051,powerlaw,4.7816,powerlaw,26.154,0.086456,0.38988,0.082153,4.2577e-05,2.5871e-06,1.0073e-06,5.1585e-07
80,81,21277,244.17,45.706,0.018959,0.30429,xscan,0.044877,0.023763,0.024507,0.020302,0.033024,0.052425,0.093353,,0.35576,3.2612,0.58458,0.41701,0.33142,powerlaw,6.4292,0.17331,39.226,0.013098,0.44494,500,0.010799,0.71564,3.4313,1.6857e-05,0.0096417,0.056644,powerlaw,26.605,powerlaw,39.788,0.48074,0.74497,0.082882,7.6978e-06,1.2366e-07,3.0761e-08,1.1463e-08
81,82,20984,243.79,44.224,0.020409,0.36354,xscan,0.049097,0.024746,0.02035,0.028786,0.033792,0.06268,0.11057,0.66296,0.93416,0.91636,0.79033,0.090212,0.31159,powerlaw,21.211,0.20012,37.998,0.00022882,0.52022,500,0.025769,0.68014,3.3603,3.0025e-05,0.0034147,0.057031,powerlaw,26.17,powerlaw,41.049,0.28388,0.78159,0.082249,1.3935e-05,2.4383e-07,6.2428e-08,2.3744e-08
82,83,18313,237.35,61.814,0.040624,0.42008,xscan,0.048517,0.01478,0.041307,0.033124,0.043616,0.069645,0.13091,,0.4958,0.14815,0.56334,0.27449,0.24781,powerlaw,3.69,0.21535,32.886,0.00035166,0.62912,500,0.0046039,0.58281,3.1656,7.8912e-05,0.00035166,0.066733,powerlaw,17.072,powerlaw,35.372,0.1711,0.71822,0.073883,3.829e-05,8.4692e-07,2.3464e-07,9.4383e-08
83,84,20657,257.15,29.087,0.037057,0.2287,xscan,0.054084,0.020517,0.039255,0.029207,0.020786,0.032543,0.067556,0,1.2686,0,1.2673,0,0.36922,powerlaw,1.2813,0.11577,31.531,0.00054565,0.37272,500,0.0082394,0.40332,2.8066,7.1582e-05,0.0070146,0.07558,powerlaw,23.532,powerlaw,27.113,0.33935,0.44933,0.077193,3.7701e-05,1.2848e-06,4.1172e-07,1.8363e-07
84,85,20481,256.38,31.222,0.020199,0.34394,xscan,0.05364,0.026778,0.021104,0.016635,0.031511,0.064435,0.1098,0.77704,,0,0.62874,0.28098,0.32351,powerlaw,11.284,0.19464,37.309,0.00022882,0.51975,500,0.00020231,0.667,3.334,3.2105e-05,0.00020856,0.061574,powerlaw,31.278,powerlaw,39.297,0.49285,0.76227,0.076911,1.499e-05,2.7072e-07,7.0054e-08,2.6846e-08
85,86,14666,226.62,52.537,0.045512,0.37993,xscan,0.053282,0.040243,0.046067,0.03794,0.051245,0.088673,0.14439,1.5241,0.80483,0.57016,0.68716,0.34488,0.36889,powerlaw,2.069,0.21327,23.977,0.00020231,0.74656,500,8.3864e-06,0.43896,2.8779,0.00022982,8.3864e-06,0.062574,powerlaw,17.607,powerlaw,28.878,0.20078,0.64531,0.061595,0.00011909,3.7246e-06,1.1596e-06,5.0669e-07
86,87,13930,212.09,64.49,0.042832,0.36386,xscan,0.038457,0.031201,0.036824,0.041305,0.050309,0.086293,0.14197,,0,7.3687,0.46705,0.34055,0.35994,powerlaw,1.8755,0.214,26.067,1.3725e-05,0.71289,500,0.00032959,0.52182,3.0436,0.00014128,0.00032959,0.068908,powerlaw,9.1053,powerlaw,29.764,0.20667,0.67105,0.062225,7.0486e-05,1.8057e-06,5.2564e-07,2.1899e-07
87,88,20236,255.93,47.014,0.022583,0.30052,xscan,0.057487,0,0.031404,0.031727,0.034743,0.049399,0.093932,,4.2437,1.2209,0.72304,0.36018,0.39538,powerlaw,2.497,0.15318,30.947,8.3864e-06,0.4771,500,0.0029501,0.53285,3.0657,5.9061e-05,0.0041206,0.06599,powerlaw,12.092,powerlaw,36.652,0.18693,0.69968,0.075105,2.9319e-05,7.3141e-07,2.1102e-07,8.7356e-08
88,89,17221,252.02,58.651,0.035881,0.38333,xscan,0.050418,0.016538,0.035108,0.038858,0.050713,0.08307,0.14159,,0,0.93852,0.99323,0,0.39573,powerlaw,8.0105,0.21645,27.644,0.00020856,0.68365,500,0.0030589,0.57704,3.1541,9.8086e-05,0.00020231,0.062399,powerlaw,18.671,powerlaw,30.238,0.35977,0.67451,0.065787,4.7719e-05,1.0703e-06,2.9791e-07,1.2023e-07
89,90,20316,248.55,66.509,0.014652,0.30471,xscan,0.052763,0.027813,0.022357,0.023847,0.036424,0.053043,0.090802,,1.039,0.95168,0.98438,0.088317,0.23853,powerlaw,10.861,0.15356,32.203,0.0058056,0.45914,500,0.0046039,0.61513,3.2303,3.4201e-05,0.0046039,0.060114,powerlaw,7.6535,powerlaw,36.345,0.1221,0.73989,0.077744,1.6352e-05,3.3461e-07,9.0306e-08,3.5656e-08
90,91,20968,246.97,66.414,0.0089142,0.18929,xscan,0.051105,0.016921,0.012729,0.024735,0.025661,0.035225,0.058884,,1.6397,0.91772,0.94532,0.27822,0.40449,powerlaw,0.94385,0.09467,26.657,0.03631,0.32431,500,0.18747,0.4542,2.9084,4.13e-05,0.18747,0.056083,powerlaw,8.1427,powerlaw,32.564,0.2132,0.5756,0.07981,2.1252e-05,6.4072e-07,1.9703e-07,8.534e-08
91,92,20764,246.3,69.144,0.013772,0.29407,xscan,0.051902,0,0.024835,0.021905,0.030564,0.055511,0.092253,,0.58527,1.5398,0.7646,0.40261,0.26079,powerlaw,17.696,0.15793,34.388,0.0034147,0.45052,500,0.026754,0.63742,3.2748,2.8853e-05,0.029966,0.058484,powerlaw,14.66,powerlaw,41.944,0.26259,0.78215,0.07981,1.3655e-05,2.6483e-07,7.0192e-08,2.7361e-08
92,93,19405,249.21,63.448,0.03084,0.39861,xscan,0.058394,0.019416,0.03843,0.026107,0.036261,0.079076,0.12039,0.79818,0.65031,0,0.47172,0.46472,0.16311,powerlaw,11.607,0.20411,31.895,8.3864e-06,0.60394,500,0.0011281,0.61418,3.2284,6.0604e-05,0.0041206,0.069307,powerlaw,17.349,powerlaw,32.51,0.32835,0.67261,0.074036,2.8988e-05,5.9453e-07,1.6058e-07,6.3437e-08
93,94,20842,263.17,37.807,0.01163,0.28007,xscan,0.057147,0.019208,0.03455,0.017986,0.026599,0.049676,0.084055,0.43563,0.99762,1.979,0.97596,0.16041,0.31601,powerlaw,6.47,0.14674,35.166,1.4324e-05,0.42629,500,0.0013173,0.59675,3.1935,3.2254e-05,0.037878,0.067621,powerlaw,18.075,powerlaw,39.672,0.1894,0.71961,0.074891,1.5551e-05,3.3262e-07,9.1117e-08,3.6359e-08
94,95,20849,262.34,37.51,0.0060231,0.08052,xscan,0.041467,0,0.01386,0.020533,0.020167,0.018144,0.018075,2.1299,0.40681,0.84835,1.0751,0.61396,0.67449,powerlaw,2.1685,0.038572,7.4681,0.0046039,0.043772,10.247,0.060953,0.13396,2.2679,4.6817e-05,0.25271,0.039618,powerlaw,5.7996,powerlaw,4.8524,0.066844,0.10564,0.075962,2.7887e-05,1.8178e-06,7.2476e-07,3.7743e-07
95,96,20857,257.08,42.794,0.0065064,0.068628,xscan,0.040553,0,0.019875,0.01763,0.022845,0.029143,0,,0.97106,0.42305,0.98755,1.683,0,gaussian,6.5839,0.042729,8.1422,0.80215,0.046914,9.654,0.28517,0.16819,2.3364,4.7178e-05,0.00035166,0.040523,exponential,6.4631,exponential,7.3643,0.10491,0.1075,0.077301,4.141e-14,4.876e-129,6.5842e-287,0
96,97,20512,251.12,40.028,0.012736,0.10449,xscan,0.041067,0.0046987,0.0032227,0.018489,0.024921,0.031022,0.023443,,0.49243,1.2725,0.89161,0.87815,0.1993,exponential,1.5992,0.051259,11.619,0.35216,0.060786,19.759,0.26492,0.28071,2.5614,4.239e-05,0.15755,0.047665,exponential,9.5784,exponential,16.049,0.10584,0.33765,0.077644,1.4962e-05,4.0486e-07,1.1997e-07,5.0616e-08
97,98,20961,248.7,49.151,0.0093821,0.070775,xscan,0.041729,0,0.02473,0.012982,0.020107,0.025307,0.0079853,1.6174,2.0615,0,1.4142,1.0431,0,exponential,1.8825,0.039941,7.86,0.35216,0.044131,9.509,1,0.17223,2.3445,4.1065e-05,0.13716,0.04565,exponential,5.3677,powerlaw,4.884,0.091972,0.082985,0.079594,1.6255e-05,4.431e-07,1.3136e-07,5.5426e-08
98,99,20854,247.27,52.597,0.0033713,0.067863,xscan,0.043819,0,0.0084063,0.01876,0.014863,0.023666,0.010457,,,0.8794,1.976,0.82895,,gaussian,2.6366,0.03573,9.1053,0.14199,0.039836,12.98,0.16157,0.25083,2.5017,2.3038e-05,0.013098,0.051582,gaussian,7.229,exponential,7.6344,0.073342,0.094048,0.079663,5.1387e-17,9.6723e-161,0,0
99,100,21099,247.36,48.385,0.0023049,0.068112,xscan,0.045327,0,0.013349,0.012357,0.024565,0.020062,0.010446,1.0261,1.4895,0.27708,1.0332,2.1833,0.033234,gaussian,2.3406,0.03781,8.9137,0.24789,0.042006,10.615,0.28548,0.15303,2.3061,3.9772e-05,0.17453,0.046865,powerlaw,8.0804,exponential,6.2864,0.066827,0.061911,0.080871,2.1548e-16,3.9131e-154,0,0
100,101,21267,248.36,48.404,0.0040585,0.073525,xscan,0.048044,0.010615,0.0094656,0.022642,0.019457,0.025137,0.0026115,0.72842,,1.0622,0.94644,1.2581,0,gaussian,2.0335,0.040049,8.0705,0.7081,0.044116,10.185,0.2393,0.19001,2.38,3.7908e-05,0.017303,0.051145,exponential,6.8392,exponential,6.5115,0.072654,0.066822,0.081588,5.6571e-14,6.9188e-127,5.4998e-282,0
101,102,21557,253.94,38.907,0.0091392,0.08052,xscan,0.043834,0.010017,0.020059,0.014465,0.018137,0.020982,0.019782,0.85489,1.6707,1.1393,0.18865,0.99637,0,powerlaw,7.1698,0.039687,7.7751,0.00020856,0.045386,11.143,0.00020856,0.15185,2.3037,4.6443e-05,0.47043,0.044304,powerlaw,6.347,powerlaw,10.128,0.056427,0.14533,0.080301,2.7439e-05,1.7132e-06,6.7321e-07,3.47e-07
102,103,21703,253.22,32.346,0.0078865,0.1583,xscan,0.043538,0.012134,0.017659,0.019211,0.023817,0.026492,0.054991,,0.4709,1.1995,0.99784,0,0.35548,powerlaw,7.0356,0.10022,37.334,0.014095,0.28349,500,0.34714,0.61589,3.2318,1.2514e-05,0.096577,0.051881,powerlaw,22.397,powerlaw,53.365,0.27409,0.79041,0.081161,5.9809e-06,1.2216e-07,3.2949e-08,1.3004e-08
103,104,21491,245.5,38.751,0.016335,0.25375,xscan,0.03975,0.023329,0.025014,0.018314,0.029494,0.045735,0.077518,,0.64607,0.99457,0.58052,0.51298,0.2512,powerlaw,2.5103,0.13366,32.878,0.026754,0.39515,500,0.0030589,0.56861,3.1372,3.3472e-05,0.0029501,0.047888,powerlaw,12.907,powerlaw,39.853,0.22448,0.7413,0.082415,1.6347e-05,3.7415e-07,1.0486e-07,4.2526e-08
104,105,21830,247.37,34.444,0.0036073,0.077694,xscan,0.042444,0,0.01345,0.013311,0.014671,0.022808,0.020746,3.1892,0,,1.0438,1.6523,0.57814,powerlaw,3.2855,0.039407,11.263,0.025769,0.045469,15.77,0.14199,0.1936,2.3872,3.6604e-05,0.45735,0.045865,exponential,10.247,powerlaw,16.569,0.18859,0.24268,0.083596,2.1217e-05,1.1981e-06,4.5511e-07,2.2901e-07
105,106,21854,244.17,37.854,0.0071459,0.077951,xscan,0.045526,0,0.016929,0.018653,0.017812,0.0227,0.021287,,,1.9245,0.39629,1.0447,1.0075,exponential,4.1916,0.040775,8.7674,0.0016394,0.046104,11.854,0.85495,0.182,2.364,4.2261e-05,0.23106,0.047596,exponential,7.2545,exponential,14.454,0.13241,0.3212,0.085404,1.4284e-05,3.8805e-07,1.1502e-07,4.8528e-08
106,107,21994,243.59,41.591,0.0027266,0.076113,xscan,0.049717,0.0038801,0.014548,0.016667,0.01914,0.018993,0.01619,0,2.9192,0.88545,0.90782,1.0522,1.0863,exponential,1.1754,0.037923,6.8787,0.013098,0.04226,8.1297,0.27347,0.10075,2.2015,4.9397e-05,0.18747,0.042113,powerlaw,7.2118,exponential,6.7715,0.057365,0.1012,0.086253,1.7369e-05,4.7511e-07,1.4087e-07,5.9446e-08
107,108,21956,241.22,41.742,0.0031879,0.072493,xscan,0.043153,0.0060248,0.017437,0.018074,0.020165,0.019378,0.019495,0,1.3783,0,1.6294,0.48858,1.0475,exponential,1.1852,0.03954,7.9431,0.15755,0.044512,10.721,0.15755,0.16507,2.3301,4.252e-05,0.06551,0.043406,exponential,6.5708,powerlaw,9.1085,0.12484,0.10084,0.085506,1.47e-05,3.9989e-07,1.1853e-07,5.0014e-08
108,109,21884,242.01,41.95,0.0022019,0.078511,xscan,0.04717,0.020151,0,0.021088,0.023634,0.020078,0.01293,0.9439,,1.1646,1.0038,0.75631,0.702,exponential,8.0609,0.040172,6.3717,0.45735,0.044503,7.5366,0.69047,0.10419,2.2084,5.4377e-05,0.45735,0.035819,exponential,5.0808,powerlaw,8.8528,0.071343,0.10781,0.086344,2.0729e-05,5.682e-07,1.685e-07,7.1105e-08
109,110,21784,242.04,41.39,0.0074891,0.21902,xscan,0.039844,0.015648,0.016363,0.019441,0.02691,0.039713,0.064674,1.175,0.62295,0.95132,0.74554,0.47577,0.16729,powerlaw,5.3071,0.1083,29.518,8.3864e-06,0.3439,500,0.00085274,0.55527,3.1105,2.7139e-05,0.0096417,0.047575,powerlaw,8.3715,powerlaw,33.358,0.15041,0.6608,0.085471,1.3335e-05,3.1519e-07,8.9296e-08,3.6493e-08
110,111,21232,244.18,35.653,0.018442,0.31127,xscan,0.045894,0,0.029079,0.023903,0.033748,0.05681,0.099942,,1.1781,1.1184,0.65412,0.16697,0.28975,powerlaw,21.711,0.18139,37.676,0.026754,0.47618,500,0.0008243,0.69388,3.3878,2.2758e-05,0.00022882,0.055902,powerlaw,7.929,powerlaw,43.508,0.21042,0.81011,0.082711,1.0496e-05,1.7769e-07,4.4988e-08,1.6976e-08
111,112,21584,248.37,30.119,0.0040498,0.12776,xscan,0.042411,0.015501,0.011702,0.021493,0.021569,0.030024,0.043902,,,1.6568,0.60448,0.7554,0.31809,powerlaw,6.901,0.071041,20.824,0.0034147,0.10605,62.517,0.0041206,0.35785,2.7157,4.5611e-05,0.088053,0.047365,powerlaw,7.5914,powerlaw,32.108,0.10003,0.63395,0.082148,2.4527e-05,9.3253e-07,3.1007e-07,1.4196e-07
112,113,21643,246.83,30.511,0.0059985,0.096222,xscan,0.042921,0.0064034,0.013055,0.019832,0.021099,0.021567,0.025696,1.0842,,0.95643,2.651,0.63361,0,powerlaw,6.404,0.046169,8.1554,0.0034147,0.053218,12.457,0.07314,0.17736,2.3547,5.6748e-05,0.72751,0.041426,gaussian,5.7565,powerlaw,21.912,0.076646,0.3923,0.083012,3.3139e-05,1.9459e-06,7.4898e-07,3.8043e-07
113,114,21259,242.62,35.228,0.0021456,0.072683,xscan,0.046122,0.018066,0.018451,0.010215,0.026466,0.021865,0.017071,0.72926,2.3991,1.3703,1.3283,1.055,0,exponential,3.8935,0.043222,7.5063,0.13716,0.047891,9.0228,0.98014,0.13432,2.2686,5.5975e-05,0.063161,0.041509,exponential,5.9418,powerlaw,11.723,0.089363,0.14103,0.083635,2.0151e-05,5.4987e-07,1.6302e-07,6.8788e-08
