s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
18,19,22646,239.55,362.29,0.014141,0.14572,xscan,0.043221,0,0.018402,0.01932,0.018842,0.028703,0.03961,,1.2333,0.74841,1.0928,0,0.35039,powerlaw,1.361,0.068654,25.132,0.019055,0.17077,240.36,0.019055,0.43915,2.8783,2.4935e-05,0.43114,0.051041,powerlaw,6.5083,powerlaw,32.58,0.071616,0.5997,0.089734,1.292e-05,4.0387e-07,1.2572e-07,5.4927e-08
19,20,22171,233.58,376.58,0.015227,0.16092,xscan,0.043034,0.020161,0.0078227,0.019656,0.021432,0.030101,0.046393,,0,0.64076,1.0699,0.050832,0.36735,powerlaw,3.511,0.076939,25.721,0.0030589,0.21029,299.46,0.0002683,0.42202,2.844,3.3474e-05,8.2212e-06,0.04968,exponential,15.496,powerlaw,30.746,0.36219,0.59754,0.089353,1.7481e-05,5.6946e-07,1.7974e-07,7.9309e-08
20,21,21875,227.02,386.61,0.0093848,0.12874,xscan,0.038145,0,0.016152,0.013218,0.023007,0.025059,0.037339,,1.0419,0,1.2161,0.81946,0.10458,exponential,0.24675,0.059938,21.237,0.00094541,0.12051,133.52,0.30077,0.46718,2.9344,1.8311e-05,0.35216,0.04882,exponential,7.9365,powerlaw,26.638,0.095982,0.47829,0.090699,8.7229e-06,2.3553e-07,6.9787e-08,2.9441e-08
21,22,22163,231.17,391.13,0.0074506,0.15736,xscan,0.046505,0,0.022904,0.017813,0.027385,0.025659,0.046226,,1.3074,0.68034,1.1053,0,0.44381,powerlaw,3.8291,0.07565,22.999,0.022075,0.11704,74.405,0.002054,0.34736,2.6947,5.0622e-05,0.002054,0.048921,powerlaw,5.6917,powerlaw,35.139,0.084293,0.60283,0.090936,2.7352e-05,1.0665e-06,3.5765e-07,1.6474e-07
22,23,22297,246.78,383.33,0.017479,0.20793,xscan,0.049231,0,0.018526,0.019636,0.024606,0.032276,0.062489,1.2417,,0.33126,0.82225,0,0.36819,powerlaw,5.4002,0.10907,35.177,0.00094541,0.31939,500,0.010799,0.60175,3.2035,1.7405e-05,0.06551,0.059058,powerlaw,6.19,powerlaw,37.659,0.077215,0.65874,0.085221,8.3723e-06,1.7693e-07,4.8272e-08,1.9207e-08
23,24,22284,257.74,366.66,0.017656,0.19263,xscan,0.055186,0.018606,0.02667,0.016538,0.028129,0.029241,0.061427,,1.5702,0.89893,1.3781,0,0.4536,powerlaw,1.5418,0.097673,28.467,0.00022882,0.32671,500,0.0041206,0.41938,2.8388,5.0101e-05,0.0030589,0.059305,powerlaw,7.5864,powerlaw,42.428,0.084186,0.73304,0.080546,2.6195e-05,8.588e-07,2.7165e-07,1.2005e-07
24,25,22228,258.9,359.43,0.0073531,0.16508,xscan,0.049864,0.01596,0.018028,0.022422,0.025724,0.033796,0.049037,,0.74404,0.27492,1.1493,0.26289,0.38766,powerlaw,0.081072,0.081602,24.957,0.00055802,0.286,500,0.044888,0.50074,3.0015,2.511e-05,0.20259,0.057718,powerlaw,6.7113,powerlaw,26.208,0.07891,0.44756,0.080677,1.2649e-05,3.4093e-07,1.0095e-07,4.2572e-08
25,26,21834,254.85,354.83,0.011452,0.14448,xscan,0.053075,0.010341,0,0.024769,0.022198,0.024466,0.045403,0,,0.86515,0.43663,0.70808,0.47004,powerlaw,4.2625,0.071329,23.695,0.0041206,0.099725,57.245,0.0078226,0.30554,2.6111,5.5052e-05,0.0041206,0.05572,powerlaw,19.447,powerlaw,24.778,0.25296,0.34895,0.082055,3.032e-05,1.3075e-06,4.5358e-07,2.1401e-07
26,27,21466,252.66,341.88,0.012309,0.14396,xscan,0.056544,0.015566,0.018966,0.016639,0.024401,0.017978,0.040216,,1.5692,1.3468,0.98445,0.53117,0.43551,powerlaw,1.7326,0.067713,27.698,0.0041206,0.13913,167.92,0.025769,0.4007,2.8014,2.8268e-05,0.025769,0.063874,exponential,4.7753,powerlaw,35.232,0.072029,0.60284,0.081386,1.4906e-05,5.1117e-07,1.6416e-07,7.3326e-08
27,28,21079,251.01,331.08,0.024709,0.19767,xscan,0.056498,0.028958,0.02793,0.025347,0.019195,0.029837,0.059624,,0.56625,0.73947,0.8979,0,0.38597,powerlaw,5.4223,0.095792,27.932,0.00013336,0.1652,114.74,0.0019161,0.3178,2.6356,8.0527e-05,0.00015011,0.061282,powerlaw,7.919,powerlaw,32.273,0.17041,0.50936,0.079779,4.4103e-05,1.8466e-06,6.3425e-07,2.9714e-07
28,29,20971,256.54,307,0.024993,0.28023,xscan,0.05756,0.012938,0.039691,0.012188,0.030789,0.050077,0.085379,0,1.1775,0,0.95375,0.04393,0.31647,powerlaw,0.69584,0.14554,32.339,8.3864e-06,0.44658,500,0.025769,0.50636,3.0127,5.9581e-05,0.0030589,0.065912,powerlaw,23.196,powerlaw,34.869,0.27552,0.62006,0.078601,2.9937e-05,7.9603e-07,2.3465e-07,9.8631e-08
29,30,20245,264.09,282.6,0.036664,0.39535,xscan,0.068347,0.030381,0.032646,0.030604,0.037817,0.067818,0.12225,,1.7567,0,0.74377,0.31088,0.20491,powerlaw,12.757,0.21703,37.14,1.4324e-05,0.59583,500,0.0046039,0.63899,3.278,4.9318e-05,0.0049691,0.080346,powerlaw,25.636,powerlaw,39.789,0.29066,0.75682,0.073511,2.3324e-05,4.5061e-07,1.1928e-07,4.6455e-08
30,31,20454,270.46,254.83,0.02275,0.30922,xscan,0.053617,0.037283,0.020496,0.030965,0.037931,0.053363,0.10146,,0.62242,0.64842,0.82326,0,0.34695,powerlaw,3.3936,0.16935,32.621,0.0034147,0.5022,500,0.0030589,0.58537,3.1707,4.9124e-05,0.15755,0.062444,powerlaw,17.106,powerlaw,38.175,0.19955,0.72151,0.072625,2.3808e-05,5.2337e-07,1.447e-07,5.8119e-08
31,32,20020,264,248.11,0.014424,0.28056,xscan,0.052526,0.020419,0.031424,0.024995,0.033388,0.057177,0.10143,,0.75297,11.032,0.3409,0.37642,0.34402,powerlaw,7.9489,0.17179,35.238,0.010799,0.47707,500,0.00094541,0.67971,3.3594,2.4793e-05,4.8352e-05,0.061795,powerlaw,23.717,powerlaw,33.101,0.27344,0.69571,0.072094,1.1509e-05,2.0159e-07,5.1631e-08,1.9642e-08
32,33,20112,250.83,257.93,0.012832,0.20048,xscan,0.030041,0.022338,0.028088,0.041705,0.048814,0.067605,0.099185,0.78839,0.52127,0.75204,0.84653,0.60917,0.56768,powerlaw,8.7032,0.13706,14.812,1.3725e-05,0.21343,57.663,0.017869,0.41397,2.8279,0.00014993,0.34714,0.037327,powerlaw,11.756,powerlaw,14.642,0.31789,0.38128,0.076087,7.8581e-05,2.6101e-06,8.2924e-07,3.6759e-07
33,34,20184,246.24,248.95,0.021914,0.20032,xscan,0.044151,0.030175,0.032956,0.040984,0.040827,0.053316,0.074965,,0.96221,0.79813,0.88435,0.57342,0.61093,powerlaw,24.068,0.107,10.707,0.00035166,0.13278,21.535,0.037878,0.28704,2.5741,0.0001885,0.36984,0.035558,powerlaw,8.3986,powerlaw,14.905,0.18315,0.38747,0.077699,0.0001047,4.7207e-06,1.6624e-06,7.9274e-07
34,35,19684,261.21,219.38,0.045445,0.3399,xscan,0.062101,0.05566,0.038273,0.037291,0.055254,0.064333,0.11576,,0.53614,0.40431,0.74248,0.28725,0.38302,powerlaw,9.9665,0.16879,20.398,0.00035166,0.24071,55.331,0.00032959,0.31562,2.6312,0.0003012,0.00032959,0.058068,powerlaw,14.706,powerlaw,22.906,0.18376,0.48897,0.071644,0.00016513,6.9502e-06,2.3914e-06,1.1218e-06
35,36,15056,252.35,178.77,0.052051,0.36237,xscan,0.055027,0.045837,0.05587,0.029601,0.053284,0.076201,0.13118,1.4115,0.84443,0,0.8228,0,0.39844,powerlaw,6.3826,0.19433,22.924,8.2212e-06,0.34902,110.61,0.00020856,0.35494,2.7099,0.00029991,0.0029501,0.061963,powerlaw,7.7095,powerlaw,28.057,0.13499,0.58887,0.056782,0.00016149,6.183e-06,2.0607e-06,9.4503e-07
36,37,11776,227.28,158.63,0.063927,0.36587,xscan,0.061599,0.050933,0.07961,0.054127,0.082717,0.1069,0.15582,2.5776,0.92,,0.69033,0.60251,0.64626,powerlaw,9.4675,0.22544,14.896,0.00060557,0.29068,31.992,0.0082394,0.31586,2.6317,0.00064726,0.0072997,0.071603,exponential,7.2407,gaussian,22.663,0.30494,0.5437,0.049283,0.0003548,1.4925e-05,5.1343e-06,2.4081e-06
37,38,6541,229.37,130.59,0.14464,0.46187,xscan,0.07475,0.15386,0.12209,0.10511,0.15083,0.18253,0.2126,,0.54264,10.695,0.71594,0.67528,0.93504,powerlaw,6.1926,0.33846,10.584,0.01704,0.38983,14.03,6.9465e-05,0.22834,2.4567,0.0025078,0.0104,1.9539e-06,powerlaw,10.32,gaussian,14.303,0.27682,0.33596,0.027321,0.0014308,7.4306e-05,2.7442e-05,1.3536e-05
38,39,7202,218.42,87.543,0.12928,0.42451,xscan,0.034444,0.049986,0.12371,0.090085,0.12912,0.13579,0.17959,,0,,0.7863,1.312,0.91484,powerlaw,10.616,0.28215,12.241,0.0013621,0.32674,16.122,0.0014157,0.19959,2.3992,0.0018731,0.0014157,1.5871e-05,exponential,12.908,exponential,20.833,0.27763,0.44089,0.030661,0.0010828,6.0264e-05,2.2782e-05,1.1424e-05
39,40,9348,203.05,117.31,0.071357,0.38546,xscan,0.032441,0.054625,0.095009,0.020173,0.084453,0.12483,0.17256,,0.42981,,0.80612,0.48795,0.63048,powerlaw,5.4074,0.24579,14.449,0.0001208,0.31109,29.489,0.00011733,0.31081,2.6216,0.00079206,0.0024005,0.062936,exponential,9.8018,powerlaw,18.459,0.27299,0.35334,0.042948,0.00043518,1.853e-05,6.4009e-06,3.0109e-06
40,41,11299,176.41,124.96,0.07071,0.33761,xscan,0.047095,0.048073,0.063425,0.026643,0.065375,0.079289,0.14268,2.6254,0.37813,,0.81108,0,0.31394,powerlaw,10.356,0.20423,19.98,1.3725e-05,0.25355,36.209,0.0049691,0.2256,2.4512,0.00062803,0.00040159,1.16e-06,exponential,4.3657,gaussian,29.872,0.18335,0.65729,0.060593,0.00035875,1.8755e-05,6.9418e-06,3.4294e-06
41,42,15381,248.88,95.423,0.05689,0.3298,xscan,0.062742,0.05259,0.05838,0.040447,0.048097,0.091459,0.12566,1.0779,1.2365,0.52469,0.54767,0.43577,0.3246,powerlaw,6.315,0.18909,18.911,0.00020856,0.2613,48.412,0.0030589,0.33394,2.6679,0.0003609,0.0029501,0.06435,powerlaw,3.2695,powerlaw,23.91,0.15007,0.52698,0.058541,0.0001962,7.9018e-06,2.6788e-06,1.2434e-06
42,43,18820,262.46,83.931,0.027417,0.33458,xscan,0.04108,0.026887,0.039351,0.03839,0.049985,0.073937,0.11151,0.53434,1.409,0.30288,0.76823,0.3866,0.28155,powerlaw,5.5683,0.17014,20.539,8.3864e-06,0.53958,357.07,0.0002683,0.4435,2.887,0.00016226,0.00085274,0.050393,powerlaw,8.5402,powerlaw,27.446,0.16867,0.59618,0.068011,8.3906e-05,2.5956e-06,8.0513e-07,3.5089e-07
43,44,13510,216.06,106.56,0.049689,0.35403,xscan,0.040576,0.029973,0.053628,0.033364,0.052093,0.089256,0.14239,0.73242,0.45447,,0.63091,0.25462,0.3405,powerlaw,0.97283,0.21201,23.983,0.00020856,0.73942,500,0.14199,0.46728,2.9346,0.0001983,0.13716,0.066884,powerlaw,6.2468,gaussian,30.036,0.19298,0.7062,0.059281,0.00010143,2.9632e-06,9.0159e-07,3.8759e-07
44,45,18734,240.85,118.14,0.011539,0.26976,xscan,0.048667,0.016685,0.029526,0.032231,0.048909,0.073682,0.11051,0.76574,0.66632,0.86868,0.7224,0.36869,0.32028,powerlaw,12.991,0.16942,23.49,8.2212e-06,0.58315,500,0.063161,0.56017,3.1203,7.8013e-05,0.010799,0.056551,powerlaw,7.6256,powerlaw,25.489,0.18523,0.58211,0.074374,3.8247e-05,8.934e-07,2.521e-07,1.0274e-07
45,46,20923,235.75,122.04,0.020149,0.23496,xscan,0.045666,0.031211,0.027922,0.037725,0.042358,0.047034,0.064217,0.30004,2.6121,0.7067,1.1026,0.52998,0.12374,powerlaw,16.126,0.098317,9.3774,0.00022882,0.12258,20.071,0.0034147,0.27881,2.5576,0.00017162,0.47043,0.040612,exponential,6.4452,powerlaw,16.931,0.13902,0.34795,0.084705,9.5683e-05,4.4006e-06,1.56e-06,7.4746e-07
46,47,20960,233.46,133.74,0.015229,0.29128,xscan,0.045139,0.01562,0.024811,0.025318,0.034588,0.05201,0.094378,0.64672,0.72491,1.8344,0.7554,0.16233,0.36445,powerlaw,17.409,0.15944,32.635,0.0034147,0.46641,500,0.026754,0.61627,3.2325,3.5635e-05,0.0029501,0.054971,powerlaw,12.382,powerlaw,34.259,0.22196,0.68329,0.085523,1.7029e-05,3.475e-07,9.3697e-08,3.6971e-08
47,48,21127,237.85,139.23,0.0042583,0.10563,xscan,0.044533,0.017402,0.025674,0.018632,0.029603,0.025613,0.029668,,0.57865,0.62201,1.298,0.85978,0,powerlaw,11.062,0.056572,6.1223,8.9112e-06,0.063364,7.4065,0.0034147,0.12045,2.2409,0.0001074,0.14199,4.2265e-06,gaussian,7.9228,exponential,11.296,0.14315,0.22719,0.08446,6.4373e-05,4.3349e-06,1.7473e-06,9.1707e-07
48,49,21095,238.32,147.86,0.017252,0.2438,xscan,0.047903,0.0034033,0.021058,0.029141,0.037251,0.04575,0.074425,,4.4982,0.91544,0.78091,0.57851,0.3081,powerlaw,1.863,0.11565,22.477,0.0030589,0.38264,409.71,0.029966,0.45896,2.9179,6.7538e-05,0.03631,0.055936,powerlaw,7.7855,powerlaw,30.899,0.12766,0.62277,0.084421,3.4679e-05,1.0336e-06,3.1661e-07,1.3676e-07
49,50,21051,247.45,141.6,0.019559,0.36785,xscan,0.054337,0,0.026294,0.028522,0.036245,0.064753,0.1144,2.4492,0.88392,0.87046,0.53637,0.39325,0.27922,powerlaw,24.429,0.20589,37.66,0.00020856,0.54067,500,0.0034147,0.69698,3.394,2.8698e-05,0.0030589,0.063793,powerlaw,16.424,powerlaw,42.404,0.24651,0.80418,0.080867,1.3217e-05,2.2208e-07,5.6087e-08,2.1126e-08
50,51,20210,250.42,138.19,0.013957,0.27825,xscan,0.054613,0.016243,0.035293,0.038808,0.051794,0.079291,0.10847,,1.5462,1.1143,1.1012,0.93167,0.74675,powerlaw,0.71377,0.16282,18.532,4.4699e-05,0.4227,219.43,0.71018,0.47103,2.9421,0.00014019,0.63156,0.054312,powerlaw,14.34,powerlaw,24.055,0.33425,0.5394,0.076754,7.1586e-05,2.0725e-06,6.2866e-07,2.6967e-07
51,52,13923,238.4,125.44,0.062462,0.3792,xscan,0.079394,0.04041,0.058367,0.040916,0.063648,0.10268,0.14885,,,0,0.96409,0.7103,0.54433,powerlaw,1.7491,0.22761,22.328,0.0082394,0.53666,198.52,0.2568,0.43102,2.862,0.00030273,0.0070146,0.093943,powerlaw,11.266,gaussian,29.985,0.21608,0.67056,0.054899,0.00015744,5.0191e-06,1.5727e-06,6.9035e-07
52,53,18083,295.85,61.005,0.053415,0.31832,xscan,0.06288,0,0.061555,0.031262,0.036425,0.054684,0.10997,0,1.2748,0,0.63185,0.32569,0.33303,powerlaw,1.7782,0.1745,27.847,0.0030589,0.44416,275.99,0.026754,0.35651,2.713,0.00021791,0.0034147,0.088506,gaussian,83.809,powerlaw,19.622,0.96948,0.39041,0.058468,0.00011725,4.4724e-06,1.4887e-06,6.8209e-07
