s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
36,37,22049,207.65,1541.6,0.009898,0.11324,xscan,0.026677,0,0.019088,0.019246,0.026351,0.034296,0.041899,,1.8401,0.71461,1.1841,0.6678,0.57768,powerlaw,2.3973,0.06764,15.356,0.00012586,0.085211,30.803,0.97102,0.33297,2.6659,5.318e-05,0.35744,0.048067,exponential,10.523,powerlaw,18.658,0.25081,0.39529,0.097854,2.8924e-05,1.1676e-06,3.9615e-07,1.8398e-07
37,38,22037,225.03,1529.9,0.019044,0.35523,xscan,0.035563,0.031202,0.022147,0.029496,0.03779,0.067106,0.115,1.1034,,0.46152,0.53851,0.28724,0.29724,powerlaw,2.5008,0.18332,29.553,4.9732e-06,0.56422,500,0.00055802,0.54687,3.0937,7.8037e-05,2.6672e-05,0.054141,powerlaw,22.786,powerlaw,33.813,0.22404,0.70064,0.091105,3.8492e-05,9.2836e-07,2.6481e-07,1.0874e-07
38,39,19660,201.33,1509.3,0.033761,0.65439,xscan,0.04519,0.028928,0.0353,0.044007,0.06343,0.11918,0.21473,0,1.1811,0.66883,0.4885,0.15804,0.27536,powerlaw,21.353,0.35297,34.541,8.2212e-06,0.91154,500,0.0030589,0.69056,3.3811,9.4512e-05,8.3864e-06,0.064089,powerlaw,29.16,powerlaw,38.168,0.37397,0.8036,0.091675,4.3656e-05,7.4495e-07,1.8912e-07,7.15e-08
39,40,19366,222.91,1492.9,0.040503,0.64543,xscan,0.042058,0.033591,0.039635,0.044378,0.062841,0.11496,0.20898,,0.4958,0.80611,0.48029,0.20017,0.29043,powerlaw,17.936,0.35383,35.95,0.0019161,0.89471,500,0.019055,0.6857,3.3714,9.3266e-05,0.002054,0.066938,powerlaw,32.931,powerlaw,39.282,0.48808,0.78368,0.081346,4.3176e-05,7.4543e-07,1.8999e-07,7.2029e-08
40,41,21456,218.1,1458.7,0.045573,0.60243,xscan,0.050176,0.049609,0.042442,0.04335,0.06705,0.1234,0.21644,0,1.0912,0.049307,0.41141,0.27995,0.2994,powerlaw,13.934,0.33013,29.658,0.00013336,0.96526,500,2.8007e-05,0.62228,3.2446,0.00015681,0.00055802,0.0727,powerlaw,34.242,powerlaw,29.218,0.53578,0.69786,0.090559,7.4729e-05,1.5031e-06,4.0332e-07,1.5859e-07
41,42,21818,222.24,1441.1,0.014113,0.21703,xscan,0.038278,0,0.022918,0.019952,0.026067,0.041281,0.072098,,1.0148,0.3017,0.46176,0.43373,0.3017,powerlaw,0.50507,0.11221,28.417,0.0001804,0.36759,500,4.5037e-05,0.50102,3.002,4.1534e-05,6.2906e-06,0.056113,powerlaw,23.843,powerlaw,32.072,0.34619,0.6592,0.091293,2.0921e-05,5.6347e-07,1.6682e-07,7.0334e-08
42,43,21757,251.68,1441.2,0.010754,0.17431,xscan,0.029373,0,0.014631,0.018742,0.026382,0.044749,0.073594,0,,1.2963,0.95068,0.57946,0.39651,powerlaw,21.992,0.12223,32.559,2.6672e-05,0.36434,500,0.044888,0.63651,3.273,1.8681e-05,0.019768,0.056324,powerlaw,20.959,powerlaw,38.04,0.42369,0.73257,0.079945,8.8448e-06,1.7191e-07,4.5598e-08,1.7784e-08
43,44,21828,286.05,1442.8,0.024193,0.45986,xscan,0.029078,0.02119,0.03015,0.025585,0.04542,0.087598,0.14638,1.2344,0.81191,0.086306,0.44647,0.31641,0.32623,powerlaw,14.313,0.24441,34.164,0.0001804,0.65371,500,0.0019161,0.69272,3.3854,4.6144e-05,0.019055,0.057336,powerlaw,30.845,powerlaw,36.658,0.50974,0.76102,0.069959,2.1293e-05,3.6147e-07,9.1606e-08,3.459e-08
44,45,21738,229.67,1466.3,0.029633,0.49326,xscan,0.040752,0.019591,0.034327,0.032543,0.051608,0.092386,0.16774,1.6045,1.0106,0.38885,0.35009,0.27606,0.29168,powerlaw,19.304,0.26711,32.572,4.9732e-06,0.73074,500,0.0019161,0.65237,3.3047,7.5636e-05,0.00012586,0.055163,powerlaw,31.973,powerlaw,33.156,0.46091,0.74363,0.087573,3.5552e-05,6.651e-07,1.7416e-07,6.7306e-08
45,46,21773,196.93,1489,0.024571,0.28515,xscan,0.033419,0.023321,0.025579,0.023752,0.02967,0.056043,0.097297,,0,0.5116,0.59105,0.27338,0.27273,powerlaw,6.1164,0.1564,31.479,5.1639e-06,0.47038,500,0.00013336,0.58215,3.1643,4.4114e-05,0.00013336,0.056524,powerlaw,1.061,powerlaw,34.643,0.1062,0.71885,0.10308,2.1411e-05,4.7435e-07,1.3149e-07,5.2911e-08
46,47,21840,241.61,1506.9,0.01527,0.3137,xscan,0.035263,0.014214,0.020525,0.022707,0.032688,0.057501,0.10234,,0.64117,0.64301,0.38964,0.40523,0.2883,powerlaw,19.364,0.16868,34.295,0.00013336,0.47141,500,0.002054,0.66091,3.3218,2.7868e-05,0.002054,0.054413,powerlaw,27.911,powerlaw,40.608,0.4484,0.79336,0.082826,1.3048e-05,2.3913e-07,6.2187e-08,2.3915e-08
47,48,22214,203.24,1507.4,0.011439,0.3475,xscan,0.038801,0,0.026414,0.023267,0.036528,0.066537,0.11461,,0.64987,0.72131,0.56937,0.26787,0.30548,powerlaw,14.798,0.19297,35.202,0.10814,0.52055,500,0.20117,0.70472,3.4094,2.5854e-05,0.048207,0.057359,powerlaw,26.997,powerlaw,38.437,0.38821,0.77435,0.10028,1.1865e-05,1.9568e-07,4.9111e-08,1.8417e-08
48,49,22673,258.84,1504.1,0.016462,0.37444,xscan,0.031243,0.017295,0.024294,0.023099,0.036668,0.070043,0.12079,0.99532,0,0.80771,0.41323,0.29489,0.31887,powerlaw,12.619,0.20801,36.831,0.017719,0.53372,500,0.002054,0.73563,3.4713,2.2351e-05,0.044888,0.053813,powerlaw,36.419,powerlaw,38.012,0.57556,0.79613,0.079649,1.0114e-05,1.5484e-07,3.7898e-08,1.3961e-08
49,50,22150,226.84,1492.8,0.02622,0.58893,xscan,0.037249,0.023268,0.032938,0.035228,0.056534,0.10845,0.19775,0,1.2996,0.5217,0.44291,0.23358,0.27077,powerlaw,21.245,0.33748,37.792,8.3864e-06,0.79683,500,1.3763e-06,0.74794,3.4959,5.0209e-05,8.3864e-06,0.054123,powerlaw,35.363,powerlaw,41.203,0.55128,0.83573,0.089777,2.2592e-05,3.3576e-07,8.1364e-08,2.9762e-08
50,51,19598,191.81,1476.5,0.032604,0.6228,xscan,0.02975,0.027005,0.034732,0.038792,0.062186,0.11939,0.20746,0,0.87576,0.87463,0.4354,0.22345,0.2738,powerlaw,17.612,0.35038,35.33,5.1639e-06,0.8704,500,0.00013336,0.71132,3.4226,7.7378e-05,0.0023659,0.057399,powerlaw,32.755,powerlaw,39.565,0.53898,0.8109,0.096467,3.5404e-05,5.7469e-07,1.4346e-07,5.3594e-08
51,52,22421,263.05,1471.9,0.017096,0.4779,xscan,0.032678,0.024089,0.027716,0.027759,0.047097,0.091209,0.16321,0.92405,0.65483,0.66564,0.39215,0.28152,0.28253,powerlaw,17.566,0.27137,36.144,0.00012586,0.67285,500,0.0061967,0.74374,3.4875,3.6031e-05,0.00055802,0.051967,powerlaw,30.327,powerlaw,37.907,0.47371,0.79061,0.077667,1.6244e-05,2.4387e-07,5.9298e-08,2.1743e-08
52,53,22687,211.07,1467.3,0.012713,0.27519,xscan,0.032914,0.026824,0.014202,0.020897,0.031737,0.052171,0.097513,0,,0.57227,0.52607,0.22731,0.2881,powerlaw,10.275,0.15782,34.46,0.0029433,0.44028,500,0.017719,0.6769,3.3538,2.179e-05,0.0066599,0.053105,powerlaw,30.492,powerlaw,35.369,0.4213,0.74375,0.099648,1.0128e-05,1.7861e-07,4.5848e-08,1.747e-08
53,54,22447,232.74,1472.8,0.0076965,0.15939,xscan,0.033149,0.018379,0.015326,0.016909,0.02294,0.035052,0.0569,1.6139,1.1919,0.85982,0.57639,0.3859,0.39872,powerlaw,0.22871,0.08696,25.985,0.0039864,0.29885,500,0.069293,0.47787,2.9557,3.0994e-05,0.037642,0.051474,powerlaw,19.169,powerlaw,28.834,0.18205,0.614,0.089225,1.5778e-05,4.4931e-07,1.3554e-07,5.7913e-08
54,55,22498,202.66,1473.4,0.0074709,0.15364,xscan,0.03067,0.020966,0.014836,0.019302,0.022765,0.036359,0.062407,,0,0.89476,0.64576,0.41711,0.38212,powerlaw,10.375,0.097557,29.287,0.00012586,0.31282,500,0.0006368,0.57589,3.1518,1.9741e-05,0.048207,0.053556,powerlaw,26.046,powerlaw,30.513,0.44875,0.64653,0.10368,9.6089e-06,2.1611e-07,6.0211e-08,2.4316e-08
55,56,22369,211.09,1478.3,0.013808,0.31697,xscan,0.0331,0.024063,0.023359,0.02111,0.035133,0.065766,0.10799,0.59729,0.97875,0.04321,0.55729,0.21275,0.35772,powerlaw,24.957,0.17726,32.796,0.00012586,0.50116,500,0.0061967,0.68261,3.3652,2.787e-05,0.019055,0.054507,powerlaw,32.611,powerlaw,32.754,0.49837,0.69759,0.097865,1.292e-05,2.2473e-07,5.7423e-08,2.1809e-08
56,57,22566,270.11,1466,0.014207,0.23932,xscan,0.03197,0.016966,0.017462,0.020677,0.02802,0.049201,0.085555,0,1.1771,0.23384,0.42117,0.33386,0.33302,powerlaw,7.1289,0.14417,35.671,0.044888,0.39742,500,0.044888,0.71022,3.4204,1.3791e-05,0.28439,0.056061,powerlaw,43.542,powerlaw,34.125,0.69997,0.71446,0.077325,6.3132e-06,1.0275e-07,2.5672e-08,9.5965e-09
57,58,21706,231.67,1456.9,0.009118,0.0992,xscan,0.026125,0.026948,0.0098207,0.024866,0.028168,0.028206,0.029421,1.803,,0.84333,0.76541,1.2063,0.41745,powerlaw,15.161,0.057255,6.7981,0.0019161,0.064224,8.5888,0.002054,0.11983,2.2397,0.00010635,0.36363,1.4761e-05,powerlaw,6.4009,exponential,9.3037,0.099507,0.23437,0.08603,6.3758e-05,4.3e-06,1.7341e-06,9.1047e-07
58,59,22094,292.97,1433.7,0.033323,0.19291,xscan,0.039108,0.030632,0.042509,0.033468,0.041514,0.038157,0.057292,1.2292,3.0009,0,0.99197,0.37125,0.32572,powerlaw,25.695,0.088667,4.1096,0.00012586,0.10359,7.9813,0.017719,0.15918,2.3184,0.0002517,0.10101,2.9166e-06,powerlaw,1.653,powerlaw,9.2441,0.10797,0.26707,0.068342,0.00014821,9.092e-06,3.5515e-06,1.8229e-06
59,60,18654,217.62,1407.1,0.028748,0.38317,xscan,0.013041,0.037541,0.056491,0.048262,0.059543,0.078887,0.13356,,0.76209,0.79397,0.70148,0.49497,0.36187,powerlaw,5.726,0.18922,17.725,2.8007e-05,0.26118,45.685,0.00055802,0.34524,2.6905,0.0003581,0.00055802,0.070786,powerlaw,11.719,powerlaw,20.104,0.15596,0.44299,0.079762,0.00019368,7.5906e-06,2.5498e-06,1.1759e-06
60,61,16716,195.5,1459.2,0.030006,0.59466,xscan,0,0.034738,0.057724,0.059741,0.067464,0.11974,0.20088,0,1.4927,0.54943,0.66724,0.36912,0.29094,powerlaw,1.0627,0.29023,22.958,5.1639e-06,1.0082,500,0.0019161,0.48141,2.9628,0.00034355,0.0019161,0.065506,powerlaw,7.9104,powerlaw,28.995,0.19351,0.63173,0.080271,0.0001746,4.93e-06,1.4829e-06,6.3234e-07
61,62,22068,234.78,1457.7,0.020756,0.41444,xscan,0.032564,0.031715,0.026808,0.039738,0.056795,0.0853,0.14194,1.3648,0.055948,0.72318,0.61354,0.48797,0.31921,powerlaw,9.7175,0.20461,22.945,5.1639e-06,0.70122,500,0.019055,0.54571,3.0914,0.00012328,0.0029433,0.053668,powerlaw,12.179,powerlaw,26.678,0.28051,0.64439,0.086954,6.084e-05,1.4715e-06,4.2013e-07,1.7264e-07
62,63,22881,244.65,1475.3,0.016718,0.22194,xscan,0.022861,0.030317,0.022091,0.035117,0.038737,0.049275,0.087948,1.5055,0.66787,0.72469,0.68853,0.35305,0.28378,powerlaw,3.2429,0.12438,19.788,0.00052302,0.24389,121.81,0.0006368,0.43633,2.8727,9.4306e-05,0.0006368,0.051053,powerlaw,4.0741,powerlaw,21.839,0.14129,0.49186,0.086068,4.8927e-05,1.5399e-06,4.8044e-07,2.1025e-07
63,64,23181,210.15,1478.7,0.010224,0.21029,xscan,0.024128,0.01952,0.025121,0.031254,0.034709,0.046664,0.080078,0.89832,1.1784,0.78874,0.55569,0.40708,0.306,powerlaw,7.4597,0.11469,19.578,4.9732e-06,0.22126,116.11,0.027651,0.42182,2.8436,8.6403e-05,0.019055,0.045104,powerlaw,4.7698,powerlaw,23.311,0.14115,0.51277,0.10141,4.5124e-05,1.4707e-06,4.6429e-07,2.0488e-07
64,65,23412,201.38,1465.1,0.01134,0.21027,xscan,0.021235,0.020456,0.020375,0.021965,0.025999,0.042943,0.076575,1.2584,0.81117,0.78169,0.67384,0.37696,0.23099,powerlaw,1.0323,0.11788,28.95,0.00012586,0.37821,500,0.00015011,0.52144,3.0429,3.9573e-05,0.00015011,0.04989,powerlaw,10.404,powerlaw,34.45,0.1469,0.67533,0.10802,1.9748e-05,5.0636e-07,1.4745e-07,6.1441e-08
65,66,22740,205.89,1464.4,0.0093384,0.26344,xscan,0.027117,0.013562,0.023814,0.03253,0.037444,0.051917,0.086179,1.2779,0.74846,0.85421,0.60588,0.45049,0.28971,powerlaw,1.3591,0.12462,20.478,0.002054,0.279,168.66,0.0029433,0.42289,2.8458,9.7261e-05,0.0001804,0.044717,powerlaw,6.2084,powerlaw,25.572,0.14355,0.55219,0.10253,5.077e-05,1.6505e-06,5.2058e-07,2.2958e-07
66,67,22498,208.59,1465.8,0.013905,0.27525,xscan,0.023332,0.021013,0.02816,0.032312,0.037613,0.056113,0.091478,0.50044,0.95128,0.85766,0.72771,0.39538,0.29762,powerlaw,3.2842,0.13488,21.139,0.00013336,0.31272,186.48,0.0039864,0.41555,2.8311,0.00011471,0.0023659,0.045114,powerlaw,6.4462,powerlaw,26.153,0.16543,0.56034,0.099394,6.0077e-05,1.9879e-06,6.3075e-07,2.7934e-07
67,68,22157,216.04,1454.9,0.012613,0.15633,xscan,0.02906,0.015133,0.017517,0.028483,0.030322,0.035012,0.054153,,0.79013,0.70339,0.73671,0.38575,0.44628,powerlaw,11.478,0.08202,17.422,0.0019161,0.114,45.657,0.0019161,0.36749,2.735,6.3171e-05,0.022075,0.050859,powerlaw,6.7302,powerlaw,22.248,0.096663,0.48844,0.09323,3.382e-05,1.2564e-06,4.1449e-07,1.8872e-07
68,69,21901,219.48,1445,0.019598,0.36906,xscan,0.034255,0.008217,0.034364,0.041085,0.065031,0.10965,0.17861,1.534,0.82356,0.53354,0.77827,0.73195,0.79927,powerlaw,34.067,0.27627,27.933,0.00013336,0.81786,500,5.5775e-06,0.65312,3.3062,9.642e-05,0.002054,0.058123,powerlaw,29.653,powerlaw,26.133,0.66403,0.67751,0.092129,4.5306e-05,8.4605e-07,2.2141e-07,8.5531e-08
69,70,22175,192.85,1465.8,0.014372,0.13854,xscan,0.033299,0.021225,0.022088,0.02328,0.022479,0.029341,0.040899,,2.3396,0,0.99022,0.12311,0.48062,powerlaw,28.562,0.06229,9.827,0.00015011,0.071309,12.483,0.00012586,0.10545,2.2109,0.00012684,5.1639e-06,0.010431,gaussian,1.5417,powerlaw,19.693,0.074873,0.39139,0.10597,7.6542e-05,5.344e-06,2.1805e-06,1.1543e-06
70,71,22523,249.99,1459.5,0.019744,0.082358,xscan,0.029275,0.019728,0.02171,0.01928,0.018008,0.018038,0.021446,0.89236,1.7217,0,1.0461,0,0.49399,powerlaw,4.7745,0.044899,2.1763,0.00013336,0.050624,2.491,0.017719,0.075485,2.151,7.8525e-05,0.044888,6.6093e-06,powerlaw,3.9397,exponential,6.5684,0.054806,0.17806,0.082461,4.8041e-05,3.6051e-06,1.5071e-06,8.1173e-07
71,72,22424,207.4,1438.2,0.01561,0.28752,xscan,0.031326,0,0.026586,0.026058,0.029474,0.055109,0.094901,,1.0101,0.62664,0.39085,0.24456,0.32969,powerlaw,25.065,0.15923,33.617,0.00012586,0.45135,500,0.019055,0.65193,3.3039,2.7054e-05,0.10814,0.052403,powerlaw,29.866,powerlaw,35.595,0.41778,0.74203,0.099019,1.2719e-05,2.382e-07,6.2396e-08,2.412e-08
72,73,22096,202.1,1439,0.011967,0.28268,xscan,0.022628,0.017867,0.018393,0.025704,0.034372,0.056666,0.095148,12.404,0.43263,0.79633,0.48733,0.32361,0.34773,powerlaw,24.007,0.15273,29.888,5.1639e-06,0.46295,500,0.00052302,0.61606,3.2321,3.5765e-05,0.0006368,0.049574,powerlaw,22.314,powerlaw,32.196,0.24539,0.69851,0.10025,1.7092e-05,3.4897e-07,9.4111e-08,3.7138e-08
73,74,22170,188.94,1442.3,0.011305,0.10485,xscan,0.025602,0.018768,0.021328,0.023623,0.02211,0.015043,0.033444,0,1.5173,0.59621,0.90487,0.2165,0.3775,powerlaw,11.121,0.048767,5.5743,0.00012586,0.057278,11.221,0.0019161,0.17637,2.3527,6.7372e-05,0.00052302,0.041865,exponential,4.4229,powerlaw,7.8915,0.06583,0.19173,0.10765,3.9361e-05,2.3167e-06,8.9242e-07,4.5354e-07
74,75,22369,202.39,1422.1,0.014738,0.17135,xscan,0.032053,0,0.024308,0.026682,0.030773,0.027737,0.056408,,1.3648,0.44396,0.84655,0.063809,0.33726,powerlaw,5.5428,0.085031,22.021,0.00022882,0.14137,86.79,0.00020856,0.40281,2.8056,5.0372e-05,0.0092876,0.052104,powerlaw,9.2081,powerlaw,23.963,0.24147,0.48137,0.1022,2.6536e-05,9.0541e-07,2.9027e-07,1.295e-07
75,76,21974,197.96,1422,0.010954,0.30073,xscan,0.034098,0.016522,0.020903,0.025085,0.036906,0.053828,0.10153,0,0.69064,0.62895,0.59421,0.17926,0.3312,powerlaw,31.503,0.16664,33.9,0.0030589,0.4672,500,0.0096417,0.66668,3.3334,2.6523e-05,0.017303,0.051951,powerlaw,19.542,powerlaw,36.929,0.3133,0.73818,0.10262,1.2386e-05,2.2386e-07,5.7943e-08,2.2209e-08
76,77,22218,215.25,1417.4,0.0056131,0.15615,xscan,0.031259,0,0.016942,0.024133,0.02889,0.030146,0.053601,,1.3484,0.74624,1.0215,0.56914,0.45119,powerlaw,1.7932,0.081199,21.795,0.0008243,0.14288,99.178,0.00085274,0.42318,2.8464,4.1691e-05,0.0092876,0.051778,powerlaw,8.6521,powerlaw,27.424,0.19573,0.51824,0.093851,2.176e-05,7.0689e-07,2.2291e-07,9.829e-08
77,78,22122,204.79,1418.6,0.0085604,0.16855,xscan,0.032418,0,0.021804,0.021974,0.025371,0.032631,0.056585,,0.22547,1.1361,0.93473,0.19796,0.39755,powerlaw,2.5566,0.087787,23.704,0.0006368,0.16075,116.48,0.0077097,0.39404,2.7881,5.2676e-05,0.0096564,0.051326,powerlaw,8.2147,powerlaw,30.338,0.24495,0.54814,0.099803,2.7862e-05,9.7093e-07,3.1349e-07,1.4057e-07
78,79,21868,193.58,1412.6,0.015397,0.13292,xscan,0.033048,0,0.016309,0.025348,0.027983,0.024627,0.045738,,1.4963,0.44402,1.1798,0.39999,0.27355,powerlaw,5.1316,0.066653,14.593,0.002054,0.083572,28.288,0.022075,0.29954,2.5991,6.2061e-05,0.10101,0.053389,gaussian,7.4464,powerlaw,20.349,0.1556,0.39348,0.10558,3.4274e-05,1.4995e-06,5.2273e-07,2.4749e-07
79,80,21864,225.01,1417.9,0.019868,0.35884,xscan,0.032272,0.016615,0.023975,0.031185,0.040281,0.07209,0.12223,,0.49612,0.67494,0.56591,0.4033,0.35819,powerlaw,30.748,0.20277,32.844,0.00012586,0.56677,500,0.00055802,0.68042,3.3608,3.6759e-05,0.0023659,0.056883,powerlaw,21.774,powerlaw,36.567,0.37917,0.76242,0.088641,1.7058e-05,2.9827e-07,7.6348e-08,2.9033e-08
80,81,22030,226.93,1396.3,0.025736,0.3758,xscan,0.036468,0.02584,0.032379,0.028263,0.041985,0.069729,0.1283,0.82865,1.4397,0,0.62412,0.33636,0.4216,powerlaw,23.186,0.20902,33.332,0.0034147,0.58605,500,0.0096417,0.65958,3.3192,4.4337e-05,0.026754,0.058865,powerlaw,29.704,powerlaw,34.245,0.45249,0.7135,0.089004,2.0772e-05,3.819e-07,9.9421e-08,3.8264e-08
81,82,21986,221.42,1385.2,0.026152,0.37881,xscan,0.034195,0.022524,0.032778,0.027558,0.043893,0.072863,0.13055,1.0683,0.77595,0.47319,0.69016,0.061264,0.33834,powerlaw,6.3174,0.20102,29.657,0.00012586,0.60861,500,0.0006368,0.57896,3.1579,7.7055e-05,0.00012586,0.055219,powerlaw,24.312,powerlaw,33.179,0.33517,0.7181,0.091938,3.7454e-05,8.3617e-07,2.3239e-07,9.3685e-08
82,83,21909,222.28,1406.9,0.019546,0.29645,xscan,0.033474,0.019344,0.022803,0.025136,0.034113,0.055163,0.098949,1.5715,1.307,0.58976,0.61867,0.27645,0.36351,powerlaw,26.068,0.16596,33.955,0.0030589,0.47117,500,0.00085274,0.65083,3.3017,2.9406e-05,0.07314,0.056521,powerlaw,25.141,powerlaw,33.317,0.29689,0.68612,0.090938,1.3832e-05,2.5973e-07,6.8097e-08,2.634e-08
83,84,22021,203.46,1412.3,0.0069972,0.14381,xscan,0.019389,0,0.018049,0.022438,0.027149,0.032952,0.056699,,0.56131,1.2116,0.73211,0.48729,0.46832,powerlaw,2.2686,0.084951,22.301,0.0019161,0.16534,129.14,0.0029433,0.41737,2.8347,4.5419e-05,0.027651,0.046566,exponential,19.152,powerlaw,25.905,0.40139,0.54443,0.098986,2.3769e-05,7.8303e-07,2.4809e-07,1.0976e-07
84,85,22093,192.92,1412.5,0.0066778,0.14789,xscan,0.013974,0,0.0099382,0.024693,0.026739,0.034099,0.053806,0,,0.71399,1.0564,0.28578,0.44704,powerlaw,3.0642,0.081422,20.142,0.002054,0.13474,81.277,0.0039864,0.40323,2.8065,4.7965e-05,0.019055,0.04584,powerlaw,8.7834,powerlaw,24.82,0.24428,0.51812,0.10391,2.5264e-05,8.6109e-07,2.7597e-07,1.2309e-07
85,86,22136,260.68,1410.6,0.0079915,0.20562,xscan,0.02608,0.017927,0.017015,0.024361,0.03226,0.047841,0.082926,0,,0.72819,0.67173,0.42083,0.35872,powerlaw,8.8193,0.12708,26.883,0.00020231,0.4174,500,0.0029501,0.55781,3.1156,3.9871e-05,0.025769,0.049192,powerlaw,16.886,powerlaw,29.098,0.35583,0.64382,0.076517,1.9569e-05,4.5969e-07,1.2997e-07,5.3036e-08
86,87,22064,221.53,1407.1,0.014514,0.31247,xscan,0.040448,0,0.024236,0.024134,0.038507,0.062536,0.1124,,0.66603,0.74828,0.53308,0.27616,0.31017,powerlaw,22.234,0.18216,33.293,0.00055802,0.51141,500,0.05567,0.68282,3.3656,2.889e-05,0.12401,0.056382,powerlaw,23.895,powerlaw,33.465,0.3499,0.71688,0.091291,1.3392e-05,2.3282e-07,5.9478e-08,2.2587e-08
87,88,22047,244.11,1385.1,0.031691,0.3338,xscan,0.037447,0.02212,0.032348,0.031464,0.037894,0.065412,0.12168,1.843,1.339,0.38667,0.68629,0.23569,0.3227,powerlaw,1.1672,0.18753,30.161,5.1639e-06,0.5783,500,5.1639e-06,0.52009,3.0402,9.3749e-05,5.1639e-06,0.059654,powerlaw,26.887,powerlaw,32.525,0.35988,0.68345,0.082996,4.6811e-05,1.2042e-06,3.5104e-07,1.4639e-07
88,89,22085,224.73,1365.6,0.014679,0.2778,xscan,0.030989,0.026342,0.021404,0.024329,0.031499,0.053634,0.092458,0.37102,0.72413,0.76602,0.76214,0.24394,0.33256,powerlaw,14.364,0.1541,33.003,0.0066599,0.44543,500,0.24495,0.65367,3.3073,2.5764e-05,0.29597,0.056456,powerlaw,20.192,powerlaw,34.009,0.30733,0.69976,0.090904,1.2103e-05,2.2571e-07,5.9042e-08,2.28e-08
89,90,22016,252.69,1368.6,0.02304,0.49015,xscan,0.033214,0.019185,0.028743,0.03308,0.052383,0.096178,0.16545,0.10396,0.64802,0.75187,0.5278,0.32757,0.33549,powerlaw,26.491,0.27104,33.875,0.00012586,0.70827,500,0.00055802,0.72422,3.4484,4.5482e-05,0.002054,0.056421,powerlaw,25.91,powerlaw,37.827,0.51241,0.79746,0.081112,2.0688e-05,3.2554e-07,8.0419e-08,2.9821e-08
90,91,21923,225.6,1354.9,0.020053,0.42892,xscan,0.03464,0.023766,0.01894,0.035479,0.049653,0.082,0.14701,,0,0.78852,0.57844,0.39435,0.37916,powerlaw,24.624,0.24164,34.408,0.00052302,0.6409,500,4.5037e-05,0.72473,3.4495,3.5693e-05,0.10101,0.06077,powerlaw,25.892,powerlaw,36.415,0.46528,0.77026,0.090074,1.6231e-05,2.551e-07,6.2993e-08,2.3352e-08
91,92,22041,226.38,1356.4,0.0064299,0.12434,xscan,0.02608,0.024612,0.01762,0.021931,0.024634,0.027391,0.04235,0,0.84631,1.2682,0.89144,0.60961,0.53584,powerlaw,13.01,0.064274,13.277,0.00013336,0.078169,22.959,4.5037e-05,0.25053,2.5011,7.327e-05,0.0061967,0.040034,exponential,11.387,powerlaw,23.606,0.25432,0.41059,0.089914,4.1381e-05,2.0373e-06,7.3898e-07,3.5988e-07
92,93,21996,215.93,1355.2,0.0030158,0.081723,xscan,0.030752,0,0.016596,0.024463,0.022063,0.020979,0.024651,0,,1.0617,0.70745,0.70255,0.66944,powerlaw,11.279,0.047556,4.9872,0.0023659,0.053311,6.6544,0.017719,0.097098,2.1942,8.1408e-05,0.20259,1.3864e-05,exponential,5.835,powerlaw,9.9842,0.075792,0.19924,0.094665,4.9315e-05,3.513e-06,1.4431e-06,7.6765e-07
93,94,21797,237.1,1356.2,0.006581,0.084494,xscan,0.036001,0.021938,0.015761,0.022808,0.022623,0.017903,0.026884,0,0,1.4068,1.1875,1.0218,0.40333,powerlaw,0.64689,0.045365,7.4939,0.0077097,0.052059,11.902,0.0077097,0.19344,2.3869,5.1354e-05,0.017719,0.049523,exponential,8.4007,powerlaw,7.8912,0.21103,0.14886,0.085322,2.977e-05,1.6816e-06,6.3888e-07,3.2152e-07
94,95,21727,227,1361.3,0.0037167,0.10475,xscan,0.035877,0.025083,0,0.020512,0.018042,0.02306,0.031391,0.81643,,0.71037,1.098,0.48613,0.65769,powerlaw,6.2781,0.0492,15.586,0.048207,0.059541,25.27,0.24495,0.27126,2.5425,3.7886e-05,0.24495,0.053116,powerlaw,7.7673,powerlaw,17.653,0.10636,0.23282,0.086405,2.1195e-05,9.9268e-07,3.5407e-07,1.7039e-07
95,96,16172,272.36,1363.1,0.0052677,0.091214,xscan,0.03167,0,0.0222,0.019937,0.024193,0.021642,0.033943,,1.0527,0.39622,0.91419,0.5841,0.41907,powerlaw,11.362,0.052358,12.422,0.00022882,0.061426,18.625,0.14199,0.23767,2.4753,5.2956e-05,0.69047,0.0463,powerlaw,5.1372,powerlaw,12.76,0.077898,0.16917,0.052007,3.0084e-05,1.5277e-06,5.5995e-07,2.7471e-07
