s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
10,11,22160,154.19,1557.3,0.024616,0.11464,xscan,0.019458,0.018933,0.031323,0.024912,0.019864,0.022916,0.040799,,1.3281,0,0.64279,1.0961,0.41077,powerlaw,22.696,0.058129,3.9871,0.0019161,0.068257,8.7791,0.0019161,0.11697,2.2339,0.00012156,0.002054,0.00015766,powerlaw,1.4861,powerlaw,7.1387,0.069073,0.23727,0.12999,7.2976e-05,4.9556e-06,2.0032e-06,1.0535e-06
11,12,22283,190.21,1577.8,0.015039,0.10311,xscan,0.024531,0.021941,0.022697,0.025628,0.027323,0.016849,0.028783,,1.7879,0.49113,0.84719,,0.52572,powerlaw,7.3363,0.051755,4.9363,0.0096417,0.058556,7.535,0.025111,0.12229,2.2446,9.0596e-05,0.088053,0.026815,exponential,8.5775,powerlaw,5.589,0.17805,0.15038,0.10601,5.4253e-05,3.6373e-06,1.464e-06,7.6754e-07
12,13,23023,188.2,1590.8,0.0088498,0.07275,xscan,0.027417,0.0034743,0.015062,0.021045,0.022515,0.021646,0.022565,0,0.88631,0.72516,1.1343,0.51427,0.81466,exponential,8.3038,0.0441,7.1365,0.0077097,0.049636,10.307,0.0006368,0.18973,2.3795,4.8391e-05,0.00013336,0.048664,exponential,7.146,exponential,5.973,0.1384,0.137,0.11226,1.9001e-05,5.1722e-07,1.5332e-07,6.4691e-08
13,14,23225,176.38,1594.8,0.0033813,0.11211,xscan,0.024313,0.012186,0.016575,0.02277,0.02522,0.030452,0.036522,0,1.1172,0.68231,0.91709,0.60417,0.50272,powerlaw,18.665,0.058617,9.963,0.00015011,0.068188,15.561,0.0023659,0.21685,2.4337,7.4691e-05,0.68049,0.041373,exponential,6.9629,powerlaw,11.31,0.11407,0.23833,0.12264,4.2837e-05,2.2871e-06,8.5258e-07,4.2332e-07
14,15,23244,290.44,1597.1,0.0070744,0.17106,xscan,0.023129,0,0.014492,0.022368,0.023164,0.034749,0.054584,0,,0.29352,0.63059,0.48699,0.39874,powerlaw,6.1557,0.087192,27.288,0.0061967,0.28999,500,0.093254,0.55853,3.1171,1.8768e-05,0.7843,0.050558,powerlaw,18.588,powerlaw,27.911,0.31433,0.59341,0.0723,9.2081e-06,2.1593e-07,6.1015e-08,2.4888e-08
15,16,22597,238.39,1597.9,0.0072353,0.20384,xscan,0.02346,0.0071919,0.015965,0.019488,0.028828,0.042159,0.067655,,0.98844,0.38831,0.63539,0.45573,0.36551,powerlaw,1.4161,0.1062,25.9,0.002054,0.35929,500,0.0001804,0.51678,3.0336,3.6625e-05,0.00023347,0.047147,powerlaw,16.946,powerlaw,30.726,0.32533,0.65502,0.085661,1.8316e-05,4.7494e-07,1.3882e-07,5.8003e-08
16,17,23342,176.56,1593,0.011255,0.31177,xscan,0.026943,0.020577,0.014272,0.023843,0.03602,0.062412,0.10072,0,0,0.56236,0.397,0.3025,0.36522,powerlaw,24.942,0.16068,30.358,0.019055,0.47503,500,0.0066599,0.66982,3.3396,2.7359e-05,0.21583,0.050848,powerlaw,32.806,powerlaw,30.214,0.58515,0.6936,0.12056,1.2758e-05,2.2885e-07,5.9085e-08,2.2606e-08
17,18,22812,208.03,1588.2,0.0089168,0.27673,xscan,0.02814,0.017006,0.0085545,0.021581,0.034805,0.051157,0.091791,0.50516,0,0.71175,0.6444,0.087336,0.30779,powerlaw,19.65,0.14856,32.345,0.0001804,0.42952,500,0.019055,0.66325,3.3265,2.2844e-05,0.21583,0.050397,powerlaw,24.66,powerlaw,34.82,0.39672,0.71593,0.10031,1.0685e-05,1.9471e-07,5.0539e-08,1.941e-08
18,19,23293,194.51,1587.4,0.0024298,0.08041,xscan,0.020568,0,0.0072137,0.018498,0.017431,0.021178,0.023364,0,7.7383,0.8485,0.5657,0.63049,0.77763,powerlaw,2.27,0.041303,10.608,0.022075,0.048031,16.024,0.12401,0.20333,2.4067,3.8826e-05,0.43114,0.043604,powerlaw,15.026,powerlaw,15.826,0.17669,0.31957,0.11019,2.2406e-05,1.2358e-06,4.6577e-07,2.3307e-07
19,20,22968,202.47,1586,0.00080412,0.061778,xscan,0.01388,0,0.0074873,0.015411,0.020022,0.012431,0.018523,1.1087,,0.51877,0.97341,0.38735,0.96404,powerlaw,4.2978,0.034791,6.3592,0.0019161,0.038948,8.3305,0.36363,0.10172,2.2034,4.1511e-05,0.048207,0.033981,powerlaw,5.6556,powerlaw,6.9437,0.058144,0.074039,0.1046,2.5093e-05,1.7677e-06,7.2346e-07,3.8381e-07
20,21,22737,201.95,1584.5,0.0054599,0.12834,xscan,0.021406,0.0090721,0.01068,0.017553,0.021988,0.028461,0.039624,2.0364,1.3496,0,0.9124,0.28761,0.45684,powerlaw,3.6514,0.061555,18.888,0.0039864,0.085389,47.94,0.022075,0.35584,2.7117,3.6287e-05,0.10101,0.047473,powerlaw,6.2773,powerlaw,22.964,0.069442,0.44046,0.10352,1.9531e-05,7.4618e-07,2.4851e-07,1.1391e-07
21,22,22662,231.96,1578.8,0.0084741,0.2076,xscan,0.029553,0.010271,0.0062295,0.019176,0.025968,0.039,0.065215,,,0.53795,0.53072,0.39648,0.30277,powerlaw,24.104,0.10627,31.398,0.002054,0.32649,500,0.027651,0.62373,3.2475,1.6068e-05,0.20259,0.056468,powerlaw,22.302,powerlaw,32.475,0.35618,0.67737,0.087988,7.652e-06,1.5337e-07,4.1106e-08,1.615e-08
22,23,22723,188.2,1574.1,0.0089228,0.16296,xscan,0.027,0.019816,0.013366,0.018553,0.022876,0.031159,0.053335,,1.4948,0.25034,0.47584,0.42117,0.32197,powerlaw,1.283,0.082297,26.72,0.0006368,0.27876,500,0.0006368,0.5254,3.0508,2.0834e-05,0.0023659,0.053693,powerlaw,20.304,powerlaw,28.569,0.27761,0.58579,0.11157,1.0378e-05,2.6358e-07,7.6507e-08,3.1808e-08
23,24,22520,196.51,1564.5,0.011803,0.09489,xscan,0.027453,0.005382,0.014598,0.016805,0.025155,0.016921,0.027176,0,,0.69088,0.67115,0,0.6425,powerlaw,10.522,0.045454,6.7491,0.019055,0.051349,9.1471,0.36363,0.10659,2.2132,7.0336e-05,0.50963,0.027891,powerlaw,3.9505,exponential,11.899,0.051964,0.25702,0.10744,4.2424e-05,2.9538e-06,1.2041e-06,6.3701e-07
24,25,22036,248.66,1553.8,0.0093653,0.10561,xscan,0.029555,0,0.014431,0.020241,0.022634,0.01033,0.036596,0,0.88385,1.2234,1.0279,0,0.63738,powerlaw,1.8741,0.052258,19.793,0.0030589,0.069955,43.859,0.18747,0.36342,2.7268,2.512e-05,0.06551,0.053691,gaussian,5.111,exponential,23.066,0.17053,0.46234,0.081579,1.3474e-05,5.0545e-07,1.673e-07,7.6351e-08
25,26,21679,221.7,1547.3,0.0067327,0.14554,xscan,0.025004,0.021216,0.01285,0.016566,0.021475,0.032455,0.053706,0,2.1109,0.82795,0.92181,0,0.41133,powerlaw,0.75791,0.079559,25.15,0.0006368,0.27607,500,0.10101,0.51192,3.0238,2.2047e-05,0.017719,0.050131,powerlaw,8.6911,powerlaw,25.587,0.24406,0.56583,0.08942,1.105e-05,2.8991e-07,8.5073e-08,3.5645e-08
26,27,21417,203.08,1543.3,0.0063728,0.17036,xscan,0.026941,0,0.017372,0.020963,0.022953,0.031112,0.053841,,0.77115,0.96567,0.69172,0.13431,0.38575,powerlaw,5.341,0.092495,32.303,0.00052302,0.28262,500,0.0066599,0.61454,3.2291,1.2633e-05,0.00055802,0.054001,powerlaw,7.3777,powerlaw,35.682,0.24887,0.66158,0.097187,6.0417e-06,1.2381e-07,3.343e-08,1.3204e-08
27,28,21453,258.37,1538.6,0.0082844,0.16929,xscan,0.023297,0,0.025252,0.019054,0.024566,0.031145,0.051166,,0.81108,0.93328,0.89648,0.41888,0.25747,powerlaw,5.7334,0.082078,24.374,8.2212e-06,0.16992,156.61,0.00022882,0.41598,2.832,4.0915e-05,0.026754,0.050084,powerlaw,5.5212,powerlaw,29.02,0.073755,0.51318,0.075617,2.1425e-05,7.0818e-07,2.2463e-07,9.9458e-08
28,29,21334,189.11,1531.3,0.0063407,0.13358,xscan,0.026326,0.011934,0.013223,0.023871,0.025322,0.027435,0.047994,,0,0.80084,0.87692,0,0.34049,powerlaw,1.294,0.071843,20.017,0.00012586,0.10833,63.312,0.0019161,0.40031,2.8006,3.856e-05,0.0019161,0.050916,powerlaw,4.4231,powerlaw,22.693,0.080352,0.43991,0.10487,2.0337e-05,6.9807e-07,2.2425e-07,1.0019e-07
29,30,21053,246.11,1528.4,0.0050999,0.12754,xscan,0.030326,0.014884,0.021887,0.015293,0.021187,0.02618,0.039125,,0.72961,0.77699,0.49673,0.30149,0.48299,powerlaw,1.6238,0.062444,20.764,0.00052302,0.09354,63.358,0.044888,0.38995,2.7799,3.0273e-05,0.21583,0.051865,powerlaw,13.878,powerlaw,22.314,0.12707,0.40161,0.077719,1.6042e-05,5.6457e-07,1.829e-07,8.2203e-08
30,31,20485,193.23,1523.2,0.011267,0.29325,xscan,0.038305,0.012839,0.016851,0.023158,0.033989,0.056273,0.099957,,0.63553,0.91305,0.41557,0.27105,0.2698,powerlaw,14.052,0.1671,34.49,0.026754,0.46799,500,0.0029501,0.67291,3.3458,2.5156e-05,0.0041206,0.056726,powerlaw,24.276,powerlaw,36.641,0.24978,0.75563,0.099097,1.1714e-05,2.0857e-07,5.3713e-08,2.0514e-08
31,32,20840,209.98,1519.8,0.014403,0.42552,xscan,0.041134,0.0069963,0.025653,0.03146,0.047362,0.071427,0.13462,,0.49492,0.65422,0.44678,0.20599,0.29778,powerlaw,27.918,0.22199,34.055,0.0019161,0.60175,500,0.05567,0.68362,3.3672,4.0999e-05,0.069293,0.0572,powerlaw,34.108,powerlaw,34.766,0.49662,0.71918,0.091341,1.8998e-05,3.2965e-07,8.4162e-08,3.1946e-08
32,33,21414,211.31,1517.5,0.015138,0.43576,xscan,0.039463,0.017852,0.025881,0.031114,0.047686,0.078868,0.14674,,0.50706,0.58934,0.37588,0.31941,0.28508,powerlaw,30.607,0.23939,34.472,0.00020856,0.63777,500,0.010799,0.70381,3.4076,4.0633e-05,0.0041206,0.057155,powerlaw,29.344,powerlaw,36.499,0.48382,0.7811,0.093546,1.8656e-05,3.0835e-07,7.7445e-08,2.9057e-08
33,34,21671,251.88,1516,0.010483,0.24967,xscan,0.030453,0.017296,0.015627,0.023235,0.030029,0.045497,0.080761,,,0.42148,0.7603,0.10995,0.29843,powerlaw,23.161,0.13069,32.011,0.0030589,0.38907,500,0.0041206,0.64455,3.2891,2.054e-05,0.0096417,0.053015,powerlaw,7.9687,powerlaw,36.013,0.13173,0.74781,0.079988,9.6891e-06,1.8471e-07,4.8675e-08,1.8896e-08
34,35,21637,195.86,1526.4,0.013937,0.084882,xscan,0.02757,0.014414,0.022519,0.022089,0.021116,0.020529,0.031887,0.88809,1.0717,0.96972,0.86917,0,0.37599,powerlaw,9.7533,0.049031,6.0223,0.0030589,0.056439,9.566,0.0034147,0.13054,2.2611,7.9213e-05,0.58731,0.029651,exponential,1.5337,powerlaw,10.141,0.072405,0.18095,0.10198,4.7258e-05,3.106e-06,1.2418e-06,6.4797e-07
35,36,21552,184.3,1539,0.011994,0.10463,xscan,0.021023,0,0.015471,0.020796,0.024563,0.028559,0.04243,,0,1.05,0.73468,0.39765,0.35782,powerlaw,2.311,0.063916,16.747,0.0030589,0.082552,35.164,0.07314,0.34344,2.6869,4.4142e-05,0.51169,0.047144,exponential,8.1144,exponential,17.017,0.17535,0.38688,0.10961,2.3894e-05,9.4053e-07,3.164e-07,1.4606e-07
