s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
51,52,65728,271.16,1469.6,0.028289,0.38286,same,0,0.039294,0.03528,0.039728,0.053153,0.083777,0.14686,,0.49671,,0.64799,2.0625,0.95963,powerlaw,0.1354,0.13873,6.015,0.0015928,0.72036,500,0.0019533,0.50237,3.0047,0.00016212,0.0019533,0.015677,exponential,8.3021,powerlaw,1.4103,0.49069,0.16958,0.21132,8.1609e-05,2.1909e-06,6.4791e-07,2.7297e-07
52,53,80099,293.67,1468.4,0.016759,0.33919,same,0.014815,0.022568,0.025545,0.03136,0.040153,0.055075,0.10079,,0.75162,1.4151,0.92006,1.5893,1.6527,powerlaw,0.47993,0.10174,6.7783,1.0833e-05,0.51401,500,0.0015928,0.48875,2.9775,8.5359e-05,0.0019533,0.015677,powerlaw,7.9323,powerlaw,2.2271,0.48767,0.2062,0.22546,4.3237e-05,1.1994e-06,3.5865e-07,1.5229e-07
53,54,80493,289.5,1475.6,0.0060728,0.14035,same,0.0074311,0.014292,0.022578,0.026696,0.030288,0.036784,0.045482,0.89664,0.88549,0.88834,0.87849,0.867,1.6807,exponential,11.743,0.064707,4.6996,1.1411e-05,0.087712,19.892,6.9465e-05,0.38874,2.7775,5.7164e-05,0.00036017,0.015677,exponential,4.3315,exponential,3.8244,0.35863,0.28685,0.22826,3.0945e-05,8.3734e-07,2.4813e-07,1.0468e-07
54,55,79579,263.7,1477.6,0.0052577,0.1094,same,0.01022,0.015459,0.020047,0.024465,0.030874,0.031557,0.039939,2.2598,0.59375,0.96581,0.924,1.1388,1.0433,exponential,7.6695,0.060815,5.8404,3.7871e-05,0.084216,26,3.7871e-05,0.4383,2.8766,3.8885e-05,6.5921e-06,0.015677,exponential,7.5038,exponential,4.353,0.46646,0.30713,0.24155,2.1847e-05,5.9063e-07,1.7501e-07,7.3836e-08
55,56,78407,245.05,1479.6,0.016377,0.30838,same,0.014163,0.023968,0.028677,0.029731,0.039435,0.05679,0.099488,1.3547,0.70427,0.8331,1.0569,1.4066,1.3752,powerlaw,6.6175,0.097959,5.2357,6.5921e-06,0.2488,98.912,0.00092114,0.45492,2.9098,0.00010318,0.00085628,0.015677,powerlaw,4.8385,powerlaw,2.3932,0.40332,0.23476,0.25263,5.308e-05,1.5975e-06,4.9095e-07,2.1256e-07
56,57,77154,256.58,1463.5,0.016676,0.23339,same,0.012046,0.02109,0.025228,0.023966,0.032091,0.043387,0.074578,3.5233,0.71813,0.59418,0.95328,1.2532,0.91805,powerlaw,15.023,0.075926,4.3783,6.5921e-06,0.13593,38.767,3.7871e-05,0.41336,2.8267,7.7544e-05,0.0010702,0.015677,powerlaw,2.6904,powerlaw,2.9355,0.31201,0.25987,0.23173,4.0655e-05,1.3523e-06,4.2985e-07,1.9061e-07
57,58,76802,257.67,1455.5,0.0077524,0.071932,same,0.0073837,0.015363,0.0214,0.02332,0.02554,0.026797,0.025317,,1.0035,0.77643,0.94396,0.79117,1.065,exponential,45.552,0.050166,3.0391,7.8093e-06,0.057796,7.93,0.00085628,0.29844,2.5969,4.8503e-05,6.5921e-06,0.015677,exponential,2.6455,exponential,3.5823,0.27514,0.25302,0.23231,3.328e-05,9.1093e-07,2.7011e-07,1.1398e-07
58,59,69472,283.63,1433.6,0.034381,0.13686,same,0.01236,0.01123,0.042443,0.038189,0.029409,0.031932,0.044183,,1.1786,0,1.122,1.0165,1.0486,powerlaw,9.0829,0.078522,1.4001,0.00019376,0.085352,2.8412,0.0032732,0.19134,2.3827,0.0001559,0.00023467,0.015677,powerlaw,1.1742,exponential,2.6108,0.16874,0.22124,0.19493,9.0459e-05,5.1356e-06,1.9544e-06,9.8477e-07
59,60,51274,258.18,1406.7,0.035681,0.33431,same,0.035829,0.067991,0.06005,0.027692,0.075021,0.085067,0.1454,,0.4177,,0.50474,2.6555,1.141,powerlaw,0.69538,0.15434,3.1694,0.0032732,0.22537,18.559,0.0010702,0.39028,2.7806,0.00038876,0.010842,0.015677,powerlaw,2.7335,powerlaw,1.2813,0.35637,0.16271,0.16845,0.00020598,7.2432e-06,2.3459e-06,1.0541e-06
60,61,40037,223,1458.2,0.035606,0.40361,same,0.018277,0.083674,0.032653,0.026509,0.074023,0.10508,0.17999,0.54438,0.31599,,0.43624,0.82949,0.6199,powerlaw,1.8841,0.16443,3.4929,0.0032732,0.30619,37.107,0.00092114,0.42647,2.8529,0.00039195,0.0010702,0.015677,powerlaw,2.7635,powerlaw,1.5933,0.35423,0.21956,0.15088,0.00020426,6.5833e-06,2.0704e-06,9.1121e-07
61,62,75260,235.52,1456,0.020086,0.35797,same,0.016628,0.028862,0.026528,0.023957,0.038484,0.060396,0.11043,1.7118,0.84765,1.059,1.0344,1.2301,1.3306,powerlaw,7.4649,0.097818,4.7776,6.5921e-06,0.31672,153.33,0.00019376,0.44317,2.8863,0.00011312,3.7871e-05,0.015677,powerlaw,3.0577,powerlaw,2.0336,0.35772,0.22948,0.24893,5.8505e-05,1.8113e-06,5.6198e-07,2.4497e-07
62,63,76290,247.68,1472,0.020713,0.32013,same,0.014478,0.022328,0.027509,0.025579,0.036824,0.059995,0.10543,5.6401,0.66418,0.93694,0.93372,1.3814,1.6435,powerlaw,7.0194,0.097778,5.4917,6.5921e-06,0.42488,310.86,6.5921e-06,0.45446,2.9089,0.00010054,3.7871e-05,0.015677,powerlaw,3.0273,powerlaw,2.2122,0.35252,0.21933,0.24137,5.1728e-05,1.5585e-06,4.7916e-07,2.0751e-07
63,64,72711,267.05,1474.3,0.018957,0.35527,same,0.018127,0.03155,0.027214,0.024225,0.043226,0.067512,0.12196,1.8178,0.62597,1.3294,0.82827,1.4617,1.0298,powerlaw,1.884,0.12056,8.0123,3.9768e-05,0.56076,500,0.013998,0.52282,3.0456,9.312e-05,0.00085628,0.015677,powerlaw,5.5115,powerlaw,1.9095,0.42094,0.21978,0.22033,4.6439e-05,1.1868e-06,3.452e-07,1.4373e-07
64,65,77440,290.85,1462.8,0.014753,0.27134,same,0.014073,0.014704,0.024505,0.022972,0.03361,0.048996,0.084669,,0.79488,,0.90011,1.7943,1.9154,powerlaw,12.897,0.082763,5.2078,6.5921e-06,0.18846,75.929,0.00019376,0.43361,2.8672,7.9453e-05,0.00019376,0.015677,powerlaw,4.4348,powerlaw,1.7454,0.38746,0.18279,0.21697,4.1272e-05,1.3075e-06,4.0883e-07,1.7919e-07
65,66,78530,278.84,1461.4,0.01047,0.22669,same,0.013128,0.017206,0.020584,0.02217,0.030458,0.039191,0.066762,0.82378,0.78153,1.151,0.91007,1.1814,1.3061,powerlaw,5.2603,0.074051,6.6903,1.1411e-05,0.16587,87.632,0.0015928,0.4529,2.9058,5.2098e-05,0.0015928,0.015677,powerlaw,5.9178,powerlaw,2.7665,0.41757,0.26723,0.23041,2.6825e-05,8.1125e-07,2.4973e-07,1.0825e-07
66,67,77211,272.64,1463,0.013351,0.21519,same,0.009951,0.020054,0.021924,0.021157,0.030113,0.040126,0.061858,1.5053,0.61259,1.1509,0.71956,1.1267,1.8243,powerlaw,10.197,0.069499,5.0634,1.1411e-05,0.11368,34.385,0.0015928,0.41196,2.8239,6.051e-05,0.0015928,0.015677,powerlaw,4.0953,exponential,2.7788,0.36676,0.25676,0.23144,3.1744e-05,1.0595e-06,3.3715e-07,1.4963e-07
67,68,76497,283.71,1454.4,0.010753,0.12744,same,0.010099,0.013108,0.020635,0.021135,0.027443,0.03314,0.040575,3.4738,0.84262,0.82189,0.79021,0.69731,0.96121,exponential,12.488,0.057336,4.5868,7.0386e-06,0.075593,17.934,0.00092114,0.3816,2.7632,4.6121e-05,6.3863e-06,0.015677,exponential,3.4989,exponential,5.2225,0.32276,0.31403,0.21616,2.5479e-05,6.8978e-07,2.0441e-07,8.624e-08
68,69,75544,287.01,1444.9,0.018793,0.23795,same,0.0097253,0,0.031477,0.026686,0.033672,0.050561,0.081613,,1.0714,,1.0492,1.8147,2.881,powerlaw,21.098,0.075351,2.1227,0.00020628,0.1104,13.12,0.0035462,0.31097,2.6219,0.00012992,0.0041786,0.015677,powerlaw,2.2019,powerlaw,2.3472,0.33056,0.22657,0.21076,7.1375e-05,3.038e-06,1.0493e-06,4.9352e-07
69,70,74194,249.5,1465.6,0.016758,0.12831,same,0.011627,0.015861,0.027314,0.024092,0.021382,0.025269,0.036742,,1.5554,0,0.70117,1.0318,2.0088,powerlaw,24.073,0.05452,1.7668,0.00019376,0.061678,4.3833,0.031187,0.23362,2.4672,7.2856e-05,0.00092114,0.015677,powerlaw,1.2926,exponential,2.6841,0.17634,0.19869,0.23025,4.1466e-05,2.1263e-06,7.8194e-07,3.8452e-07
70,71,73714,259.19,1459,0.018755,0.10223,same,0.012341,0.0056415,0.029045,0.027852,0.024779,0.028752,0.029203,,1.3366,0,0.90838,0.76958,4.4132,powerlaw,4.6995,0.05629,1.836,0.00019376,0.063101,4.3514,0.031187,0.23005,2.4601,7.6199e-05,0.00020628,0.015677,powerlaw,1.387,exponential,3.283,0.18815,0.23699,0.22061,4.3439e-05,2.2467e-06,8.286e-07,4.083e-07
71,72,74037,258.86,1436.9,0.016688,0.2196,same,0.010574,0.010602,0.02432,0.022446,0.027085,0.03996,0.066665,1.5337,0.96075,0.6976,1.0912,1.3155,1.4609,powerlaw,26.572,0.066194,3.59,6.3863e-06,0.10622,25.193,6.5921e-06,0.3736,2.7472,7.192e-05,0.00019376,0.015677,powerlaw,2.7353,powerlaw,2.6384,0.31311,0.23313,0.22652,3.8397e-05,1.4056e-06,4.6142e-07,2.0935e-07
72,73,73943,245.4,1437.8,0.012592,0.20525,same,0.0091794,0.015418,0.020595,0.019791,0.027322,0.038076,0.060926,0.85312,1.0502,0.8445,0.94728,1.1003,1.4774,powerlaw,13.084,0.066871,5.8382,7.0386e-06,0.12635,53.607,0.00092114,0.42909,2.8582,4.9631e-05,3.9768e-05,0.015677,powerlaw,4.5978,powerlaw,4.1461,0.38145,0.29145,0.23557,2.5834e-05,8.274e-07,2.5967e-07,1.1411e-07
73,74,73360,253.9,1441.5,0.012774,0.08587,same,0.008793,0,0.024081,0.023287,0.024518,0.027112,0.028122,7.138,1.4013,0,0.92009,0.54301,1.1663,exponential,3.7387,0.050024,2.5986,0.00019376,0.058241,7.0795,0.00020628,0.278,2.556,5.2794e-05,7.8093e-06,0.015677,exponential,1.7892,exponential,4.5958,0.22083,0.29493,0.22632,3.7711e-05,1.0358e-06,3.0719e-07,1.2964e-07
74,75,73150,260.2,1421.1,0.012805,0.14383,same,0.014595,0.012117,0.026139,0.025756,0.02739,0.030816,0.04419,,0.95665,0.593,0.809,0.63214,1.1762,powerlaw,24.145,0.058592,2.4756,0.00019376,0.07187,8.3453,0.0032732,0.29563,2.5913,7.3127e-05,0.013998,0.015677,powerlaw,1.549,exponential,3.6055,0.22223,0.26838,0.2227,4.0458e-05,1.7868e-06,6.2486e-07,2.965e-07
75,76,73217,282.44,1420.8,0.011651,0.26233,same,0.01453,0.025567,0.023457,0.022935,0.036736,0.053307,0.084253,1.6359,0.65727,0.98141,0.70403,0.82935,1.2929,powerlaw,5.5808,0.088693,5.7499,6.3863e-06,0.20967,89.938,0.00092114,0.45353,2.9071,8.0542e-05,0.00092114,0.015677,powerlaw,4.2396,powerlaw,3.4092,0.37858,0.28717,0.20287,4.1459e-05,1.2519e-06,3.8519e-07,1.669e-07
76,77,72674,256.24,1416.5,0.0047589,0.13723,same,0.00787,0.016727,0.018752,0.021425,0.030222,0.036778,0.044948,2.0589,0.74545,1.0239,0.72048,0.77674,1.5999,exponential,11.856,0.06298,5.9142,0.00023467,0.091801,29.343,0.00092114,0.42717,2.8543,4.327e-05,0.00020628,0.015677,exponential,4.8153,exponential,5.4159,0.37116,0.32589,0.22318,2.301e-05,6.2188e-07,1.8427e-07,7.7741e-08
77,78,72297,291.61,1418.4,0.0090059,0.1478,same,0.01084,0.013784,0.019791,0.020559,0.027001,0.032197,0.038915,3.2506,0.21252,0.83393,0.96758,0.87436,1.343,exponential,1.7394,0.055692,4.3906,6.5921e-06,0.07359,17.242,3.9768e-05,0.37067,2.7413,4.58e-05,6.3863e-06,0.015677,exponential,3.5321,exponential,3.5183,0.31245,0.25459,0.19496,2.511e-05,6.7995e-07,2.015e-07,8.5012e-08
78,79,72059,245.33,1412.9,0.016906,0.11639,same,0.01137,0.0060714,0.023932,0.023696,0.023291,0.029342,0.036042,,0.89088,0.55052,0.94624,0.9122,1.1786,powerlaw,21.948,0.052648,2.4275,0.00019376,0.063088,7.4783,0.0032732,0.2824,2.5648,6.0182e-05,0.084879,0.015677,powerlaw,1.5999,exponential,3.423,0.21583,0.2499,0.23173,3.3498e-05,1.5273e-06,5.3987e-07,2.5814e-07
79,80,71768,262.54,1416,0.020244,0.28434,same,0.012729,0.025939,0.030107,0.024395,0.033793,0.051768,0.092936,2.051,1.1094,0,1.0337,1.4104,1.3724,powerlaw,26.884,0.082403,2.5605,6.3863e-06,0.1319,19.539,6.3863e-06,0.35154,2.7031,0.00013565,3.7871e-05,0.015677,powerlaw,1.9064,powerlaw,2.0386,0.28623,0.21564,0.21317,7.3158e-05,2.8241e-06,9.4383e-07,4.3368e-07
80,81,71346,254.44,1393.3,0.026099,0.34416,same,0.016134,0.029773,0.03422,0.025831,0.037822,0.056027,0.10635,8.1881,0.73277,0.73081,1.1071,1.6763,1.698,powerlaw,25.084,0.091888,2.5259,6.5921e-06,0.14759,19.489,6.5921e-06,0.35396,2.7079,0.00016882,3.7871e-05,0.015677,powerlaw,1.8232,powerlaw,1.6429,0.28504,0.17548,0.22682,9.0944e-05,3.4902e-06,1.1642e-06,5.3418e-07
81,82,72272,261.01,1382.8,0.025817,0.31332,same,0.017254,0.023246,0.031809,0.027097,0.034134,0.052403,0.092819,,0.85961,0.77959,1.0774,1.4677,1.5029,powerlaw,27.884,0.084149,2.6572,6.3863e-06,0.13312,19.45,6.5921e-06,0.35456,2.7091,0.0001381,0.00085628,0.015677,powerlaw,1.9433,powerlaw,1.8896,0.28944,0.20135,0.22315,7.4373e-05,2.8502e-06,9.5021e-07,4.3586e-07
82,83,71602,274.15,1404.1,0.019943,0.22586,same,0.01351,0.021065,0.027949,0.025781,0.031832,0.046605,0.074935,3.0314,0.96039,0.45962,0.87513,0.91007,1.476,powerlaw,35.72,0.074973,2.7152,6.3863e-06,0.11015,16.104,6.3863e-06,0.34472,2.6894,0.00010982,3.7871e-05,0.015677,powerlaw,1.837,powerlaw,2.854,0.27664,0.24897,0.20136,5.9412e-05,2.3315e-06,7.8351e-07,3.6144e-07
83,84,71307,275.71,1411,0.010174,0.2113,same,0.0081992,0.020836,0.02565,0.025374,0.033978,0.047212,0.071748,6.3279,0.8024,0.8979,0.96002,0.99672,1.1464,powerlaw,31.997,0.076715,3.552,6.5921e-06,0.1179,22.482,6.5921e-06,0.37751,2.755,9.5234e-05,3.9768e-05,0.015677,powerlaw,2.825,powerlaw,2.7988,0.31863,0.25194,0.19916,5.0754e-05,1.8405e-06,6.0228e-07,2.7264e-07
84,85,71721,260.15,1412.8,0.0086605,0.13395,same,0.010083,0.013933,0.025011,0.028664,0.033267,0.040537,0.05638,7.5586,1.0033,0.7445,0.87808,1.0492,1.2079,powerlaw,8.7641,0.07108,4.1307,6.3863e-06,0.098241,19.021,0.00020628,0.38153,2.7631,7.4488e-05,3.7871e-05,0.015677,powerlaw,3.4665,exponential,3.7734,0.34253,0.28803,0.21532,3.9624e-05,1.423e-06,4.6416e-07,2.0963e-07
85,86,72294,286.83,1410.5,0.0097435,0.25004,same,0.0096603,0.017674,0.027797,0.032084,0.043432,0.055619,0.094549,,0.911,0.76563,1.058,1.1582,1.7705,powerlaw,14.066,0.098886,5.3982,6.3863e-06,0.21918,75.156,0.00019376,0.44978,2.8996,0.00010435,0.0035462,0.015677,powerlaw,4.9874,exponential,3.6756,0.41527,0.28501,0.19918,5.3808e-05,1.6396e-06,5.0599e-07,2.1972e-07
86,87,72019,283.17,1408.6,0.011265,0.19611,same,0.0080936,0.017377,0.026618,0.027908,0.0362,0.044562,0.069256,,0.85017,0.79057,0.82074,1.306,1.6381,powerlaw,43.703,0.076593,3.4709,6.3863e-06,0.11118,18.902,6.3863e-06,0.36805,2.7361,9.742e-05,4.3986e-05,0.015677,powerlaw,2.8027,exponential,2.9762,0.32182,0.24156,0.20346,5.2143e-05,1.9344e-06,6.3789e-07,2.9034e-07
87,88,71577,358.12,1386.6,0.032501,0.19231,same,0.0050967,0.014149,0.040168,0.032271,0.034271,0.03905,0.066069,,1.1969,0,1.0651,1.3171,1.8443,powerlaw,34.974,0.081778,1.5123,7.0386e-06,0.09404,4.0677,0.0032732,0.232,2.464,0.0001737,0.018264,0.015677,powerlaw,1.2666,exponential,2.1443,0.18956,0.19515,0.16072,9.8933e-05,5.0929e-06,1.8753e-06,9.2306e-07
88,89,71126,281.78,1365.1,0.015679,0.23602,same,0.015422,0.019773,0.026894,0.026708,0.035618,0.045716,0.07127,,0.93046,0.9822,0.84967,0.99939,1.5733,powerlaw,27.046,0.078051,3.7109,1.0651e-05,0.11689,21.595,0.00031471,0.3751,2.7502,9.735e-05,6.9465e-05,0.015677,powerlaw,2.9781,powerlaw,2.672,0.32182,0.22842,0.20892,5.1938e-05,1.8944e-06,6.2113e-07,2.8156e-07
89,90,70542,299.52,1368.5,0.021933,0.41505,same,0.019859,0.033191,0.029117,0.023716,0.04473,0.06888,0.12504,1.0398,0.5609,2.0193,0.72369,1.1066,1.8533,powerlaw,2.5777,0.11429,5.4383,6.5921e-06,0.62402,500,0.0041786,0.4682,2.9364,0.0001314,0.026482,0.015677,powerlaw,3.8276,powerlaw,1.7581,0.39288,0.21039,0.19263,6.7187e-05,1.9584e-06,5.9544e-07,2.5584e-07
90,91,70969,298.02,1356.9,0.021066,0.37838,same,0.020347,0.034708,0.027628,0.024798,0.042317,0.064277,0.11892,2.819,0.58929,3.9869,0.78984,1.2595,1.3817,powerlaw,0.60435,0.11399,6.9286,3.9768e-05,0.56287,500,0.00092114,0.51151,3.023,9.667e-05,0.00092114,0.015677,powerlaw,6.2745,powerlaw,1.6722,0.46112,0.22011,0.19298,4.8459e-05,1.2726e-06,3.7358e-07,1.5656e-07
91,92,71825,292.41,1356.3,0.0058078,0.11106,same,0.0092749,0.015358,0.020576,0.024374,0.029669,0.034179,0.037412,6.8212,0.8028,0.83828,0.84371,0.90878,1.2161,exponential,21.059,0.060011,4.9299,0.00023467,0.07742,18.208,0.010842,0.39728,2.7946,4.645e-05,0.00020628,0.015677,exponential,5.297,exponential,4.3079,0.39545,0.28366,0.20015,2.6326e-05,7.1265e-07,2.1119e-07,8.9098e-08
92,93,71418,283.84,1355.5,0.0033727,0.074692,same,0.010371,0.013796,0.017694,0.021141,0.028841,0.03218,0.02627,2.5737,0.74354,0.70058,0.87851,1.0202,1.0991,exponential,9.8211,0.053868,5.6499,0.00085628,0.067124,18.376,0.0032732,0.40532,2.8106,3.4077e-05,0.00019376,0.015677,exponential,7.5349,exponential,4.6032,0.4322,0.29836,0.20151,1.961e-05,5.3083e-07,1.573e-07,6.6366e-08
93,94,70923,319.43,1356.1,0.005143,0.073699,same,0.0065593,0.014532,0.019064,0.022454,0.029124,0.03264,0.026338,5.0582,0.84877,0.80757,0.8336,1.04,1.4761,exponential,37.833,0.054447,4.655,7.0386e-06,0.065528,13.783,7.0386e-06,0.3682,2.7364,4.2043e-05,7.0386e-06,0.015677,exponential,4.9934,exponential,4.3791,0.37227,0.28512,0.17418,2.4862e-05,6.7433e-07,1.9985e-07,8.432e-08
94,95,70405,261.18,1360.6,0.0035611,0.088869,same,0.0075721,0.018889,0.020528,0.022945,0.029011,0.0305,0.030605,,0.85578,0.80431,0.87452,1.1462,1.0486,exponential,28.847,0.05529,3.6396,7.8093e-06,0.066188,10.86,0.078138,0.33718,2.6744,5.1695e-05,0.00023467,0.015677,exponential,4.2895,exponential,3.2514,0.35856,0.25163,0.20788,3.2093e-05,8.7288e-07,2.5873e-07,1.0917e-07
95,96,70334,292.49,1364,0.0068853,0.089627,same,0.015136,0.02005,0.023374,0.024225,0.029172,0.034689,0.033616,,0.92383,0.82051,0.80475,0.76488,1.9161,exponential,27.087,0.058473,2.7249,4.3606e-06,0.069879,8.3949,2.3191e-05,0.30991,2.6198,6.7703e-05,4.0341e-06,0.015677,exponential,2.5733,exponential,2.8421,0.294,0.24141,0.18284,4.603e-05,1.2581e-06,3.7301e-07,1.574e-07
96,97,69819,342.36,1362.5,0.018367,0.13211,same,0.015554,0.02403,0.029121,0.028242,0.028151,0.031869,0.041417,8.5955,0.95413,0.72162,0.97103,1.3625,1.0672,powerlaw,0.61627,0.064127,1.9875,3.8572e-06,0.074647,5.7176,2.4855e-05,0.27364,2.5473,9.4618e-05,3.8572e-06,0.015677,exponential,1.7184,exponential,1.9875,0.24473,0.19867,0.15386,5.2876e-05,2.4623e-06,8.7658e-07,4.2125e-07
97,98,70733,318.34,1340.5,0.023211,0.14321,same,0.012881,0,0.030964,0.030461,0.031825,0.038413,0.048609,3.4391,1.1605,0.41341,1.0474,1.0232,1.2387,powerlaw,30.209,0.067833,2.0608,0.00019376,0.081812,6.6365,0.0035462,0.27243,2.5449,0.0001069,0.21639,0.015677,powerlaw,1.5814,exponential,2.8941,0.22822,0.26385,0.17342,5.977e-05,2.7914e-06,9.9472e-07,4.7835e-07
98,99,71794,343.49,1327.7,0.018453,0.37543,same,0.01727,0.031149,0.025337,0.020973,0.044258,0.065753,0.11114,0.90322,0.6871,1.5299,0.67648,1.0802,1.485,powerlaw,0.64054,0.1131,7.2971,0.00020628,0.5507,500,0.026482,0.5023,3.0046,9.4674e-05,0.026482,0.015677,powerlaw,6.9317,powerlaw,2.8425,0.46272,0.28343,0.1671,4.7659e-05,1.2797e-06,3.7846e-07,1.5945e-07
99,100,70210,283.88,1333.1,0.019988,0.43183,same,0.018586,0.037993,0.030891,0.026142,0.052752,0.075773,0.13498,0.94301,0.70742,1.5961,0.64962,1.0169,1.1238,powerlaw,1.0394,0.12626,5.6077,6.5921e-06,0.67672,500,0.018264,0.48155,2.9631,0.00014995,0.018264,0.015677,powerlaw,4.559,powerlaw,2.3203,0.41146,0.26869,0.19534,7.6205e-05,2.151e-06,6.4694e-07,2.7584e-07
100,101,71560,255.97,1332.3,0.0092378,0.2472,same,0.010042,0.023747,0.027412,0.031087,0.040476,0.052066,0.077183,1.4587,0.82827,0.90368,0.80891,1.0361,1.4746,exponential,0.038391,0.089492,4.8171,6.5921e-06,0.14791,35.181,0.00085628,0.43171,2.8634,9.5778e-05,0.00092114,0.015677,exponential,4.2829,exponential,3.4273,0.38452,0.27663,0.22238,4.9839e-05,1.3466e-06,3.99e-07,1.6833e-07
101,102,71162,286.43,1340.6,0.012767,0.13569,same,0.011221,0.012432,0.022605,0.025519,0.031411,0.03524,0.043247,,1.0586,0.76131,0.8061,0.97486,1.4554,exponential,17.528,0.062634,4.3856,6.5921e-06,0.082094,17.045,5.1587e-05,0.37688,2.7538,5.6693e-05,7.0386e-06,0.015677,exponential,3.5974,exponential,4.04,0.34194,0.29516,0.19237,3.1608e-05,8.5596e-07,2.5366e-07,1.0702e-07
102,103,71826,246.05,1344.9,0.014613,0.33847,same,0.015368,0.029675,0.019759,0.024699,0.038685,0.05608,0.098142,0.43453,0.65874,1.8283,0.83518,1.3365,1.3075,powerlaw,0.66144,0.10277,7.885,7.0386e-06,0.48813,500,0.0010702,0.50746,3.0149,7.3323e-05,0.0010702,0.015677,powerlaw,9.1871,powerlaw,2.1828,0.50833,0.25734,0.22251,3.6824e-05,9.7656e-07,2.8761e-07,1.2081e-07
103,104,72036,285.86,1335.3,0.021622,0.30795,same,0.013641,0.025212,0.026767,0.023892,0.037477,0.054832,0.097045,7.123,0.84995,1.0032,0.87599,1.2041,1.2995,powerlaw,10.456,0.091551,4.9333,6.5921e-06,0.2258,87.755,6.5921e-06,0.43861,2.8772,9.8394e-05,3.7871e-05,0.015677,powerlaw,3.5567,powerlaw,2.5526,0.36397,0.24973,0.19455,5.0994e-05,1.5962e-06,4.9709e-07,2.1725e-07
104,105,72668,278.17,1317.8,0.016481,0.18983,same,0.0103,0.013864,0.022473,0.021372,0.029051,0.037875,0.05912,5.04,0.68892,0.66511,0.94962,0.99341,1.1982,powerlaw,28.803,0.064498,4.1902,6.5921e-06,0.099821,25.762,6.5921e-06,0.38592,2.7718,6.1344e-05,4.3986e-05,0.015677,powerlaw,2.8078,exponential,3.3857,0.31445,0.266,0.20862,3.2567e-05,1.1573e-06,3.7614e-07,1.6945e-07
105,106,72990,282.51,1307.7,0.0086111,0.13432,same,0.010707,0.014139,0.017671,0.020376,0.027369,0.031618,0.041861,,0.89011,0.84747,0.91668,0.95314,1.0203,exponential,10.093,0.057756,6.3285,3.9768e-05,0.08663,33.101,0.00085628,0.43493,2.8699,3.4416e-05,0.00019376,0.015677,exponential,5.6045,exponential,4.8863,0.39426,0.30552,0.20985,1.8168e-05,4.9093e-07,1.4547e-07,6.1369e-08
106,107,72231,268.55,1306.2,0.0062999,0.13702,same,0.0061164,0.016666,0.017544,0.021103,0.02893,0.032741,0.041377,,0.89523,1.321,0.85917,1.1428,1.3723,exponential,8.8149,0.059434,6.3092,3.7871e-05,0.0885,32.76,0.00085628,0.44118,2.8824,3.565e-05,0.00019376,0.015677,exponential,6.1064,exponential,4.1706,0.41556,0.26754,0.21953,1.9158e-05,5.1768e-07,1.5339e-07,6.4714e-08
107,108,72587,274.92,1305,0.0051459,0.12119,same,0.0093584,0.01384,0.017842,0.020645,0.027677,0.03241,0.037212,2.5034,0.90379,0.93689,0.84588,0.9335,2.2013,exponential,18.267,0.056399,5.3828,7.8093e-06,0.076067,21.763,0.00085628,0.40031,2.8006,3.9391e-05,0.00020628,0.015677,exponential,4.9243,exponential,4.2938,0.36914,0.27487,0.2101,2.1281e-05,5.7565e-07,1.7058e-07,7.1965e-08
108,109,72009,261.32,1302.1,0.014711,0.14744,same,0.0131,0.012577,0.023072,0.024039,0.028756,0.032709,0.047588,,0.96496,0.75708,0.986,1.1015,1.1335,powerlaw,33.176,0.060101,3.253,6.5921e-06,0.078761,13.153,6.5921e-06,0.33822,2.6764,6.5229e-05,3.7871e-05,0.015677,powerlaw,2.5672,exponential,3.3551,0.29018,0.26428,0.21535,3.5393e-05,1.4108e-06,4.7661e-07,2.2069e-07
109,110,67857,272.98,1290.1,0.0073637,0.16054,same,0.011293,0.017659,0.023718,0.026452,0.034462,0.045428,0.05242,,0.80482,0.73335,0.97716,1.0408,1.6839,exponential,19.521,0.072276,4.6847,6.5921e-06,0.10064,21.681,4.3986e-05,0.39999,2.8,6.8959e-05,6.5921e-06,0.015677,exponential,5.0826,exponential,4.4048,0.39358,0.31368,0.19844,3.7391e-05,1.0114e-06,2.9971e-07,1.2644e-07
