s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
10,11,83177,260.9,1557.8,0.023669,0.076373,same,0.014162,0.018031,0.029428,0.027741,0.021287,0.021759,0.023312,,1.4007,0,0.99112,1.2157,0.89171,exponential,9.0025,0.053367,1.7476,0.00054565,0.058459,3.8416,0.056337,0.23073,2.4615,6.7807e-05,0.00013205,0.015677,gaussian,1.4596,exponential,3.344,0.20147,0.23522,0.2475,6.699e-05,1.9153e-06,5.6931e-07,2.4045e-07
11,12,83214,252.77,1577.3,0.01497,0.10477,same,0.010991,0.0081336,0.023812,0.024876,0.02549,0.028441,0.036094,,1.0427,0.69031,1.0118,1.0395,1.1725,exponential,3.1704,0.054293,3.0271,0.00019376,0.065534,9.3937,0.0035462,0.31232,2.6246,5.6491e-05,6.3863e-06,0.015677,exponential,2.3265,exponential,3.6794,0.26886,0.26097,0.25705,3.6277e-05,9.8908e-07,2.9322e-07,1.2373e-07
12,13,82557,257.51,1589.9,0.0084696,0.078988,same,0.013807,0.012971,0.020159,0.022402,0.024382,0.026556,0.026914,20.716,0.93818,0.7828,0.85882,0.86428,1.5265,exponential,28.596,0.049293,3.936,7.0386e-06,0.059037,11.609,3.7871e-05,0.34473,2.6895,3.9209e-05,6.5921e-06,0.015677,exponential,3.6683,exponential,4.1341,0.32753,0.27369,0.25037,2.3912e-05,6.4976e-07,1.9259e-07,8.1259e-08
13,14,82690,309.53,1594,0.0038469,0.10518,same,0.012866,0.014103,0.01851,0.021827,0.025442,0.02634,0.03126,1.4883,0.83027,1.0472,1.0436,1.3846,1.2221,exponential,4.7247,0.051074,5.1783,7.2013e-05,0.066225,19.468,0.00032959,0.41554,2.8311,3.1044e-05,7.6094e-05,0.015677,gaussian,6.0286,exponential,3.4718,0.43188,0.26435,0.21103,1.8023e-05,4.8773e-07,1.4453e-07,6.0977e-08
14,15,80795,289.36,1595,0.007416,0.18395,same,0.014298,0.016416,0.019303,0.02174,0.02681,0.034675,0.052557,1.3616,0.78057,1.1228,0.96518,1.0919,1.9601,exponential,0.94194,0.065131,7.0134,6.4138e-05,0.12775,67.958,0.0013621,0.46224,2.9245,3.8008e-05,0.0013621,0.015677,exponential,6.5156,exponential,2.6373,0.43854,0.23868,0.2258,1.9257e-05,5.2004e-07,1.5409e-07,6.5006e-08
15,16,81704,332.22,1594.7,0.012613,0.26958,same,0.019132,0.016301,0.022577,0.025708,0.032391,0.046343,0.082406,0.88799,0.84209,0.97699,0.95942,1.2228,2.2377,powerlaw,0.34394,0.085955,7.2441,8.9112e-06,0.42262,500,0.0041206,0.50455,3.0091,5.5374e-05,0.0041206,0.015677,powerlaw,8.2567,powerlaw,2.4001,0.48988,0.24786,0.20086,2.7847e-05,7.4366e-07,2.1953e-07,9.2372e-08
16,17,78001,299.99,1588.4,0.016759,0.33154,same,0.018993,0.019224,0.024802,0.030068,0.034191,0.052294,0.094286,,0.80912,1.4885,0.84505,2.0398,1.8422,powerlaw,1.2295,0.093989,6.5944,1.0833e-05,0.48257,500,0.0019533,0.47768,2.9554,7.7423e-05,0.0015928,0.015677,powerlaw,6.1986,powerlaw,1.9461,0.44341,0.18547,0.21724,3.9416e-05,1.123e-06,3.3882e-07,1.4479e-07
17,18,74822,341.13,1585.2,0.0094623,0.2251,same,0.012891,0.010176,0.020186,0.026224,0.028129,0.037914,0.062329,,0.82485,0.89892,0.84293,1.2004,1.6198,exponential,0.37808,0.071698,7.1972,0.00013205,0.19277,139.96,0.0082394,0.48464,2.9693,4.178e-05,0.00054565,0.015677,exponential,6.982,powerlaw,3.1766,0.44951,0.24454,0.18726,2.1293e-05,5.7493e-07,1.7035e-07,7.1866e-08
18,19,71079,328.81,1585.8,0.0024984,0.074047,same,0.01319,0.010475,0.018367,0.022866,0.02407,0.027013,0.023284,,0.95011,0.85756,1.0072,1.1645,0.89932,gaussian,1.0114,0.048431,5.2372,6.4138e-05,0.058784,15.697,1.0651e-05,0.38516,2.7703,3.0221e-05,1.0651e-05,0.015677,gaussian,5.0836,exponential,4.3258,0.3706,0.26859,0.18331,1.0154e-07,2.8729e-55,1.3954e-120,5.0773e-212
19,20,70712,323.31,1584.7,0.00087363,0.053003,same,0.0083264,0.011679,0.017077,0.022523,0.023434,0.024928,0.020703,,0.98168,0.88671,0.81734,1.0541,0.78046,gaussian,17.904,0.045561,5.6513,6.249e-05,0.054601,16.334,1.0651e-05,0.40059,2.8012,2.4488e-05,1.0833e-05,0.015677,gaussian,5.9213,gaussian,5.4654,0.39393,0.31279,0.18857,1.764e-08,7.5933e-64,6.7319e-140,2.2642e-246
20,21,68911,356.52,1583.2,0.0055558,0.1114,same,0.01294,0.010678,0.018043,0.022231,0.024326,0.028928,0.034749,,0.9856,0.75848,0.98948,1.1344,1.2796,exponential,9.595,0.052892,6.4285,6.4138e-05,0.074379,28.475,6.249e-05,0.43424,2.8685,2.8549e-05,1.0833e-05,0.015677,exponential,7.5782,exponential,5.1865,0.45633,0.30711,0.1667,1.5564e-05,4.2067e-07,1.2465e-07,5.2588e-08
21,22,61760,336.98,1578.4,0.0097378,0.16411,same,0.010685,0.011355,0.018581,0.023734,0.026697,0.033776,0.048624,,0.81058,0.93802,0.90661,1.2758,1.3556,exponential,1.6783,0.063229,7.5947,6.249e-05,0.12928,79.443,0.0013621,0.47542,2.9508,3.2606e-05,0.016309,0.015677,exponential,8.2492,exponential,3.6939,0.47225,0.258,0.16054,1.687e-05,4.5554e-07,1.3498e-07,5.6943e-08
22,23,59144,300.74,1573.1,0.010213,0.12788,same,0.0089964,0.010562,0.017872,0.021318,0.023335,0.028847,0.039447,,0.82382,0.89344,1.0032,0.96742,1.2807,exponential,5.2801,0.053238,6.2579,0.00011051,0.07797,30.294,0.0022026,0.41769,2.8354,3.1294e-05,0.0079975,0.015677,exponential,6.7274,exponential,4.0838,0.40522,0.26056,0.17371,1.6078e-05,4.3452e-07,1.2875e-07,5.4318e-08
23,24,62526,318.82,1562.7,0.012169,0.073753,same,0.0085589,0.011659,0.019087,0.019941,0.022412,0.023898,0.021376,,0.95432,0.56873,1.0893,0.98543,0.30762,exponential,31.985,0.044624,4.0753,1.1411e-05,0.052069,10.703,0.0014157,0.32767,2.6553,3.2859e-05,1.2497e-05,0.015677,exponential,3.8929,exponential,4.6111,0.29834,0.28473,0.17248,2.0149e-05,5.4813e-07,1.6248e-07,6.8555e-08
24,25,69052,312.04,1551.9,0.0096661,0.08499,same,0.0053726,0.0084561,0.017287,0.019036,0.023217,0.02576,0.025676,,1.2262,0.72123,0.98289,0.97278,1.3652,exponential,22.967,0.046314,5.6219,1.2497e-05,0.057917,17.838,0.0015928,0.38426,2.7685,2.7117e-05,1.1411e-05,0.015677,exponential,5.1958,exponential,5.6215,0.34972,0.31344,0.18945,1.5037e-05,4.0709e-07,1.2064e-07,5.0896e-08
25,26,68882,284.22,1544.9,0.007669,0.11448,same,0.008178,0.0088167,0.015949,0.018797,0.023414,0.027132,0.035635,,0.95194,0.87069,1.0041,1.0329,1.0702,exponential,6.2873,0.05131,7.883,6.4138e-05,0.082625,46.394,6.4138e-05,0.45926,2.9185,2.2258e-05,1.0833e-05,0.015677,exponential,7.0786,exponential,5.5349,0.41294,0.3123,0.20616,1.1797e-05,3.1864e-07,9.4413e-08,3.9831e-08
26,27,67834,280.59,1540.7,0.0068364,0.14331,same,0.010862,0.011923,0.015777,0.018476,0.023759,0.031161,0.044165,,0.85216,1.0131,0.87216,1.0506,1.6545,exponential,0.2957,0.059056,9.8577,6.249e-05,0.19553,266.55,0.0014157,0.50332,3.0066,2.1853e-05,0.0050749,0.015677,exponential,10.531,exponential,5.2905,0.50738,0.30511,0.20207,1.1503e-05,3.106e-07,9.2029e-08,3.8825e-08
27,28,67657,290.58,1536.7,0.0084148,0.15245,same,0.010391,0.012639,0.016787,0.018724,0.026314,0.032213,0.048836,1.8106,0.82344,1.1025,1.0169,0.96661,1.3699,exponential,0.71074,0.062877,9.1402,6.4138e-05,0.18734,202.81,0.0013621,0.49363,2.9873,2.6969e-05,0.0014157,0.015677,exponential,7.9454,exponential,4.5416,0.45915,0.31141,0.19092,1.3878e-05,3.7472e-07,1.1103e-07,4.684e-08
28,29,66876,281.09,1529.1,0.0078796,0.11141,same,0.010443,0.014763,0.018289,0.02049,0.025887,0.028527,0.031895,,0.89482,0.81899,0.8155,1.1897,4.8081,exponential,10.532,0.052148,5.852,3.7871e-05,0.070087,23.482,4.3986e-05,0.42324,2.8465,3.0009e-05,6.5921e-06,0.015677,exponential,5.8316,exponential,4.3733,0.40366,0.27309,0.19276,1.6749e-05,4.5293e-07,1.3421e-07,5.6623e-08
29,30,66242,262.91,1526,0.0048158,0.12042,same,0.0085925,0.01327,0.017522,0.020033,0.025791,0.029656,0.037533,10.878,0.77731,0.7757,1.0654,1.0177,1.6684,exponential,6.2982,0.054796,6.9117,3.7871e-05,0.085367,39.427,3.9768e-05,0.45792,2.9158,2.73e-05,6.3863e-06,0.015677,exponential,6.8251,exponential,4.5329,0.43619,0.29248,0.20175,1.4815e-05,4.0023e-07,1.1859e-07,5.0031e-08
30,31,65880,254.94,1522.7,0.012347,0.29155,same,0.012818,0.022725,0.02113,0.019937,0.035005,0.050499,0.086643,0.80832,0.72464,1.2974,0.80153,1.4876,1.946,powerlaw,3.2308,0.096155,9.7237,3.9768e-05,0.42091,500,0.026482,0.53284,3.0657,5.0512e-05,0.0010702,0.015677,powerlaw,9.255,powerlaw,2.5179,0.50403,0.23522,0.21019,2.5076e-05,6.2557e-07,1.8048e-07,7.4716e-08
31,32,66712,266.49,1519.5,0.016838,0.39534,same,0.019752,0.030169,0.022859,0.016161,0.042434,0.06474,0.12081,0.59565,0.5952,,0.64237,1.3478,1.3634,powerlaw,7.9385,0.13417,12.584,3.7871e-05,0.505,500,0.013998,0.58186,3.1637,6.2904e-05,0.026482,0.015677,powerlaw,13.633,powerlaw,2.1105,0.56633,0.2616,0.2037,3.0536e-05,6.7697e-07,1.877e-07,7.5543e-08
32,33,68418,282.12,1516.7,0.017099,0.38299,same,0.017084,0.028526,0.023687,0.020087,0.041481,0.062254,0.11614,1.0301,0.51129,2.1985,0.8759,1.3167,1.2927,powerlaw,6.2672,0.12751,11.658,6.4138e-05,0.50377,500,0.034164,0.56515,3.1303,6.5717e-05,0.024476,0.015677,powerlaw,11.778,powerlaw,1.9129,0.54613,0.25956,0.19581,3.2146e-05,7.4191e-07,2.0851e-07,8.473e-08
33,34,69424,297.98,1514.8,0.011793,0.22317,same,0.012641,0.01692,0.018283,0.020167,0.030074,0.040242,0.067564,0.58759,0.67086,1.008,0.9457,1.3902,1.4808,powerlaw,5.0447,0.082108,11.191,6.4138e-05,0.34406,500,0.12965,0.54402,3.088,3.2165e-05,0.16094,0.015677,powerlaw,12.328,powerlaw,3.7919,0.55177,0.2748,0.18974,1.5886e-05,3.8578e-07,1.103e-07,4.5368e-08
34,35,69977,262.45,1525.1,0.014044,0.079153,same,0.0043266,0,0.01977,0.020665,0.024316,0.026575,0.028536,,1.0518,0.4962,0.82239,0.93876,1.1015,exponential,12.25,0.047892,3.9087,0.00019376,0.058097,11.771,0.00028752,0.33244,2.6649,3.8455e-05,0.0013541,0.015677,powerlaw,2.7423,exponential,5.1051,0.2838,0.3085,0.21557,2.2841e-05,6.2055e-07,1.8393e-07,7.7604e-08
35,36,69704,265.05,1537.5,0.012806,0.13743,same,0.010767,0,0.032303,0.04547,0.050721,0.052309,0.0386,,1.0697,0.91147,1.4282,0,,exponential,15.268,0.090625,4.327,0.00019376,0.11449,16.039,0.010842,0.39633,2.7927,0.00011114,0.00019376,0.015677,gaussian,3.7361,gaussian,4.9907,0.3565,0.34198,0.20876,6.5309e-05,1.7693e-06,5.2433e-07,2.2121e-07
36,37,70480,279.33,1539.8,0.010993,0.16565,same,0.02448,0.0094632,0.043507,0.069524,0.091855,0.076815,0.039988,,1.1747,1.0813,0.85479,0.77731,0,gaussian,20.688,0.1445,5.237,0.00023467,0.18803,22.582,6.3863e-06,0.45675,2.9135,0.00021169,0.00019376,0.015677,gaussian,4.463,gaussian,7.1931,0.41147,0.46449,0.19977,9.0455e-07,2.5805e-54,1.2677e-119,4.6865e-211
37,38,70121,277.17,1528.6,0.017647,0.31505,same,0.017003,0.026457,0.026566,0.023766,0.038185,0.054092,0.095263,1.1339,1.0173,0.48494,1.2737,1.1633,1.3021,powerlaw,11.246,0.089082,4.4537,0.00019376,0.19165,60.299,3.7871e-05,0.42703,2.8541,0.00010193,0.00092114,0.015677,powerlaw,3.5642,powerlaw,2.3255,0.36494,0.23055,0.20493,5.3105e-05,1.7093e-06,5.3732e-07,2.364e-07
38,39,55318,298.78,1509.2,0.040614,0.39105,same,0,0.045237,0.042958,0.026558,0.055153,0.087384,0.16315,0,0.59829,,0.67027,3.811,0.55563,powerlaw,6.7466,0.13261,3.68,0.00031471,0.33216,73.384,6.4138e-05,0.42252,2.845,0.00025604,0.0013621,0.015677,powerlaw,3.2994,powerlaw,1.2589,0.33072,0.14883,0.15916,0.00013367,4.3495e-06,1.3723e-06,6.0534e-07
39,40,53322,256.46,1491.4,0.04419,0.37602,same,0,0.048622,0.04472,0.03007,0.05917,0.096133,0.17901,,0,,0,0,0,powerlaw,2.8773,0.15086,4.6332,0.00051901,0.55683,196.32,0.0022026,0.4434,2.8868,0.00027501,0.0022026,0.015677,,,powerlaw,1.3197,,0.18434,0.18194,0.00014222,4.4005e-06,1.3651e-06,5.9495e-07
40,41,56206,288.73,1458.7,0.050273,0.3823,same,0.0072428,0.046112,0.049416,0.037487,0.050944,0.086065,0.16166,,0.88509,,0.55629,,1.0191,powerlaw,11.136,0.1356,3.1758,1.0833e-05,0.24939,32.436,0.0014157,0.39386,2.7877,0.00030801,0.0013621,0.015677,powerlaw,1.3226,powerlaw,1.4641,0.19793,0.15114,0.17102,0.00016293,5.6802e-06,1.8343e-06,8.2258e-07
41,42,73598,295.33,1439.8,0.014268,0.24165,same,0.014554,0.016476,0.020932,0.023121,0.028477,0.042395,0.068977,,0.83853,0.65326,0.7796,0.94291,1.5343,powerlaw,3.8125,0.07455,6.6348,1.1411e-05,0.18196,104.87,6.4138e-05,0.4533,2.9066,5.3055e-05,0.0014157,0.015677,powerlaw,5.5244,powerlaw,3.7309,0.39388,0.26294,0.20869,2.7312e-05,8.252e-07,2.5394e-07,1.1005e-07
42,43,72722,300.45,1438.1,0.012637,0.15848,same,0.011863,0.012158,0.020609,0.022773,0.02893,0.034984,0.046028,,0.97712,0.77242,0.95425,1.0245,1.5329,exponential,1.9082,0.061689,5.38,1.1411e-05,0.089225,26.261,0.0014157,0.40521,2.8104,4.682e-05,6.4138e-05,0.015677,exponential,5.3529,exponential,3.7456,0.37878,0.27049,0.19876,2.4281e-05,6.5641e-07,1.9451e-07,8.2059e-08
43,44,70152,264.05,1437.5,0.023216,0.4083,same,0.019963,0.033653,0.027286,0.018533,0.044769,0.06633,0.12636,1.3165,0.47075,,0.67319,2.1592,1.422,powerlaw,1.7957,0.12232,8.1993,7.0386e-06,0.5631,500,0.018264,0.52651,3.053,9.2973e-05,0.0010702,0.015677,powerlaw,12.302,powerlaw,1.5194,0.52915,0.19458,0.21452,4.6288e-05,1.1725e-06,3.4002e-07,1.4127e-07
44,45,71176,255.88,1460.4,0.032063,0.3968,same,0.017478,0.032801,0.034707,0.025009,0.044591,0.071834,0.13165,0.59782,0.82806,0,0.8033,0.8133,1.0421,powerlaw,15.546,0.10673,3.0353,6.3863e-06,0.22267,42.514,6.3863e-06,0.3954,2.7908,0.00019453,0.00020628,0.015677,powerlaw,1.6244,powerlaw,2.1948,0.26899,0.26976,0.21067,0.00010283,3.5717e-06,1.152e-06,5.1614e-07
45,46,73366,238.44,1486,0.025363,0.2465,same,0.011233,0.023002,0.03046,0.024977,0.033196,0.04676,0.076486,2.0062,1.0807,0,1.0605,1.0555,1.3073,powerlaw,35.312,0.076091,2.2848,3.8011e-06,0.10781,12.739,4.0341e-06,0.33118,2.6624,0.00012307,2.4855e-05,0.015677,powerlaw,1.5388,powerlaw,2.229,0.25233,0.2414,0.22347,6.6994e-05,2.7161e-06,9.2283e-07,4.2903e-07
46,47,75158,250.64,1504.3,0.016309,0.28157,same,0.013495,0.021721,0.025378,0.025607,0.033011,0.051357,0.089333,1.0553,0.86533,0.99399,0.97157,1.608,1.5059,powerlaw,10.119,0.085669,5.0507,4.3606e-06,0.21114,89.354,0.00011733,0.44472,2.8894,8.3508e-05,2.3191e-05,0.015677,powerlaw,4.1897,powerlaw,1.9592,0.39251,0.2275,0.2208,4.3159e-05,1.3312e-06,4.1251e-07,1.7965e-07
47,48,76731,233.11,1506.4,0.01229,0.31607,same,0.013793,0.028428,0.02159,0.024785,0.038481,0.055383,0.096777,1.1026,0.71168,1.6025,1.0618,1.4623,1.4691,powerlaw,0.57943,0.10138,7.5822,7.0386e-06,0.48883,500,0.0010702,0.50486,3.0097,7.4046e-05,0.0013541,0.015677,exponential,7.4268,powerlaw,2.3644,0.49031,0.23615,0.25057,3.7231e-05,9.9355e-07,2.9323e-07,1.2336e-07
48,49,78409,256.47,1502.1,0.02009,0.3826,same,0.018097,0.029186,0.027514,0.022289,0.039684,0.061379,0.11324,1.101,0.78776,1.154,0.7813,1.5699,1.6421,powerlaw,1.6119,0.10484,6.0882,6.3863e-06,0.55095,500,3.7871e-05,0.47736,2.9547,0.00010063,0.0010702,0.015677,powerlaw,4.7058,powerlaw,2.2045,0.41739,0.22686,0.24141,5.1239e-05,1.461e-06,4.409e-07,1.8844e-07
49,50,62333,250.49,1487.8,0.036491,0.40172,same,0.0045365,0.04461,0.039682,0.026524,0.051904,0.082713,0.15459,0.47288,0.48694,0.89505,0.69257,,1.1824,powerlaw,2.7841,0.13059,4.515,0.00032534,0.49162,203.29,0.0014157,0.45209,2.9042,0.0002031,0.01704,0.015677,powerlaw,7.4836,powerlaw,1.4139,0.46121,0.1546,0.21645,0.00010461,3.1699e-06,9.7644e-07,4.2345e-07
50,51,52754,243.62,1469.5,0.050322,0.35981,same,0,0.037692,0.049362,0.037145,0.064865,0.09793,0.18459,,,,,,,powerlaw,8.0768,0.14821,3.2419,0.001382,0.29929,40.494,5.0402e-05,0.37673,2.7535,0.00038899,0.061398,0.015677,,,powerlaw,1.129,,0.15711,0.19314,0.00020738,7.5343e-06,2.4671e-06,1.1173e-06
