s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
28,29,72635,346,1530.3,0.0070395,0.11141,same,0.044972,0.0065794,0.020207,0.020866,0.016582,0.018912,0.036337,,1.5849,0.82174,0.64023,1.9625,1.6774,powerlaw,35.226,0.047807,2.5355,3.2417e-05,0.054482,6.1384,3.0497e-05,0.22888,2.4578,5.1874e-05,0.0036341,0.025505,powerlaw,2.0051,exponential,2.9968,0.20615,0.1599,0.17848,2.9588e-05,1.5346e-06,5.6651e-07,2.7934e-07
29,30,71703,290.34,1527.7,0.0050008,0.13028,same,0.04266,0,0.024159,0.01849,0.015396,0.024763,0.038414,,2.646,0.82849,0.2855,1.636,2.0837,powerlaw,31.955,0.050449,2.7674,0.00098084,0.060126,8.1232,3.0497e-05,0.25359,2.5072,5.5788e-05,0.00019464,0.025505,powerlaw,2.4286,exponential,3.1256,0.23645,0.17612,0.21501,3.1464e-05,1.5376e-06,5.5636e-07,2.7047e-07
30,31,69904,269.89,1524.7,0.013102,0.31399,same,0.041545,0.0034139,0.032176,0.030959,0.03042,0.046381,0.086268,,0.93487,1.6907,0.36296,2.8374,1.8163,powerlaw,17.007,0.087065,4.5872,3.0497e-05,0.14444,32.39,3.0497e-05,0.37592,2.7518,0.00011263,0.00017209,0.025505,powerlaw,3.4724,powerlaw,2.1084,0.30943,0.17046,0.22552,6.0066e-05,2.1865e-06,7.1644e-07,3.2462e-07
31,32,68957,257.44,1521.4,0.017229,0.42233,same,0.041919,0,0.036997,0.041439,0.045048,0.054072,0.1143,,0.96311,1.0785,0.82591,,1.5076,powerlaw,14.851,0.11089,4.599,1.7922e-05,0.19593,38.131,1.8596e-05,0.39567,2.7913,0.0001716,0.00051901,0.025505,powerlaw,3.6568,powerlaw,2.2601,0.32839,0.17313,0.23344,9.0698e-05,3.1482e-06,1.0152e-06,4.5477e-07
32,33,68661,257.86,1518.1,0.016959,0.39051,same,0.04112,0.012302,0.030975,0.032871,0.035543,0.05551,0.10736,,1.0467,1.1959,0.7897,2.6676,1.595,powerlaw,7.852,0.10374,6.0906,1.8596e-05,0.279,118.78,1.8596e-05,0.42851,2.857,0.00011925,0.00010444,0.025505,powerlaw,4.1456,powerlaw,2.0622,0.3501,0.18481,0.23078,6.2087e-05,1.9912e-06,6.2521e-07,2.7484e-07
33,34,69165,253.49,1515.6,0.011751,0.23021,same,0.038659,0,0.019874,0.01891,0.023951,0.035772,0.065186,,1.0728,1.8144,0.70869,1.6743,1.7005,powerlaw,2.5478,0.084996,15.803,2.7178e-05,0.33237,500,1.8596e-05,0.468,2.936,3.8764e-05,0.00051901,0.025505,powerlaw,9.5343,powerlaw,3.0676,0.38473,0.22607,0.23985,1.9822e-05,5.7806e-07,1.7578e-07,7.5534e-08
34,35,69458,255.88,1526.3,0.014644,0.093138,same,0.035533,0.0057288,0.026813,0.014907,0.018177,0.02502,0.036642,,1.4063,0.36824,0.92077,1.0972,1.9248,powerlaw,27.102,0.051294,2.6997,0.00051901,0.060149,7.4066,0.00051901,0.25176,2.5035,5.7672e-05,0.00064675,0.025505,powerlaw,2.0305,exponential,3.7651,0.2287,0.21006,0.2364,3.2553e-05,1.5979e-06,5.7903e-07,2.8178e-07
35,36,70961,251.85,1538.6,0.012853,0.11374,same,0.035037,0.02256,0.030007,0.017649,0.023445,0.03082,0.045661,,1.4134,0.72253,1.0588,1.2931,1.9446,powerlaw,13.813,0.059708,3.2719,0.0023926,0.073161,10.402,0.0022026,0.29553,2.5911,6.9583e-05,0.0022026,0.025505,powerlaw,2.7892,exponential,3.4079,0.27068,0.20425,0.24328,3.8498e-05,1.7007e-06,5.948e-07,2.8226e-07
36,37,71506,256.66,1541,0.010494,0.09615,same,0.035899,0.00386,0.032702,0.023936,0.026792,0.028712,0.038967,,1.2871,0.66189,0.92936,0.98088,1.6676,powerlaw,6.3451,0.062645,2.7617,0.00051901,0.070701,6.3537,0.00051901,0.24819,2.4964,8.4321e-05,1.8596e-05,0.025505,powerlaw,2.4035,exponential,3.7285,0.24207,0.22707,0.2403,4.7673e-05,2.3603e-06,8.5778e-07,4.1829e-07
37,38,71761,268.82,1529.1,0.019563,0.32748,same,0.040658,0.012285,0.042655,0.035834,0.043487,0.048348,0.089859,,2.0037,0.74592,0.55399,2.2741,3.8541,powerlaw,28.749,0.10182,3.4057,2.9899e-05,0.13475,13.716,3.0497e-05,0.32145,2.6429,0.00019398,0.00019464,0.025505,powerlaw,2.5889,exponential,2.0687,0.25921,0.1423,0.23318,0.00010606,4.402e-06,1.5075e-06,7.0479e-07
38,39,54926,261.38,1509.7,0.040423,0.42257,same,0.035717,0,0.064721,0.05206,0.069154,0.082475,0.15189,,0.67974,0,0.62855,,0.44063,powerlaw,8.1178,0.15915,4.6963,0.001382,0.25662,30.63,0.0061477,0.3881,2.7762,0.00035735,0.055454,0.025505,powerlaw,2.465,powerlaw,1.8588,0.2294,0.12603,0.1918,0.00018953,6.6997e-06,2.1737e-06,9.7801e-07
39,40,54316,262.43,1495.1,0.044063,0.41502,same,0.036128,0,0.063335,0.063926,0.067218,0.08547,0.15633,,0.5439,0,0.29579,4.6713,0.8184,powerlaw,7.1861,0.16443,4.716,0.001382,0.26089,29.56,0.0061477,0.38973,2.7795,0.00037849,0.055454,0.025505,,,powerlaw,1.9591,,0.1267,0.18946,0.00020059,7.0627e-06,2.2884e-06,1.0287e-06
40,41,59493,292.27,1460.7,0.050154,0.43658,same,0.043725,0,0.056073,0.065678,0.063521,0.078212,0.13364,,2.0544,0.33409,0,,4.4141,powerlaw,21.728,0.15178,3.5217,5.2645e-05,0.20545,14.901,0.001382,0.32656,2.6531,0.00042553,0.0061477,0.025505,powerlaw,1.4896,exponential,2.1569,0.14825,0.11735,0.18662,0.00023212,9.5161e-06,3.2454e-06,1.5128e-06
41,42,73302,297.37,1441.1,0.014119,0.24247,same,0.044117,0,0.037252,0.043479,0.043784,0.029716,0.059606,,1.2764,0.76993,0.62184,,3.0581,powerlaw,6.2484,0.089303,3.039,3.2417e-05,0.10218,7.363,0.00098084,0.26807,2.5361,0.00016422,0.0034783,0.025505,powerlaw,2.3858,exponential,2.8393,0.2249,0.13466,0.2173,9.2007e-05,4.3424e-06,1.5529e-06,7.4865e-07
42,43,50210,283.31,1441.6,0.011926,0.13907,same,0.039928,0,0.034245,0.047278,0.047534,0.034684,0.037042,,1.4079,0.7765,0.87091,,2.3033,exponential,39.465,0.088859,3.4105,3.0497e-05,0.098535,7.2732,0.0036341,0.27005,2.5401,0.00015317,3.0497e-05,0.025505,exponential,3.1868,gaussian,3.7002,0.26612,0.18868,0.1577,0.00010517,2.8861e-06,8.559e-07,3.612e-07
53,54,13296,235.23,1473.1,0.0051738,0.1515,same,0.037774,0.020524,0.030316,0.022523,0.02001,0.030258,0.040828,,1.2927,0.45024,0.8942,0.53439,1.7439,powerlaw,10.454,0.05939,2.8196,0.00010444,0.06905,7.4726,0.00011051,0.26767,2.5353,7.4377e-05,0.00011051,0.025505,powerlaw,2.1413,exponential,2.8338,0.22607,0.17675,0.049267,4.1678e-05,1.969e-06,7.0435e-07,3.3965e-07
54,55,74068,237.65,1474.4,0.0073745,0.13976,same,0.033743,0.010423,0.030195,0.023125,0.021092,0.02771,0.044835,,1.3711,0.89772,0.9553,1.0695,1.682,powerlaw,26.473,0.059862,2.7383,1.7922e-05,0.070146,7.4739,2.0079e-05,0.2625,2.525,7.7162e-05,0.00010444,0.025505,powerlaw,2.2134,exponential,2.9842,0.22524,0.18568,0.26464,4.3341e-05,2.0732e-06,7.4474e-07,3.6019e-07
55,56,73473,236.43,1478.5,0.01509,0.30322,same,0.034544,0.013109,0.03357,0.025823,0.029682,0.050117,0.090919,,1.1827,0.98485,1.0683,1.1888,1.6952,powerlaw,18.476,0.087349,4.065,1.7922e-05,0.14839,31.712,1.7922e-05,0.37075,2.7415,0.0001213,0.00051901,0.025505,powerlaw,2.5063,powerlaw,2.3221,0.28649,0.18489,0.26288,6.4844e-05,2.39e-06,7.8641e-07,3.5738e-07
56,57,73501,250.77,1464.2,0.014922,0.23086,same,0.037503,0.013787,0.038306,0.033169,0.032707,0.039988,0.067619,,1.5573,0.56271,1.5071,1.1431,1.5839,powerlaw,22.707,0.083293,3.1756,0.00051901,0.10437,10.931,0.00051901,0.30752,2.615,0.00013472,0.00010444,0.025505,powerlaw,2.3082,exponential,2.7511,0.23666,0.17535,0.25146,7.4132e-05,3.1817e-06,1.102e-06,5.1934e-07
57,58,74660,262.75,1456.5,0.0087984,0.10958,same,0.035651,0.0097642,0.040302,0.045273,0.04649,0.029958,0.028605,,1.4726,0.8404,0.83075,0.70032,5.8084,exponential,14.911,0.086082,3.3504,0.0008723,0.094084,6.7397,0.00017209,0.26215,2.5243,0.00014499,3.2417e-05,0.025505,exponential,3.0475,gaussian,3.9245,0.24991,0.22393,0.24554,0.00010317,2.8388e-06,8.42e-07,3.5535e-07
58,59,73277,284.67,1432.8,0.034721,0.18797,same,0.03898,0.016257,0.045142,0.063613,0.068193,0.054355,0.055829,,2.4839,0.79428,1.1901,0.4399,2.5652,exponential,16.18,0.12746,2.9049,0.0008723,0.14272,6.499,0.019043,0.25497,2.5099,0.00033955,3.0497e-05,0.025505,exponential,2.5465,exponential,4.7111,0.23136,0.26041,0.22512,0.00024581,6.773e-06,2.0091e-06,8.4791e-07
59,60,59377,291.24,1408.3,0.032643,0.34204,same,0.054479,0.0040378,0.056965,0.083913,0.08717,0.081977,0.11786,,,0.31967,1.5333,1.0191,1.5783,exponential,3.5441,0.16987,3.9641,0.012261,0.21464,13.884,0.25162,0.35169,2.7034,0.00046595,0.75287,0.025505,powerlaw,3.9881,exponential,2.8513,0.3442,0.17386,0.18505,0.00026484,7.1827e-06,2.1287e-06,8.9814e-07
60,61,54316,249.71,1460.3,0.034288,0.44103,same,0.041741,0.023745,0.046742,0.08225,0.093047,0.10038,0.15145,,0.68374,0.86076,0.67279,0.86215,0.9048,exponential,2.3288,0.18776,5.5233,0.0087475,0.32153,43.103,0.027319,0.45379,2.9076,0.00036604,0.0087475,0.025505,exponential,4.7786,exponential,3.9358,0.37439,0.28443,0.195,0.00019227,5.1937e-06,1.5389e-06,6.4924e-07
61,62,74179,249.38,1457.9,0.022192,0.40748,same,0.041364,0.019214,0.045269,0.063232,0.070983,0.073516,0.099712,,0.96753,0.91742,0.68823,1.0128,,exponential,8.7749,0.1418,4.7672,0.00051901,0.1981,22.239,0.0022026,0.40195,2.8039,0.00026278,0.0022026,0.025505,exponential,4.0351,exponential,3.4815,0.33941,0.226,0.25518,0.00014126,3.8208e-06,1.1322e-06,4.7766e-07
62,63,75267,239.66,1473.1,0.019059,0.31813,same,0.031919,0.020671,0.048072,0.06181,0.065178,0.064732,0.080873,,1.0857,0.88765,1.1263,1.5825,2.6257,exponential,15.971,0.13011,4.0635,1.7922e-05,0.16371,14.181,0.0022026,0.36108,2.7222,0.00026256,1.7922e-05,0.025505,exponential,3.7437,exponential,3.317,0.32892,0.20235,0.26625,0.00015086,4.0908e-06,1.2124e-06,5.1152e-07
63,64,75296,238.82,1475,0.018734,0.39028,same,0.038079,0.025969,0.048489,0.057568,0.062143,0.06633,0.11123,,1.086,0.91827,0.80245,0.7976,1.7443,powerlaw,3.6755,0.1356,4.1838,1.7922e-05,0.18952,19.742,0.00010444,0.38142,2.7628,0.00027186,0.0022026,0.025505,exponential,2.8478,exponential,3.1284,0.27804,0.20006,0.26818,0.00014463,5.1953e-06,1.6947e-06,7.6544e-07
64,65,75827,248.18,1463.2,0.013893,0.30292,same,0.039102,0.021457,0.044621,0.046805,0.04533,0.044274,0.086871,,1.1491,0.66183,0.9113,,2.1262,powerlaw,14.338,0.10536,3.2684,1.7922e-05,0.13221,11.333,0.00010444,0.3208,2.6416,0.00020743,0.00010444,0.025505,powerlaw,2.6984,gaussian,2.6154,0.27197,0.15011,0.26158,0.00011345,4.7158e-06,1.6158e-06,7.5571e-07
65,66,76927,254.42,1462.1,0.010382,0.26059,same,0.040549,0.024494,0.043658,0.053313,0.050368,0.0422,0.068649,,1.0377,0.94811,0.84666,1.5046,3.4694,exponential,12.17,0.10568,3.5812,1.7922e-05,0.12641,10.566,0.00010444,0.32699,2.654,0.00019592,1.8596e-05,0.025505,exponential,3.2234,exponential,2.9725,0.29196,0.17917,0.2602,0.00012027,3.2725e-06,9.7003e-07,4.0929e-07
66,67,77698,256.49,1463.7,0.013075,0.24801,same,0.037059,0.012057,0.045847,0.057113,0.060231,0.04455,0.061508,,1.1608,1.0215,0.89635,0.95032,,exponential,23.194,0.11357,3.8662,3.0497e-05,0.13229,10.183,0.00017737,0.31846,2.6369,0.00022283,2.9899e-05,0.025505,exponential,3.2895,exponential,3.5519,0.26492,0.21486,0.2586,0.00013659,3.7187e-06,1.1023e-06,4.6512e-07
67,68,77776,263.54,1454.8,0.011462,0.15172,same,0.042009,0.010066,0.040912,0.043851,0.037482,0.026093,0.043169,,1.0591,1.0678,0.76412,0.95239,2.9045,exponential,18.868,0.08397,2.8213,0.00098084,0.09192,5.6385,0.0034783,0.23831,2.4766,0.00015044,2.9899e-05,0.025505,exponential,2.4562,exponential,2.8718,0.20494,0.17222,0.25535,0.00011668,3.2363e-06,9.6034e-07,4.0535e-07
68,69,73568,269.37,1445.2,0.02441,0.34118,same,0.046236,0.010112,0.052009,0.056263,0.067342,0.095672,0.14646,,1.3358,0.72295,0.88436,0.74361,1.1523,powerlaw,30.942,0.15809,4.4235,2.9899e-05,0.24138,25.725,3.2417e-05,0.38351,2.767,0.00036263,0.012261,0.025505,powerlaw,4.0792,powerlaw,5.6796,0.37019,0.36672,0.23522,0.00019273,6.8887e-06,2.2433e-06,1.012e-06
69,70,75959,248.71,1465.9,0.015301,0.15493,same,0.036259,0.022493,0.052071,0.051159,0.050325,0.029948,0.04606,,1.4787,0.81983,0.98057,0,2.345,exponential,32.962,0.10342,2.5687,0.00051901,0.11277,5.2084,0.0022026,0.23862,2.4772,0.00023113,1.7922e-05,0.025505,exponential,2.1391,exponential,3.4817,0.21098,0.20429,0.25972,0.00018918,5.271e-06,1.5645e-06,6.6043e-07
70,71,75177,257.56,1459.5,0.019252,0.11785,same,0.035862,0.01261,0.049195,0.039441,0.032918,0.021121,0.032384,,1.5992,0.76149,0.75542,0.9851,0.81204,exponential,14.958,0.08739,1.8875,0.0087475,0.09253,3.1499,0.066713,0.17304,2.3461,0.00017568,0.00051901,0.025505,exponential,1.537,exponential,2.9727,0.13704,0.17396,0.24873,0.00019868,5.8356e-06,1.7373e-06,7.3416e-07
71,72,74288,265.25,1437.1,0.016596,0.23783,same,0.037896,0.0096169,0.050017,0.03378,0.029854,0.036705,0.064923,,1.5139,1.1515,0.43662,1.3893,1.5996,powerlaw,19.138,0.094249,2.1728,0.00098084,0.104,4.4725,0.012853,0.21394,2.4279,0.0002098,0.00017209,0.025505,powerlaw,1.7408,exponential,2.4138,0.16202,0.15405,0.24157,0.00012049,6.4783e-06,2.4206e-06,1.2039e-06
72,73,74516,257.38,1437.9,0.013902,0.23599,same,0.039602,0.017643,0.044716,0.03322,0.032206,0.034831,0.067955,,1.3857,0.82767,0.62349,0,2.3916,powerlaw,27.822,0.089617,2.1474,0.00064675,0.10155,5.1301,0.0079975,0.23418,2.4684,0.00018932,0.00010444,0.025505,powerlaw,1.6196,exponential,2.6861,0.17301,0.17031,0.24865,0.00010773,5.5165e-06,2.0277e-06,9.9681e-07
73,74,74006,250.92,1442.4,0.012552,0.11204,same,0.036225,0,0.042888,0.020444,0.016265,0.022573,0.031642,,1.6839,0.55508,0.58254,0.87292,1.9848,powerlaw,3.53,0.071938,1.4753,0.00051901,0.075189,2.1848,0.0079975,0.13698,2.274,0.00011737,0.00011051,0.025505,powerlaw,1.26,exponential,2.6047,0.12195,0.15392,0.25221,6.9814e-05,4.5179e-06,1.7968e-06,9.3412e-07
74,75,74146,254.37,1421.3,0.014124,0.14323,same,0.032428,0,0.039754,0.022227,0.017267,0.023223,0.037935,,1.8634,0.46032,0.62207,1.1409,2.1634,powerlaw,17.341,0.069592,1.4151,1.8596e-05,0.073475,2.2436,0.0087475,0.14467,2.2893,0.00011447,0.0079975,0.025505,powerlaw,1.1815,exponential,2.4636,0.11454,0.14358,0.25264,6.7855e-05,4.3106e-06,1.7038e-06,8.8182e-07
75,76,74126,252.46,1420.8,0.011665,0.28284,same,0.035449,0,0.034166,0.030977,0.027903,0.038524,0.078414,,1.437,1.0991,0.19069,1.3175,1.5485,powerlaw,30.074,0.081426,2.7428,0.0005576,0.10676,11.313,1.7922e-05,0.2955,2.591,0.00014028,0.073118,0.025505,powerlaw,1.7967,powerlaw,2.5705,0.20601,0.18836,0.25227,7.7615e-05,3.429e-06,1.1993e-06,5.6911e-07
76,77,74360,250.13,1417,0.0058056,0.15536,same,0.035099,0,0.031958,0.026709,0.017152,0.027715,0.040926,,1.6769,0.98015,0,1.0209,1.058,powerlaw,23.072,0.062801,2.2015,0.00051901,0.069497,4.6582,0.0079975,0.21791,2.4358,9.199e-05,0.00011051,0.025505,exponential,1.6411,exponential,3.184,0.15477,0.20345,0.2528,5.2733e-05,2.8083e-06,1.046e-06,5.1902e-07
77,78,74263,244.28,1418.5,0.0097329,0.17436,same,0.037435,0.014985,0.033811,0.027902,0.019284,0.027002,0.04678,,1.6012,1.0449,0,0.98478,1.368,powerlaw,20.869,0.066309,2.3596,0.0005576,0.074436,5.3652,0.0079975,0.23463,2.4693,0.00010031,0.00010444,0.025505,powerlaw,1.7337,exponential,3.354,0.17051,0.20762,0.26079,5.7064e-05,2.9191e-06,1.0726e-06,5.2714e-07
78,79,74433,251.94,1412.9,0.014875,0.13069,same,0.036573,0,0.04334,0.020664,0.021902,0.024386,0.04025,,1.7384,0.78185,0,2.0359,1.1525,powerlaw,13.725,0.074253,1.5912,0.00051901,0.078748,2.6266,0.00064675,0.15933,2.3187,0.000131,0.00051901,0.025505,powerlaw,1.438,exponential,2.6111,0.14819,0.1663,0.25321,7.7133e-05,4.73e-06,1.8474e-06,9.4815e-07
79,80,73041,258.49,1416,0.013499,0.26669,same,0.039616,0,0.054381,0.037641,0.035805,0.048971,0.092723,,1.7451,0.85817,0.14931,1.0425,1.3837,powerlaw,27.674,0.10819,2.1874,0.0005576,0.12743,6.1792,0.0079975,0.25334,2.5067,0.00027494,0.0087475,0.025505,powerlaw,1.6062,powerlaw,2.8931,0.18524,0.21201,0.24343,0.00015508,7.5832e-06,2.7444e-06,1.3343e-06
80,81,72828,263.69,1394.7,0.027539,0.36115,same,0.042424,0.017975,0.046965,0.043215,0.035788,0.051212,0.10107,,0.965,,0.80861,2.0081,1.4217,powerlaw,27.639,0.10848,2.5792,3.6101e-05,0.13606,9.044,3.0497e-05,0.27937,2.5587,0.00026041,0.0036341,0.025505,powerlaw,1.7526,powerlaw,1.9611,0.19872,0.15914,0.241,0.00014515,6.6664e-06,2.3622e-06,1.1315e-06
81,82,74911,267.05,1383.3,0.024441,0.33176,same,0.04175,0,0.045053,0.029532,0.033451,0.047839,0.090976,,1.1202,1.4944,0.86359,0.87999,2.0849,powerlaw,28.354,0.09764,2.429,0.00098084,0.12191,8.4813,3.0497e-05,0.26911,2.5382,0.000218,0.012853,0.025505,powerlaw,1.8567,powerlaw,2.1694,0.20594,0.16369,0.2428,0.00012208,5.7472e-06,2.0535e-06,9.8941e-07
82,83,73815,261.22,1404,0.020511,0.25436,same,0.03677,0.017616,0.026493,0.01806,0.029646,0.040739,0.075194,,1.2044,0.68494,0.88825,1.678,1.6047,powerlaw,8.3474,0.084797,9.0067,2.0079e-05,0.20062,115.9,0.00011051,0.4334,2.8668,6.338e-05,0.0022026,0.025505,powerlaw,3.989,powerlaw,5.1348,0.34105,0.27387,0.2411,3.2926e-05,1.0436e-06,3.2638e-07,1.4307e-07
83,84,75620,248.81,1410.8,0.0098929,0.22455,same,0.035812,0.0066621,0.017444,0.022133,0.030089,0.041109,0.072378,,1.1538,0.97953,0.92069,1.1232,1.7319,powerlaw,0.89727,0.11236,27.441,0.00011051,0.30403,500,3.3253e-06,0.75573,3.5115,7.8617e-06,0.00064675,0.025505,powerlaw,27.235,exponential,11.068,0.74318,0.43704,0.25742,3.5249e-06,5.1414e-08,1.2381e-08,4.5085e-09
84,85,76758,245.04,1412.8,0.0078416,0.119,same,0.03606,0.0052844,0.018201,0.019727,0.025138,0.031253,0.050538,,1.4334,0.92912,0.83817,1.0361,1.3344,gaussian,1.013,0.076754,21.976,0.00014974,0.24458,500,2.6194e-06,0.69926,3.3985,6.9597e-06,1.8596e-05,0.025505,powerlaw,21.004,gaussian,15.06,0.65303,0.57044,0.26357,3.5801e-84,0,0,0
85,86,77437,242.63,1409.5,0.01097,0.25747,same,0.036292,0.0077993,0.01971,0.023213,0.03326,0.051837,0.089511,,1.1971,0.94303,0.88208,1.1923,1.8672,powerlaw,4.5969,0.14249,29.14,0.00011051,0.3602,500,3.0353e-06,0.76651,3.533,1.0725e-05,0.00064675,0.025505,powerlaw,28.707,exponential,11.664,0.76442,0.45685,0.27012,4.7848e-06,6.8002e-08,1.6233e-08,5.8746e-09
86,87,78462,242.35,1407,0.01364,0.26815,same,0.037303,0.011211,0.020653,0.022509,0.031214,0.049253,0.082626,,1.2623,1.076,0.84924,1.2954,2.0622,powerlaw,14.483,0.12408,24.782,0.00011051,0.35776,500,3.3253e-06,0.69061,3.3812,1.6763e-05,0.00011051,0.025505,powerlaw,22.07,exponential,9.0148,0.64896,0.37932,0.27283,7.743e-06,1.3211e-07,3.3538e-08,1.2679e-08
87,88,80477,256.23,1386.1,0.032594,0.26005,same,0.039858,0.013988,0.037194,0.01091,0.028605,0.042894,0.081221,,1.6617,0,0.89659,1.6504,1.681,powerlaw,18.478,0.078773,3.0239,0.00051901,0.11624,17.743,0.0087475,0.32313,2.6463,0.00012289,0.0079975,0.025505,powerlaw,1.5772,exponential,3.7441,0.22292,0.22961,0.26666,6.7138e-05,2.7752e-06,9.4912e-07,4.433e-07
88,89,80253,264.33,1366,0.015223,0.23717,same,0.042341,0.0047211,0.020988,0.021859,0.025176,0.038413,0.0696,,0.89102,,0.76902,1.4887,1.9258,powerlaw,12.916,0.095771,20.009,0.00019464,0.32693,500,0.00029357,0.57334,3.1467,2.461e-05,0.0036341,0.025505,powerlaw,17.566,powerlaw,5.7377,0.52034,0.288,0.26057,1.1993e-05,2.714e-07,7.5771e-08,3.0645e-08
89,90,79190,258.5,1369.4,0.022362,0.45232,same,0.041034,0.013117,0.036824,0.036358,0.045167,0.063142,0.12123,,1.0018,1.6397,0.7434,,1.4388,powerlaw,11.031,0.11577,5.2297,1.8596e-05,0.25945,72.32,1.7922e-05,0.41934,2.8387,0.00016468,0.00011051,0.025505,powerlaw,3.762,powerlaw,2.0965,0.33887,0.18111,0.26155,8.6105e-05,2.8232e-06,8.9306e-07,3.9466e-07
90,91,79359,258.69,1356.3,0.020698,0.3885,same,0.043534,0.023612,0.027415,0.030471,0.035607,0.054742,0.10294,,1.1562,0.71317,0.80439,1.6369,1.8042,powerlaw,0.54773,0.11704,11.553,0.00011051,0.49827,500,0.0023926,0.50149,3.003,7.7328e-05,0.00010444,0.025505,powerlaw,8.8,powerlaw,2.8081,0.43373,0.23447,0.26116,3.8942e-05,1.0476e-06,3.1004e-07,1.3068e-07
91,92,78813,250.63,1356.4,0.0064137,0.11338,same,0.038249,0.0075542,0.019772,0.023161,0.026027,0.025068,0.037112,,1.3419,1.1969,0.85994,1.1264,1.6704,gaussian,3.7882,0.056533,11.926,0.00010444,0.23591,500,2.0079e-05,0.56086,3.1217,1.3358e-05,2.0079e-05,0.025505,gaussian,9.7105,gaussian,9.2681,0.50693,0.42962,0.26706,1.4877e-26,4.0182e-273,0,0
92,93,78012,247.14,1355.5,0.0036318,0.07132,same,0.038162,0.0045153,0.018473,0.023857,0.026047,0.021016,0.028758,,1.3856,1.0961,1.0052,0.74597,2.3354,gaussian,5.877,0.048746,10.63,0.00014974,0.10721,123.94,1.7922e-05,0.55195,3.1039,1.0784e-05,1.8596e-05,0.025505,gaussian,9.8233,gaussian,9.0313,0.53027,0.42856,0.26734,9.0471e-22,1.1797e-217,0,0
93,94,77652,247.31,1356.5,0.0062904,0.089574,same,0.035782,0.0063432,0.018412,0.022643,0.026811,0.018723,0.032281,,1.3333,0.93888,1.4887,0,1.7946,gaussian,4.6615,0.050147,11.507,0.00014974,0.2007,456.38,1.7922e-05,0.56695,3.1339,1.0205e-05,1.8596e-05,0.025505,gaussian,9.1814,gaussian,9.7357,0.51906,0.44537,0.26588,5.281e-25,1.5695e-254,0,0
