s0_km,s1_km,n_shots,swath_m,elev_m,slope,rms_resid_m,primary_class,scan_noise_sigma_m,rms_1-2m,rms_2-4m,rms_4-8m,rms_8-16m,rms_16-32m,rms_32-64m,aniso_1-2m,aniso_2-4m,aniso_4-8m,aniso_8-16m,aniso_16-32m,aniso_32-64m,best,dbic_second,g_sigma,g_l,g_runs_p,e_sigma,e_l,e_runs_p,pl_H,pl_beta,pl_A,pl_runs_p,nugget_sigma,along_best,along_g_l,cross_best,cross_g_l,along_pl_H,cross_pl_H,grid_fill_1m,S_60MHz_best_m4,S_195MHz_best_m4,S_300MHz_best_m4,S_400MHz_best_m4
-23,-22,21414,269.41,2665.7,0.0024899,0.078911,xscan,0.034631,0.015033,0.023914,0.021495,0.023867,0.019568,0.019268,0.56805,1.4507,0.80173,0.8702,,0,exponential,5.1225,0.047256,4.619,0.18723,0.052787,5.4249,0.60702,0.10429,2.2086,7.9992e-05,0.41944,2.5236e-06,exponential,4.9727,powerlaw,5.3596,0.096862,0.11467,0.075283,3.99e-05,1.109e-06,3.2914e-07,1.3893e-07
-22,-21,21161,276.06,2663.3,0.0046263,0.081444,xscan,0.03833,0.0080337,0.022626,0.021586,0.02407,0.022041,0.023876,1.5848,1.7926,1.0774,0.66717,1.4083,0.66135,exponential,3.6998,0.048069,5.8922,0.0034147,0.053902,8.0552,0.18747,0.12617,2.2523,7.4354e-05,0.00085274,0.030462,exponential,4.9743,exponential,10.596,0.10126,0.20882,0.071351,2.851e-05,7.8005e-07,2.3129e-07,9.7602e-08
-21,-20,20985,266.89,2658.6,0.0050968,0.072244,xscan,0.041051,0,0.011115,0.026569,0.020958,0.017162,0.021846,,,0.88677,0.66792,1.0107,0.59908,exponential,4.5146,0.043874,4.9171,0.037878,0.049073,6.6321,0.20082,0.077109,2.1542,7.3502e-05,0.096577,1.2642e-05,exponential,3.7526,exponential,8.0146,0.073962,0.15664,0.074652,2.8504e-05,7.8476e-07,2.3277e-07,9.8238e-08
-20,-19,21118,271.8,2653.9,0.0045369,0.072696,xscan,0.038255,0,0.024059,0.027911,0.023197,0.024445,0.015609,,0.87133,1.1424,1.0136,1.2337,0,exponential,12.509,0.049217,4.6161,0.00033878,0.054781,5.9142,0.57553,0.10055,2.2011,8.5471e-05,0.0030589,5.0013e-06,exponential,4.8652,powerlaw,5.8578,0.096437,0.12531,0.073193,3.9615e-05,1.0961e-06,3.2522e-07,1.3727e-07
-19,-18,21029,277.05,2650.2,0.0047096,0.090255,xscan,0.040185,0.0051549,0.023115,0.023518,0.025629,0.015815,0.025024,,0,1.2898,0.98411,0.50243,0.50236,powerlaw,5.7162,0.048405,4.8845,0.47043,0.054245,6.2187,0.45735,0.092727,2.1855,8.6872e-05,0.47043,7.9291e-06,exponential,4.7135,powerlaw,11.296,0.078268,0.2271,0.072311,5.273e-05,3.7961e-06,1.5649e-06,8.3454e-07
-18,-17,21051,282.34,2645.8,0.0060428,0.092707,xscan,0.038264,0.01367,0.015788,0.027122,0.026541,0.020496,0.025914,1.1064,,1.0459,0.95395,0.66896,0.70583,powerlaw,9.2505,0.051331,5.5844,0.0002683,0.057625,7.5671,0.029966,0.10767,2.2153,9.1055e-05,0.27347,0.0079251,exponential,4.982,powerlaw,9.0143,0.10551,0.16875,0.070669,5.4894e-05,3.8121e-06,1.5526e-06,8.2089e-07
-17,-16,21318,280.72,2640.6,0.0053618,0.09667,xscan,0.036275,0.016976,0.018046,0.02396,0.03013,0.018933,0.027452,1.7426,0.47835,0.95505,0.89808,0.78896,0.33502,exponential,5.1685,0.05296,6.5335,5.5352e-05,0.059699,9.6489,0.07314,0.18743,2.3749,7.2459e-05,0.029966,0.038197,exponential,4.6595,powerlaw,8.4139,0.10695,0.17934,0.071933,2.9325e-05,7.9912e-07,2.369e-07,9.9959e-08
-16,-15,21237,291.49,2638.2,0.003113,0.089377,xscan,0.038214,0.023696,0.018561,0.022238,0.026587,0.023544,0.018044,1.0341,1.0527,0.90855,1.012,1.0418,0,powerlaw,1.9536,0.049646,4.6765,0.0029501,0.055514,5.9794,0.45735,0.10406,2.2081,8.7691e-05,0.72751,3.9837e-06,exponential,5.262,powerlaw,6.8507,0.080167,0.12088,0.069027,5.2953e-05,3.7094e-06,1.5152e-06,8.0277e-07
-15,-14,21293,274.29,2637.2,0.002579,0.075668,xscan,0.033784,0.0068603,0.02018,0.024742,0.024218,0.024143,0.017725,0,,0.62804,1.027,1.1729,0,exponential,8.0698,0.047689,5.2619,0.00020856,0.053118,6.5288,0.14199,0.1026,2.2052,7.9493e-05,0.0030589,1.0507e-06,exponential,5.3331,exponential,6.0425,0.086314,0.11569,0.073237,3.3902e-05,9.3396e-07,2.7704e-07,1.1692e-07
-14,-13,21270,255.92,2634.4,0.0043843,0.068192,xscan,0.036913,0.017343,0.012488,0.025889,0.022152,0.023144,0.015676,0,0.86151,0.78853,1.4387,1.1578,0,exponential,13.625,0.045192,5.4918,0.005413,0.05033,7.0397,0.2393,0.095592,2.1912,7.1836e-05,0.18747,0.019878,exponential,6.6452,powerlaw,3.4373,0.076261,0.10797,0.079444,2.8315e-05,7.7787e-07,2.307e-07,9.736e-08
-13,-12,21323,260.05,2628.3,0.0078393,0.073414,xscan,0.037057,0,0.024026,0.020671,0.028261,0.023588,0.010805,0,0.65184,1.2661,1.0821,1.8105,0,exponential,3.8434,0.047479,5.7856,0.00085274,0.052337,6.9117,0.14199,0.11597,2.2319,7.2582e-05,0.026754,0.02923,gaussian,6.126,exponential,5.5475,0.087623,0.10127,0.077927,3.1163e-05,8.5667e-07,2.5408e-07,1.0723e-07
-12,-11,21207,270.06,2620.5,0.0073156,0.080589,xscan,0.038813,0.017187,0.025282,0.020638,0.025996,0.015069,0.020667,,0.11639,,0.8867,2.0658,0,exponential,4.8439,0.046769,3.7982,0.0013173,0.052218,4.6359,0.096577,0.091085,2.1822,8.1037e-05,0.23106,1.8312e-06,exponential,4.4288,powerlaw,3.7498,0.076504,0.10892,0.074817,4.5163e-05,1.2686e-06,3.7672e-07,1.5905e-07
-11,-10,21158,283.26,2615.1,0.0049211,0.082255,xscan,0.038312,0,0.018517,0.024624,0.024057,0.020351,0.024436,,0.70054,0.7918,1.3039,1.0091,0.31155,exponential,3.0579,0.047323,5.2565,0.0046039,0.053165,7.3346,0.047918,0.10794,2.2159,7.7964e-05,0.037878,0.022539,exponential,5.0253,powerlaw,5.0556,0.08002,0.11706,0.070861,3.0369e-05,8.3316e-07,2.4708e-07,1.0427e-07
-10,-9,20810,269.15,2611.4,0.0038546,0.076925,xscan,0.046738,0.022416,0.021262,0.02427,0.025063,0.02841,0.012452,0,2.0189,1.1477,1.0444,1.3438,0,exponential,13.14,0.049776,5.6573,0.005413,0.055051,6.5387,0.25226,0.082993,2.166,8.9185e-05,0.0030589,0.0069764,exponential,5.3442,powerlaw,7.5176,0.090268,0.089123,0.073864,3.6362e-05,1.0017e-06,2.9712e-07,1.254e-07
-9,-8,20502,266.75,2607.7,0.0041654,0.068849,xscan,0.045559,0.023497,0.020722,0.019632,0.030478,0.013829,0,1.4179,0.9851,0.55272,1.6783,0,,exponential,26.077,0.046164,3.7696,0.029966,0.051437,3.7769,0.47043,0.078737,2.1575,7.9248e-05,0.0002683,2.9371e-06,exponential,5.2566,exponential,3.4042,0.066569,0.084133,0.072952,5.2638e-05,1.5079e-06,4.4826e-07,1.8933e-07
-8,-7,20759,298.35,2603.6,0.0035225,0.06821,xscan,0.040997,0.014397,0.021652,0.021434,0.02481,0.019929,0.011215,0,1.1042,1.4979,1.6915,0.72529,0,exponential,6.7685,0.044911,4.4357,0.03631,0.049757,5.2857,0.39083,0.078606,2.1572,7.4851e-05,0.72751,3.9187e-06,gaussian,4.2807,powerlaw,4.0622,0.09969,0.08602,0.065436,3.6325e-05,1.0112e-06,3.0013e-07,1.2669e-07
-7,-6,21061,296.93,2600.6,0.0028726,0.067305,xscan,0.037748,0.015738,0.019,0.024706,0.020194,0.030235,0,0.67727,,1.0542,0.77515,1.2729,,exponential,13.913,0.047485,4.146,0.0011281,0.052699,5.0083,0.14199,0.093551,2.1871,8.0619e-05,0.0041206,5.1437e-06,exponential,5.0038,exponential,4.3855,0.084272,0.097319,0.067079,4.2842e-05,1.1967e-06,3.5526e-07,1.4997e-07
-6,-5,21152,284.2,2597.6,0.0029213,0.066878,xscan,0.035098,0,0.019696,0.026525,0.025393,0.018238,0.016797,1.5541,,1.1012,0.49874,1.0711,1.1391,exponential,15.043,0.047241,4.7755,0.0041206,0.052148,5.2828,0.13716,0.096117,2.1922,7.8723e-05,0.0008243,8.1555e-06,exponential,4.6028,gaussian,6.0062,0.090637,0.09998,0.070701,3.9919e-05,1.1113e-06,3.2984e-07,1.3923e-07
-5,-4,21089,262.77,2595,0.0023889,0.065383,xscan,0.032628,0.024994,0,0.025965,0.02877,0.016515,0.012777,1.687,,0.97302,0.9815,,0.64563,exponential,7.132,0.046745,5.0674,0.70012,0.051946,5.4144,0.49994,0.10084,2.2017,7.7659e-05,0.00054565,2.3331e-06,gaussian,4.9762,gaussian,5.7799,0.095103,0.10406,0.074487,3.871e-05,1.0761e-06,3.1935e-07,1.348e-07
-4,-3,20946,268.74,2592.7,0.0023623,0.06798,xscan,0.035742,0.018873,0.021609,0.023888,0.024563,0.020697,0.0091538,0,1.1505,0.82175,1.5168,0.37813,2.3045,exponential,7.9254,0.045259,4.889,0.51169,0.04995,5.7317,0.72751,0.08507,2.1701,7.373e-05,0.0030589,1.0568e-05,exponential,5.0704,exponential,6.7392,0.081273,0.097169,0.072636,3.3927e-05,9.4019e-07,2.7898e-07,1.1775e-07
-3,-2,20765,256.38,2590.6,0.0022287,0.067031,xscan,0.035961,0.018542,0.012853,0.02584,0.025987,0.023505,0.014439,0.59211,,1.1294,0.79706,1.1173,0.78719,exponential,11.249,0.048039,4.9304,0.0002683,0.053248,5.9346,0.45735,0.099675,2.1994,8.0654e-05,0.026754,5.4155e-06,exponential,4.3376,exponential,6.1947,0.10295,0.10694,0.076737,3.7308e-05,1.0321e-06,3.0622e-07,1.2925e-07
-2,-1,20630,275.62,2588.1,0.003349,0.068498,xscan,0.038556,0.021685,0.023039,0.024151,0.026226,0.022799,0.016114,0,2.1873,1.7165,0.98888,1.8423,0,exponential,38.649,0.050792,4.2243,0.0002683,0.056263,4.7643,0.13716,0.10498,2.21,8.9645e-05,0.0034147,1.4793e-06,exponential,4.4765,exponential,5.4526,0.10981,0.10664,0.071082,5.1134e-05,1.4334e-06,4.256e-07,1.7968e-07
-1,0,20413,265.47,2583.5,0.0058774,0.070006,xscan,0.040258,0.026195,0.02286,0.02245,0.026628,0.02465,0.0079368,0,,0.45646,1.2519,0.39394,,exponential,7.5883,0.048532,4.2426,6.7525e-05,0.053864,4.7625,0.71018,0.089999,2.18,8.5428e-05,0.14199,3.3968e-06,exponential,5.2539,exponential,6.176,0.075515,0.096845,0.072885,4.6883e-05,1.3143e-06,3.9022e-07,1.6475e-07
0,1,20541,259.08,2576.7,0.0069763,0.070196,xscan,0.042819,0.023552,0.027478,0.018278,0.029321,0.019935,0,1.1501,2.2979,0.99847,1.2097,0.16016,,exponential,15.161,0.051278,2.4271,0.013098,0.057494,2.7515,0.45735,0.098473,2.1969,9.2202e-05,0.0002683,2.3641e-06,exponential,3.9304,exponential,4.9007,0.079768,0.084309,0.075958,8.5415e-05,2.5724e-06,7.6697e-07,3.2428e-07
1,2,20717,266.27,2570.4,0.0050531,0.072477,xscan,0.040287,0.018855,0.013358,0.023339,0.026787,0.02346,0.017643,2.0529,1.8387,0.10081,1.412,1.2916,0,exponential,2.3697,0.04834,6.2005,0.015242,0.053498,7.5602,0.60702,0.11602,2.232,7.5832e-05,0.0046039,0.032926,gaussian,6.4896,powerlaw,7.0466,0.073829,0.0964,0.074387,2.9865e-05,8.1857e-07,2.4274e-07,1.0244e-07
2,3,20851,264.56,2566.7,0.0034135,0.07779,xscan,0.03514,0.021865,0.021031,0.021815,0.028785,0.028934,0.0094567,0.59542,1.5249,1.3204,0.39943,1.3965,0,exponential,3.3374,0.05098,6.2209,0.0092876,0.056068,7.3747,0.30077,0.13265,2.2653,7.8836e-05,1.4287e-05,0.029793,exponential,6.7022,exponential,7.9648,0.090375,0.12914,0.075353,3.3599e-05,9.2162e-07,2.7331e-07,1.1534e-07
3,4,21040,254.87,2564.2,0.0036994,0.086944,xscan,0.035757,0.012806,0.023918,0.023419,0.026861,0.022528,0.022577,,0.9252,1.1828,0.93099,0.98104,0.38628,exponential,3.5027,0.050531,5.487,0.010799,0.056578,7.5408,0.26492,0.13527,2.2705,8.0299e-05,0.0034147,0.026834,exponential,3.8691,powerlaw,8.9272,0.10719,0.12819,0.079241,3.3485e-05,9.1785e-07,2.7218e-07,1.1486e-07
4,5,21030,260.43,2561.2,0.0040787,0.08991,xscan,0.039166,0,0.023219,0.024901,0.02596,0.026304,0.023859,,0.31246,1.0661,1.2122,0.72121,0,exponential,8.298,0.050631,7.0075,7.6094e-05,0.057129,9.8102,0.36984,0.1699,2.3398,7.0541e-05,0.040941,0.038675,exponential,5.8005,powerlaw,8.8769,0.084196,0.15794,0.077194,2.6422e-05,7.1979e-07,2.1338e-07,9.0034e-08
5,6,21100,256.3,2557.8,0.0050279,0.089694,xscan,0.03573,0.012192,0.016274,0.024631,0.024534,0.025959,0.023759,0,1.8394,1.0925,1.2031,0.71664,0.36789,exponential,1.0772,0.050357,7.1867,0.0049691,0.056645,9.3598,0.30988,0.13139,2.2628,7.9916e-05,0.36984,0.026159,exponential,5.7557,powerlaw,12.251,0.10164,0.1873,0.078911,2.7199e-05,7.4162e-07,2.1986e-07,9.277e-08
6,7,21003,256.51,2552.8,0.0063637,0.080067,xscan,0.037634,0.013099,0.017628,0.025678,0.0192,0.029502,0.01917,1.8119,,1.0589,0.92616,0.88513,0,exponential,14.293,0.049029,6.1997,0.00032959,0.054932,7.9828,0.096577,0.11752,2.235,8.0098e-05,0.040941,0.023317,exponential,4.366,exponential,9.6425,0.10049,0.15373,0.078446,2.987e-05,8.1745e-07,2.4239e-07,1.0228e-07
7,8,20933,270.59,2546,0.0074136,0.073838,xscan,0.037707,0.017357,0.007469,0.026432,0.021998,0.030546,0.011771,,0.88659,0.70509,1.3546,1.1295,0,exponential,13.645,0.048188,6.8366,0.040462,0.053383,8.1728,0.47043,0.12197,2.2439,7.3292e-05,0.029966,0.033507,exponential,5.091,exponential,6.524,0.086304,0.1136,0.072971,2.7573e-05,7.5411e-07,2.236e-07,9.4354e-08
8,9,20716,260.22,2539.1,0.006566,0.092579,xscan,0.040004,0.020707,0.008924,0.026075,0.02342,0.029291,0.025828,,1.0402,1.2732,1.1055,0.74871,0.49783,exponential,4.8153,0.052293,8.1153,0.0008243,0.059462,11.781,0.0092876,0.19692,2.3938,6.6617e-05,0.026754,0.043321,exponential,4.4537,powerlaw,15.816,0.095242,0.28482,0.075893,2.3907e-05,6.4951e-07,1.9251e-07,8.1226e-08
9,10,20750,259.53,2535.6,0.0034221,0.093357,xscan,0.036623,0.0067706,0.017803,0.026875,0.024416,0.026576,0.024539,0,0.73626,1.4595,1.0224,0.97391,0,powerlaw,0.083706,0.050801,7.2661,0.00020231,0.05807,11.316,0.029966,0.18259,2.3652,6.7603e-05,0.013098,0.038689,gaussian,5.5646,powerlaw,13.91,0.085418,0.26586,0.076805,3.9384e-05,2.2836e-06,8.7525e-07,4.4323e-07
10,11,20732,253.44,2535.1,0.0014988,0.076346,xscan,0.040196,0.012392,0.022154,0.025851,0.027791,0.023365,0.019697,,1.533,0.93055,1.311,0.51086,0.82312,exponential,25.552,0.051294,5.7028,0.017869,0.057143,7.2243,0.096577,0.10953,2.2191,8.964e-05,0.0058056,0.0089787,exponential,4.6053,exponential,8.8768,0.10353,0.13346,0.078059,3.5601e-05,9.7718e-07,2.898e-07,1.223e-07
11,12,20367,250.27,2534.8,0.00070965,0.06756,xscan,0.036877,0.021371,0.021409,0.021518,0.023976,0.025723,0.0084765,0.52205,1.8737,1.1391,1.0172,1.1239,0,exponential,9.7792,0.046839,5.5571,0.010799,0.051565,6.2201,0.98014,0.089576,2.1792,7.674e-05,0.025769,1.1257e-05,exponential,4.4371,exponential,7.2946,0.10691,0.10549,0.078353,3.346e-05,9.2365e-07,2.7401e-07,1.1565e-07
12,13,20173,256.74,2534.6,0.00030343,0.066642,xscan,0.036603,0.013331,0.0065649,0.024738,0.02341,0.028114,0.015001,,0,1.3891,0.88642,1.2387,0,exponential,6.3584,0.046971,6.6612,0.030258,0.052108,7.7994,0.19603,0.10529,2.2106,7.502e-05,0.2568,0.019936,gaussian,5.5189,exponential,7.0854,0.10699,0.10733,0.075174,2.7491e-05,7.5281e-07,2.2323e-07,9.42e-08
13,14,19630,244.63,2534.4,0.00038272,0.064696,xscan,0.034525,0,0.021594,0.021047,0.023625,0.022848,0.017321,,1.2705,0.76646,1.1986,0.83021,0.80226,exponential,11.011,0.043944,5.9567,0.0046039,0.048764,6.9448,0.16214,0.084891,2.1698,7.008e-05,0.015242,6.6394e-06,gaussian,5.965,exponential,6.1809,0.077603,0.10391,0.076358,2.693e-05,7.4016e-07,2.1952e-07,9.2643e-08
14,15,18756,251.54,2533.7,0.0018214,0.070151,xscan,0.038289,0.010139,0.019012,0.024826,0.024557,0.026105,0.014077,,4.6948,1.0416,1.0878,0.79151,0.28346,gaussian,2.6607,0.047564,6.4504,0.014095,0.052478,7.9056,0.015242,0.13797,2.2759,6.7551e-05,0.00035166,0.036745,exponential,5.2694,exponential,8.9319,0.094641,0.18538,0.071549,5.5058e-10,4.0862e-82,3.4067e-181,6.6333e-320
15,16,18739,244.82,2529.9,0.0067147,0.076227,xscan,0.037941,0.012198,0.031733,0.018574,0.025437,0.026445,0.016012,0,1.3026,0.63033,1.5269,0.49735,1.2702,exponential,6.4224,0.051356,3.8676,0.060953,0.057625,4.7,0.20082,0.11475,2.2295,9.2864e-05,0.14121,1.136e-06,exponential,5.2955,powerlaw,9.8772,0.093996,0.10594,0.073211,5.4312e-05,1.524e-06,4.5253e-07,1.9106e-07
16,17,19371,253,2519.8,0.014996,0.081659,xscan,0.039249,0.0032851,0.029123,0.022302,0.031145,0.019841,0.022815,0,1.8713,1.0007,1.3153,0.75465,0.21996,exponential,9.6631,0.05368,5.4129,0.029966,0.059533,6.9637,0.0092876,0.1177,2.2354,9.421e-05,0.026754,0.02449,exponential,4.699,exponential,6.7166,0.097839,0.1302,0.072418,4.0033e-05,1.1002e-06,3.263e-07,1.3771e-07
17,18,20240,259.66,2497.2,0.031039,0.095532,xscan,0.040651,0.036462,0.03476,0.028226,0.03529,0.023123,0.028765,1.5531,1.1487,0,1.095,,0.77414,exponential,1.5163,0.065717,3.2493,0.017869,0.073981,4.2904,0.11232,0.11798,2.236,0.00015211,0.23106,1.6668e-06,exponential,6.6122,exponential,4.7653,0.096132,0.1622,0.074706,9.7252e-05,2.7497e-06,8.1682e-07,3.4491e-07
18,19,20279,272.35,2465.6,0.028599,0.12996,xscan,0.035282,0.025761,0.037897,0.025205,0.022913,0.0405,0.04161,0,0.76345,0.087695,1.3207,0.64357,0.41708,powerlaw,19.056,0.069953,3.2815,8.9112e-06,0.081105,6.6131,0.00020231,0.14223,2.2845,0.00016937,0.0030589,4.2048e-06,exponential,12.744,powerlaw,11.018,0.19979,0.18822,0.071558,0.0001005,6.4222e-06,2.5434e-06,1.3182e-06
19,20,20294,285.72,2449.9,0.0075054,0.12842,xscan,0.042259,0,0.023763,0.026581,0.030671,0.0264,0.041619,1.3462,1.1042,1.0523,1.2019,0.76375,0.39134,powerlaw,2.1313,0.064193,10.092,0.017869,0.077544,18.584,0.017869,0.26627,2.5325,7.5577e-05,0.089602,0.047563,exponential,4.8079,powerlaw,18.684,0.12033,0.33648,0.067865,4.2377e-05,2.0087e-06,7.1939e-07,3.4718e-07
20,21,18362,273.31,2452.5,0.0083726,0.096078,xscan,0.041908,0,0.017867,0.025294,0.026823,0.029326,0.031525,,0.8431,0.90074,1.3711,0.45131,0.75607,exponential,0.62457,0.056045,10.179,0.040941,0.064812,15.212,0.20082,0.22271,2.4454,6.7369e-05,0.089602,0.044611,exponential,7.3144,exponential,14.907,0.11283,0.30754,0.064625,2.2057e-05,5.9776e-07,1.7715e-07,7.4741e-08
21,22,20779,269.93,2462,0.0086671,0.064913,xscan,0.037814,0.018653,0.02257,0.017934,0.026921,0.013713,0.017327,,0.91272,,0.88771,0.83701,0.61771,exponential,3.8995,0.044256,4.6434,0.013098,0.049106,5.2554,0.71018,0.084325,2.1686,7.2245e-05,0.18747,4.024e-06,exponential,4.7877,gaussian,7.3568,0.076969,0.14139,0.073607,3.5569e-05,9.9052e-07,2.9399e-07,1.241e-07
22,23,20524,253.28,2469,0.0051682,0.065164,xscan,0.035205,0.027456,0.016379,0.02389,0.023394,0.022528,0.013624,0.96797,,1.3273,0.70646,1.3739,0.78002,exponential,6.5807,0.04846,3.7801,0.026754,0.054054,4.098,0.18747,0.11441,2.2288,8.1515e-05,0.088053,2.3591e-06,exponential,3.5132,gaussian,7.6953,0.1153,0.11878,0.076646,5.4095e-05,1.5361e-06,4.5644e-07,1.9275e-07
23,24,19841,247.59,2471.4,0.00094773,0.0665,xscan,0.03915,0,0.014425,0.025479,0.027362,0.018416,0.016984,0,1.8789,1.2538,0.95289,0.86055,1.3349,exponential,1.1134,0.046069,5.6835,0.014095,0.050936,6.8709,0.60702,0.10091,2.2018,7.261e-05,0.0046039,0.022935,exponential,5.0408,exponential,5.5818,0.094863,0.10285,0.076652,2.9686e-05,8.1623e-07,2.4209e-07,1.0217e-07
24,25,18688,243.29,2470.3,0.0016903,0.065841,xscan,0.037978,0.021833,0.013355,0.02652,0.026279,0.021719,0.019229,0.69111,1.1317,1.2161,1.2297,0.63426,1.0118,exponential,9.1112,0.048302,5.486,0.0073866,0.053725,6.5523,0.80215,0.10148,2.203,8.1508e-05,0.060953,7.5819e-07,exponential,5.9985,powerlaw,7.8613,0.095993,0.11595,0.072959,3.4563e-05,9.5202e-07,2.8239e-07,1.1918e-07
25,26,16804,247.35,2469,0.001057,0.067313,xscan,0.039255,0.01453,0.0096428,0.017626,0.02998,0.016796,0.014965,,0.50241,1.1722,1.1547,0.8981,0,exponential,5.0991,0.043909,5.7789,0.80215,0.048596,6.5409,0.85495,0.079359,2.1587,7.1336e-05,0.014095,9.4631e-06,gaussian,6.809,powerlaw,8.743,0.078949,0.095128,0.064984,2.8325e-05,7.8027e-07,2.3145e-07,9.7679e-08
